,clean company name,original company names,original row number,company matches,fuzz ratio
4666,tianjin oculax biotech,Tianjin Oculax Biotech Inc,6336,['tianjin oculax biotech'],[100]
4667,tianjin tianyao,"Tianjin Tianyao Pharmaceuticals Co., Ltd.",6337,['tianjin tianyao'],[100]
4668,tianjin yansheng industrial trade,TIANJIN YANSHENG INDUSTRIAL TRADE COMPANY,6338,['tianjin yansheng industrial trade'],[100]
4669,tianshui weishi tongtai,Tianshui Weishi Tongtai Pharmaceutical Co Ltd,6339,['tianshui weishi tongtai'],[100]
4670,tibet cheezheng tibetan medicine,"Tibet Cheezheng Tibetan Medicine Co. Ltd, Tibet Cheezheng Tibetan Medicine Co. Ltd.","6340, 6341","['tibet cheezheng tibetan medicine', 'tibet cheezheng tibetan medicine'], ['tibet cheezheng tibetan medicine', 'tibet cheezheng tibetan medicine']","[100, 100], [100, 100]"
4671,tig distributing,"TIG Distributing, Inc.",6342,['tig distributing'],[100]
4672,tiger,"Tiger Supply Inc, Tiger Supply Inc.","6344, 6345","['tiger', 'tiger'], ['tiger', 'tiger']","[100, 100], [100, 100]"
4673,tiger balm sdn,Tiger Balm (Malaysia) Sdn. Bhd.,6343,['tiger balm sdn'],[100]
4674,timberlake respiratory,Timberlake Respiratory Care and Home Medical,6346,['timberlake respiratory'],[100]
4675,time cap,"TIME CAP LABORATORIES, TIME CAP LABORATORIES INC, TIME CAP LABORATORIES, INC, TIME CAP LABORATORIES, INC.","6347, 6348, 6349, 6350","['time cap', 'time cap', 'time cap', 'time cap'], ['time cap', 'time cap', 'time cap', 'time cap'], ['time cap', 'time cap', 'time cap', 'time cap'], ['time cap', 'time cap', 'time cap', 'time cap']","[100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100]"
4676,time cap laboratoriesinc,"TIME CAP LABORATORIES,INC",6351,['time cap laboratoriesinc'],[100]
4677,time cap labs,"TIME CAP LABS, TIME CAP LABS INC, Time Cap Labs, Inc","6352, 6353, 6354","['time cap labs', 'time cap labs', 'time cap labs'], ['time cap labs', 'time cap labs', 'time cap labs'], ['time cap labs', 'time cap labs', 'time cap labs']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
4678,time-cap labs,"Time-Cap Labs, Inc",6355,['time-cap labs'],[100]
4679,times,"The Times Co., Ltd.",6302,['times'],[100]
4680,timing pabp branch,"Timing Pharmaceutical Co., Ltd PABP Branch",6356,['timing pabp branch'],[100]
4681,tims south texas,TIMS SOUTH TEXAS LLC,6357,['tims south texas'],[100]
4682,tissuegeneinc,"Tissuegene,inc",6358,['tissuegeneinc'],[100]
4683,titan,"Titan Pharmaceuticals, Inc.",6359,['titan'],[100]
4684,tja,TJA Health LLC,6360,['tja'],[100]
4685,tjl enterprises,TJL Enterprises Inc.,6361,['tjl enterprises'],[100]
4686,tjoapack netherlands,Tjoapack Netherlands BV,6362,['tjoapack netherlands'],[100]
4687,tmig,"TMIG Inc, TMIG Inc., TMIG, Inc.","6363, 6364, 6365","['tmig', 'tmig', 'tmig'], ['tmig', 'tmig', 'tmig'], ['tmig', 'tmig', 'tmig']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
4688,tnt pro series,TNT PRO SERIES,6366,['tnt pro series'],[100]
4689,toaon,"Toaon Co., Ltd.",6367,['toaon'],[100]
4690,toas,"TOAS Co., Ltd.",6368,['toas'],[100]
4691,todd horton dpm,Todd Horton DPM,6369,['todd horton dpm'],[100]
4692,tolmar,"TOLMAR Inc., TOLMAR PHARMACEUTICALS INC.","6370, 6371","['tolmar', 'tolmar'], ['tolmar', 'tolmar']","[100, 100], [100, 100]"
4693,tom,"TOM Co., Ltd.",6372,['tom'],[100]
4694,tom ford beauty dist,TOM FORD BEAUTY DIST,6373,['tom ford beauty dist'],[100]
4695,tommie copper,"Tommie Copper, Inc.",6376,['tommie copper'],[100]
4696,tommy hilfiger toiletries,TOMMY HILFIGER TOILETRIES,6377,['tommy hilfiger toiletries'],[100]
4697,toms maine,"Tom's of Maine, Tom's of Maine, Inc.","6374, 6375","['toms maine', 'toms maine'], ['toms maine', 'toms maine']","[100, 100], [100, 100]"
4698,tony moly,"TONY MOLY CO.,LTD",6378,['tony moly'],[100]
4699,tonymoly,"Tonymoly Co., Ltd., TONYMOLY CO.,LTD","6379, 6380","['tonymoly', 'tonymoly'], ['tonymoly', 'tonymoly']","[100, 100], [100, 100]"
4700,too faced cosmetics,"TOO FACED COSMETICS, TOO FACED COSMETICS LLC","6381, 6382","['too faced cosmetics', 'too faced cosmetics'], ['too faced cosmetics', 'too faced cosmetics']","[100, 100], [100, 100]"
4701,tooley drug tooley drug,Tooley Drug Company dba Tooley Drug and Home Care,6383,['tooley drug tooley drug'],[100]
4702,top,"Top Care, TOP CARE (Topco Associates LLC)","6384, 6385","['top', 'top'], ['top', 'top']","[100, 100], [100, 100]"
4703,top chemical,"Top Chemical Co., Inc.",6386,['top chemical'],[100]
4704,top quality manufacturing,"Top Quality Manufacturing, Inc.",6387,['top quality manufacturing'],[100]
4705,top safety,Top Safety Products Company Inc,6388,['top safety'],[100]
4706,top trenz,Top Trenz,6389,['top trenz'],[100]
4707,topcare,"TopCare, TOPCARE (Topco Associates LLC), TopCare Health","6390, 6391, 6394","['topcare', 'topcare', 'topcare'], ['topcare', 'topcare', 'topcare'], ['topcare', 'topcare', 'topcare']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
4708,topcare associates,"Topcare Associates LLC, TopCare Associates, LLC","6392, 6393","['topcare associates', 'topcare associates'], ['topcare associates', 'topcare associates']","[100, 100], [100, 100]"
4709,topco,"TopCo, Topco Assoc LLC, TOPCO ASSOC, LLC, TOPCO Assoc. LLC","6395, 6396, 6397, 6398","['topco', 'topco', 'topco', 'topco'], ['topco', 'topco', 'topco', 'topco'], ['topco', 'topco', 'topco', 'topco'], ['topco', 'topco', 'topco', 'topco']","[100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100]"
4710,topco associates,"Topco Associates, Topco associates LLC, Topco Associates LLC., Topco Associates, LLC","6399, 6400, 6401, 6402","['topco associates', 'topco associates', 'topco associates', 'topco associates'], ['topco associates', 'topco associates', 'topco associates', 'topco associates'], ['topco associates', 'topco associates', 'topco associates', 'topco associates'], ['topco associates', 'topco associates', 'topco associates', 'topco associates']","[100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100]"
4711,topical,TOPICAL,6403,['topical'],[100]
4712,topical biomedics,"Topical BioMedics, Inc.",6404,['topical biomedics'],[100]
4713,topicare management,"Topicare Management, LLC",6405,['topicare management'],[100]
4714,topiderm,"Topiderm Inc., Topiderm, Inc.","6406, 6407","['topiderm', 'topiderm'], ['topiderm', 'topiderm']","[100, 100], [100, 100]"
4715,topmost chemical&paper,Topmost Chemical & Paper Corporation,6408,['topmost chemical&paper'],[100]
4716,toppco,Toppco,6409,['toppco'],[100]
4717,toprail chp,Toprail Chp Llc.,6410,['toprail chp'],[100]
4718,torrent,Torrent Pharmaceuticals Limited,6411,['torrent'],[100]
4719,toshiki pigment,"Toshiki Pigment Co., Ltd, Toshiki Pigment Co., ltd.","6412, 6413","['toshiki pigment', 'toshiki pigment'], ['toshiki pigment', 'toshiki pigment']","[100, 100], [100, 100]"
4720,total resource,Total Resource,6414,['total resource'],[100]
4721,total resources,"Total Resources, Total Resources International, Total Resources International Inc, Total Resources International Inc.","6415, 6416, 6417, 6418","['total resources', 'total resources', 'total resources', 'total resources'], ['total resources', 'total resources', 'total resources', 'total resources'], ['total resources', 'total resources', 'total resources', 'total resources'], ['total resources', 'total resources', 'total resources', 'total resources']","[100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100]"
4722,touch skin,"Touch Skin Care, LLC",6419,['touch skin'],[100]
4723,touchland,Touchland LLC,6420,['touchland'],[100]
4724,tower,"Tower Laboratories Ltd, Tower Laboratories Ltd.","6421, 6422","['tower', 'tower'], ['tower', 'tower']","[100, 100], [100, 100]"
4725,town,Health Town Inc,2940,['town'],[100]
4726,townley,"Townley Inc., Townley, Inc.","6423, 6424","['townley', 'townley'], ['townley', 'townley']","[100, 100], [100, 100]"
4727,toyowado silktech,"TOYOWADO SILKTECH CO., LTD",6425,['toyowado silktech'],[100]
4728,toys,"Toys R Us, Inc",6426,['toys'],[100]
4729,trader joes,Trader Joe's Company,6427,['trader joes'],[100]
4730,trans ox,Trans Ox Inc,6428,['trans ox'],[100]
4731,transfer technology,Transfer Technology,6429,['transfer technology'],[100]
4732,transform,2 Transform,35,['transform'],[100]
4733,transworld trading,TRANSWORLD INTERNATIONAL TRADING CORP.,6430,['transworld trading'],[100]
4734,traum traders,TRAUM TRADERS,6431,['traum traders'],[100]
4735,tri lakes eq,Tri Lakes Home Medical Eq. Inc.,6432,['tri lakes eq'],[100]
4736,tri state,Tri State Medical Supply,6434,['tri state'],[100]
4737,tri state dental,Tri State Dental,6433,['tri state dental'],[100]
4738,tri-coastal design,Tri-Coastal Design Company Inc.,6435,['tri-coastal design'],[100]
4739,tri-med supplies,"Tri-Med Medical Supplies, Inc",6436,['tri-med supplies'],[100]
4740,tri-state surgical supply&equipment,Tri-state Surgical Supply & Equipment Ltd.,6437,['tri-state surgical supply&equipment'],[100]
4741,trico oxygen,Trico Oxygen,6438,['trico oxygen'],[100]
4742,trifecta,"Trifecta Pharmaceutical USA LLC, Trifecta Pharmaceuticals USA, TRIFECTA PHARMACEUTICALS USA LLC, Trifecta Pharmaceuticals USA LLC., Trifecta Pharmaceuticals USA, LLC, Trifecta Pharmaceuticals USA, LLC.","6439, 6440, 6441, 6442, 6443, 6444","['trifecta', 'trifecta', 'trifecta', 'trifecta', 'trifecta', 'trifecta'], ['trifecta', 'trifecta', 'trifecta', 'trifecta', 'trifecta', 'trifecta'], ['trifecta', 'trifecta', 'trifecta', 'trifecta', 'trifecta', 'trifecta'], ['trifecta', 'trifecta', 'trifecta', 'trifecta', 'trifecta', 'trifecta'], ['trifecta', 'trifecta', 'trifecta', 'trifecta', 'trifecta', 'trifecta'], ['trifecta', 'trifecta', 'trifecta', 'trifecta', 'trifecta', 'trifecta']","[100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100]"
4743,trigen,"Trigen Laboratories, Inc., TRIGEN LABORATORIES, LLC","6445, 6446","['trigen', 'trigen'], ['trigen', 'trigen']","[100, 100], [100, 100]"
4744,trilipid research institute,"TriLipid Research Institute, LLC",6447,['trilipid research institute'],[100]
4745,trimarc labs,TriMarc Labs,6448,['trimarc labs'],[100]
4746,trinet industries,Trinet Industries Inc,6449,['trinet industries'],[100]
4747,triple aka standardized sanitation,"Triple S a.k.a Standardized Sanitation Systems, Inc",6451,['triple aka standardized sanitation'],[100]
4748,triple supplies,"TRIPLE A SUPPLIES, INC.",6450,['triple supplies'],[100]
4749,tris,"Tris Pharma Inc, Tris Pharma Inc.","6452, 6453","['tris', 'tris'], ['tris', 'tris']","[100, 100], [100, 100]"
4750,tristrata,"TriStrata, Inc.",6454,['tristrata'],[100]
4751,triumph,Triumph Pharmaceuticals Inc.,6455,['triumph'],[100]
4752,trividia,"Trividia Health, Inc.",6456,['trividia'],[100]
4753,trividia manufacturing solutions,"Trividia Manufacturing Solutions, Inc",6457,['trividia manufacturing solutions'],[100]
4754,triweld industries,"Triweld Industries, Inc.",6458,['triweld industries'],[100]
4755,tropical enterprises,"Tropical Enterprises International, Inc, Tropical Enterprises International, Inc.","6459, 6460","['tropical enterprises', 'tropical enterprises'], ['tropical enterprises', 'tropical enterprises']","[100, 100], [100, 100]"
4756,tropical seas,"Tropical Seas, Inc.",6461,['tropical seas'],[100]
4757,troy manufacturing,"TROY MANUFACTURING, TROY MANUFACTURING, INC, Troy Manufacturing, Inc.","6462, 6463, 6464","['troy manufacturing', 'troy manufacturing', 'troy manufacturing'], ['troy manufacturing', 'troy manufacturing', 'troy manufacturing'], ['troy manufacturing', 'troy manufacturing', 'troy manufacturing']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
4758,trp,TRP Company,6465,['trp'],[100]
4759,true balance athletics,True Balance Athletics LLC,6466,['true balance athletics'],[100]
4760,true botanica,"True Botanica, LLC",6467,['true botanica'],[100]
4761,true nature,"True Nature Group, Inc.",6468,['true nature'],[100]
4762,true weight loss solutions,True Weight Loss Solutions,6469,['true weight loss solutions'],[100]
4763,trupharma,"TRUPHARMA LLC, TruPharma, LLC","6470, 6471","['trupharma', 'trupharma'], ['trupharma', 'trupharma']","[100, 100], [100, 100]"
4764,trustees pennsylvania,Trustees of the University of Pennsylvania,6472,['trustees pennsylvania'],[100]
4765,truth aesthetics,TRUTH AESTHETICS LLC,6473,['truth aesthetics'],[100]
4766,truvitality,"TRUVITALITY, LLC",6474,['truvitality'],[100]
4767,trybest,TRYBEST Inc.,6475,['trybest'],[100]
4768,ts,T.S international,6127,['ts'],[100]
4769,ttem,"TTEM, LLC",6476,['ttem'],[100]
4770,tubby todd,TUBBY TODD,6477,['tubby todd'],[100]
4771,tula life,Tula Life LLC,6478,['tula life'],[100]
4772,tulex,"Tulex Pharmaceuticals, Inc.",6479,['tulex'],[100]
4773,tulsa gas&gear,"TULSA GAS & GEAR, LLC",6480,['tulsa gas&gear'],[100]
4774,tw smith,T.W. Smith Corp.,6128,['tw smith'],[100]
4775,tween brands,"Tween Brands Inc, Tween Brands Inc., Tween Brands, Inc, Tween Brands, Inc.","6481, 6482, 6483, 6484","['tween brands', 'tween brands', 'tween brands', 'tween brands'], ['tween brands', 'tween brands', 'tween brands', 'tween brands'], ['tween brands', 'tween brands', 'tween brands', 'tween brands'], ['tween brands', 'tween brands', 'tween brands', 'tween brands']","[100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100]"
4776,twi,"TWi Pharmaceuticals, Inc.",6485,['twi'],[100]
4777,twice smiles,Twice Smiles LLC,6486,['twice smiles'],[100]
4778,twin med,"TWIN MED, LLC",6487,['twin med'],[100]
4779,twincraft,Twincraft Inc,6488,['twincraft'],[100]
4780,twinmed,"TwinMed, LLC",6489,['twinmed'],[100]
4781,two hip consulting,"Two Hip Consulting, LLC",6490,['two hip consulting'],[100]
4782,twos,"Two's Company, Inc.",6491,['twos'],[100]
4783,ty bio,"TY Bio Co., Ltd.",6492,['ty bio'],[100]
4784,tychasis,TYCHASIS CORPORATION,6493,['tychasis'],[100]
4785,tyra tech,"Tyra Tech, Inc.",6494,['tyra tech'],[100]
4786,u nonwovens,U. S. Nonwovens Corp,6496,['u nonwovens'],[100]
4787,u-biomed,U-BioMed Inc.,6495,['u-biomed'],[100]
4788,uber scientific,"Uber Scientific, LLC",6498,['uber scientific'],[100]
4789,uberscientific,"UBERScientific, LLC",6499,['uberscientific'],[100]
4790,ubi,UBI Pharma Inc.,6500,['ubi'],[100]
4791,ucb,"UCB, Inc.",6501,['ucb'],[100]
4792,ucg georgia,"UCG Georgia, LLC",6502,['ucg georgia'],[100]
4793,ucsf radiopharmaceutical facility,UCSF Radiopharmaceutical Facility,6503,['ucsf radiopharmaceutical facility'],[100]
4794,ucyclyd,Ucyclyd Pharma Inc.,6504,['ucyclyd'],[100]
4795,uihc ñ e imaging center,UIHC ñ P E T Imaging Center,6505,['uihc ñ e imaging center'],[100]
4796,uihc-p t imaging center,UIHC-P E T IMAGING CENTER,6506,['uihc-p t imaging center'],[100]
4797,uintah basin center equipment,Uintah Basin Medical Center dba Home Health Equipment and Supply,6507,['uintah basin center equipment'],[100]
4798,ulai,Ulai Health LLC,6508,['ulai'],[100]
4799,uline,Uline,6509,['uline'],[100]
4800,ulta,Ulta,6510,['ulta'],[100]
4801,ultimark,Ultimark Products LLC,6511,['ultimark'],[100]
4802,ultra,"Ultra V Co., Ltd",6513,['ultra'],[100]
4803,ultra seal,Ultra Seal Corporation,6512,['ultra seal'],[100]
4804,ultra-chem,Ultra-Chem Inc.,6514,['ultra-chem'],[100]
4805,ultraceuticals,"ULTRACEUTICALS PTY LIMITED, Ultraceuticals US LLC, Ultraceuticals US, LLC","6515, 6516, 6517","['ultraceuticals', 'ultraceuticals', 'ultraceuticals'], ['ultraceuticals', 'ultraceuticals', 'ultraceuticals'], ['ultraceuticals', 'ultraceuticals', 'ultraceuticals']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
4806,ultradent,"Ultradent Products, Inc, Ultradent Products, Inc.","6518, 6519","['ultradent', 'ultradent'], ['ultradent', 'ultradent']","[100, 100], [100, 100]"
4807,ultragenyx,Ultragenyx Pharmaceutical Inc.,6520,['ultragenyx'],[100]
4808,unapproved drug other,UNAPPROVED DRUG OTHER,6521,['unapproved drug other'],[100]
4809,unapproved homeopathic,UNAPPROVED HOMEOPATHIC,6522,['unapproved homeopathic'],[100]
4810,unconditional love,Unconditional Love,6523,['unconditional love'],[100]
4811,unda,UNDA,6524,['unda'],[100]
4812,unexo life sciences private,"Unexo Life Sciences, Private Limited",6525,['unexo life sciences private'],[100]
4813,unichem,"Unichem Pharmaceuticals (USA), Inc.",6526,['unichem'],[100]
4814,unifirst first aid,"Unifirst First Aid, Unifirst First Aid Corporation","6527, 6528","['unifirst first aid', 'unifirst first aid'], ['unifirst first aid', 'unifirst first aid']","[100, 100], [100, 100]"
4815,unifirst-first aid,"Unifirst-First Aid, Unifirst-First Aid Corporation","6529, 6530","['unifirst-first aid', 'unifirst-first aid'], ['unifirst-first aid', 'unifirst-first aid']","[100, 100], [100, 100]"
4816,uniforst first aid,Uniforst First Aid Corporation,6531,['uniforst first aid'],[100]
4817,unigroup wholesale,UniGroup Wholesale Inc.,6532,['unigroup wholesale'],[100]
4818,unik,"Unik Pharmaceuticals, Inc, Unik Pharmaceuticals, Inc.","6533, 6534","['unik', 'unik'], ['unik', 'unik']","[100, 100], [100, 100]"
4819,unipack,"Unipack, Unipack, Inc.","6535, 6536","['unipack', 'unipack'], ['unipack', 'unipack']","[100, 100], [100, 100]"
4820,unipharm,"Unipharm, Inc.",6537,['unipharm'],[100]
4821,unipharma,"Unipharma, LLC",6538,['unipharma'],[100]
4822,unipro foodservice,"UniPro Foodservice, Inc.",6539,['unipro foodservice'],[100]
4823,unique biotechcoltd,"Unique Biotech.,Co.Ltd",6540,['unique biotechcoltd'],[100]
4824,unique first aid,Unique First Aid Corporation,6541,['unique first aid'],[100]
4825,unishield,Unishield,6542,['unishield'],[100]
4826,unit dose,"Unit Dose Services, Unit Dose, Ltd.","6543, 6544","['unit dose', 'unit dose'], ['unit dose', 'unit dose']","[100, 100], [100, 100]"
4827,united,"United Laboratories, Inc.",6552,['united'],[100]
4828,united airlines,United Airlines,6545,['united airlines'],[100]
4829,united excahnge,United Excahnge Corp.,6546,['united excahnge'],[100]
4830,united exchange,"UNITED EXCHANGE CORP, UNITED EXCHANGE CORP., United Exchange Corporation","6547, 6548, 6550","['united exchange', 'united exchange', 'united exchange'], ['united exchange', 'united exchange', 'united exchange'], ['united exchange', 'united exchange', 'united exchange']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
4831,united exchange corpchain drug marketing,United Exchange Corp.Chain Drug Marketing Association Inc.,6549,['united exchange corpchain drug marketing'],[100]
4832,united manufacturing,"United Laboratories Manufacturing, LLC",6551,['united manufacturing'],[100]
4833,united oxygen service,"United Oxygen Service, Inc.",6553,['united oxygen service'],[100]
4834,united promotions,United Promotions Inc.,6554,['united promotions'],[100]
4835,united respiratory,"United Respiratory Services, Inc.",6555,['united respiratory'],[100]
4836,united states cylinder gas,United States Cylinder Gas Corporation,6556,['united states cylinder gas'],[100]
4837,united states department health&human,United States Department of Health & Human Services,6557,['united states department health&human'],[100]
4838,united states welding,"United States Welding, Inc.",6558,['united states welding'],[100]
4839,united therapeutics,"United Therapeutics Corp., United Therapeutics Corporation","6559, 6560","['united therapeutics', 'united therapeutics'], ['united therapeutics', 'united therapeutics']","[100, 100], [100, 100]"
4840,united welding,"United Welding Supply Co., Inc",6561,['united welding'],[100]
4841,united-guardian,"United-Guardian, Inc.",6562,['united-guardian'],[100]
4842,unitypoint at,UnityPoint at Home,6563,['unitypoint at'],[100]
4843,universal companies,"Universal Companies, Inc.",6564,['universal companies'],[100]
4844,universal distribution center,Universal Distribution Center LLC,6565,['universal distribution center'],[100]
4845,universal packaging paklab,"Universal Packaging Systems, Inc. DBA: PakLab",6566,['universal packaging paklab'],[100]
4846,upsher-smith,"Upsher-Smith Laboratories, Inc, Upsher-Smith Laboratories, Inc., Upsher-Smith Laboratories, LLC","6568, 6569, 6570","['upsher-smith', 'upsher-smith', 'upsher-smith'], ['upsher-smith', 'upsher-smith', 'upsher-smith'], ['upsher-smith', 'upsher-smith', 'upsher-smith']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
4847,upsher-smithlaboratories,"Upsher-SmithLaboratories, LLC",6571,['upsher-smithlaboratories'],[100]
4848,upstate,"Upstate Pharma, LLC",6572,['upstate'],[100]
4849,upstream,"Upstream Pharma, LLC",6573,['upstream'],[100]
4850,uriel pharamcy,Uriel Pharamcy Inc.,6574,['uriel pharamcy'],[100]
4851,uriel pharmacy,"Uriel Pharmacy Inc, Uriel Pharmacy Inc., Uriel Pharmacy, Inc.","6575, 6576, 6577","['uriel pharmacy', 'uriel pharmacy', 'uriel pharmacy'], ['uriel pharmacy', 'uriel pharmacy', 'uriel pharmacy'], ['uriel pharmacy', 'uriel pharmacy', 'uriel pharmacy']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
4852,usana sciences,"USANA Health Sciences, Inc.",6583,['usana sciences'],[100]
4853,uspharma,USpharma Ltd,6584,['uspharma'],[100]
4854,usrx,USRX LLC,6585,['usrx'],[100]
4855,usv north america,USV North America Inc.,6586,['usv north america'],[100]
4856,utah cyclotron radiochemistry lab,The University of Utah DBA Cyclotron Radiochemistry Lab ,6304,['utah cyclotron radiochemistry lab'],[100]
4857,utah cyclotron radiochemistry lab huntsman cancer institute,The University of Utah DBA Cyclotron Radiochemistry Lab Huntsman Cancer Institute,6305,['utah cyclotron radiochemistry lab huntsman cancer institute'],[100]
4858,v,"V1 Pharma Llc, V2 Pharma, LLC","6587, 6588","['v', 'v'], ['v', 'v']","[100, 100], [100, 100]"
4859,vaatz,"VAATZ CO., LTD.",6589,['vaatz'],[100]
4860,valeant,Valeant Pharmaceuticals,6590,['valeant'],[100]
4861,valeant north america,Valeant Pharmaceuticals North America LLC,6591,['valeant north america'],[100]
4862,valekista,Valekista Limited,6592,['valekista'],[100]
4863,valent north america,Valent Pharmaceuticals North America,6593,['valent north america'],[100]
4864,validus,Validus Pharmaceuticals LLC,6594,['validus'],[100]
4865,valley,"Valley Medical Products, LLC",6595,['valley'],[100]
4866,valley productsllc,"Valley Medical Products,LLC",6596,['valley productsllc'],[100]
4867,valneva scotland,Valneva Scotland Ltd.,6597,['valneva scotland'],[100]
4868,valu merchandiser,"Valu merchandiser, Valu Merchandiser Company, Valu Merchandiser, Co","6598, 6599, 6600","['valu merchandiser', 'valu merchandiser', 'valu merchandiser'], ['valu merchandiser', 'valu merchandiser', 'valu merchandiser'], ['valu merchandiser', 'valu merchandiser', 'valu merchandiser']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
4869,valu merchandisers,"Valu Merchandisers, Valu Merchandisers Co, Valu Merchandisers Co., Valu Merchandisers Company, Valu Merchandisers Company (Best Choice), Valu Merchandisers Company, Inc., Valu Merchandisers, CO, Valu Merchandisers, CO., Valu Merchandisers, Co.,","6601, 6602, 6603, 6604, 6605, 6606, 6607, 6608, 6609","['valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers'], ['valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers'], ['valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers'], ['valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers'], ['valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers'], ['valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers'], ['valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers'], ['valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers'], ['valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers', 'valu merchandisers']","[100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100]"
4870,valu merchandisersco,"Valu Merchandisers,CO, Valu Merchandisers.Co","6610, 6611","['valu merchandisersco', 'valu merchandisersco'], ['valu merchandisersco', 'valu merchandisersco']","[100, 100], [100, 100]"
4871,value added technology,"Value Added Technology co., Ltd",6612,['value added technology'],[100]
4872,value merchandisers,Value Merchandisers,6613,['value merchandisers'],[100]
4873,van laere,Van Laere LLC,6614,['van laere'],[100]
4874,vanda,Vanda Pharmaceuticals Inc.,6615,['vanda'],[100]
4875,vantage dme partnership vantage equipment,Vantage DME Partnership dba Vantage Home Medical Equipment and Services,6616,['vantage dme partnership vantage equipment'],[100]
4876,vara,Vara International Inc.,6617,['vara'],[100]
4877,vasseur,Vasseur International Inc,6618,['vasseur'],[100]
4878,vectair,"Vectair Systems, Inc.",6619,['vectair'],[100]
4879,vegewax caldeworx,Vegewax Caldeworx Ltd,6620,['vegewax caldeworx'],[100]
4880,velocity,"Velocity Pharma, Velocity Pharma LLC","6621, 6622","['velocity', 'velocity'], ['velocity', 'velocity']","[100, 100], [100, 100]"
4881,velocity production packaging,Velocity Production and Packaging,6623,['velocity production packaging'],[100]
4882,veloxis,"Veloxis Pharmaceuticals, Inc",6624,['veloxis'],[100]
4883,veltek associates,"Veltek Associates, Inc.",6625,['veltek associates'],[100]
4884,vema industrie-verpackung,Vema Industrie-Verpackung,6626,['vema industrie-verpackung'],[100]
4885,vema industrie-verpackung&co kontrakt-abfullung und -verpackung,Vema Industrie-verpackung Gmbh & Co. Kg. Kontrakt - Abfullung Und -verpackung,6627,['vema industrie-verpackung&co kontrakt-abfullung und -verpackung'],[100]
4886,venom advertising,"Venom Advertising, LLC",6628,['venom advertising'],[100]
4887,vensun,"Vensun Pharmaceuticals, Inc., Vensun Pharmaceuticals, LLC.","6629, 6630","['vensun', 'vensun'], ['vensun', 'vensun']","[100, 100], [100, 100]"
4888,ventriq,"Ventriq, LLC",6631,['ventriq'],[100]
