award_id_fain,award_id_uri,sai_number,obligated_amount,non_federal_funding_amount,total_funding_amount,face_value_of_loan,original_subsidy_cost,total_subsidy_cost,total_loan_value,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_duns,recipient_name,recipient_parent_duns,recipient_parent_name,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,record_type_code,record_type_description,last_modified_date
F15AC01112,,SAI EXEMPT,18692,0,18692,0,,,,9/14/15,6/22/16,14,DEPARTMENT OF THE INTERIOR (DOI),1448,U.S. FISH AND WILDLIFE SERVICE,,,,,,,,,40245227,"STUDENT CONSERVATION ASSOCIATION, INC., THE",40245227,"STUDENT CONSERVATION ASSOCIATION, INC., THE",,,"4245 N FAIRFAX DR, STE 825",,3000,ARLINGTON,13,ARLINGTON,VA,VIRGINIA,22203,1649,8,,,,,,2527655,HADLEY,,,MASSACHUSETTS,1035,2,,15.676,"YOUTH ENGAGEMENT, EDUCATION, AND EMPLOYMENT",5,,SCA INTERN FOR EA,NON,,12,,2,,2016-12-20 00:00:00+00
06VSANY011,,,674482.33,777819,1452301.33,,,0,,5/14/06,9/21/13,485,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),9577,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,,,485,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),9577,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,,,32223914,HUNGER FREE AMERICA,,,USA,UNITED STATES,50 BROAD ST,STE 1103,51000,NEW YORK,61,NEW YORK,NY,NEW YORK,10004,2799,10,,,,USA,UNITED STATES,NY*****,,,,NEW YORK,,90,,94.013,VOLUNTEERS IN SERVICE TO AMERICA,4,PROJECT GRANT (B),"THE NEW YORK CITY COALITION AGAINST HUNGER (NYCCAH) IS SEEKING TO LAUNCH A TENTH YEAR OF ITS AMERICORPS*VISTA PROGRAM, THE CAPACITY-BUILDING AND TECHNICAL ASSISTANCE PROJECT. THIS PROJECT ENGAGES 10 AMERICORPS*VISTAS IN EFFECTIVE ANTI-POVERTY SERVICE BY PROVIDING ON-SITE CAPACITY BUILDING TECHNICAL ASSISTANCE TO ANTI-POVERTY ORGANIZATIONS THROUGHOUT THE FIVE BOROUGHS OF NEW YORK CITY. AS IN PREVIOUS YEARS OF THE CURRENT PROJECT, NYCCAH WILL PROVIDE COST-SHARE FUNDING FOR THREE OF THE VISTA MEMBERS. DURING THE 2011-2012 PROJECT YEAR, ONE VISTA WAS BASED AT NYCCAH HEADQUARTERS TO FURTHER BUILD CAPACITY IN VOLUNTEER MANAGEMENT PROGRAMS. A VISTA LEADER WAS ALSO BASED AT THE MAIN OFFICE AND WAS UTILIZED TO ASSIST WITH RECRUITING, TRAINING, AND TEAM-BUILDING. 

FOR THE CURRENT GRANT YEAR (2012-2013), TWO VISTA MEMBERS WILL BE BASED AT NYCCAH HEADQUARTERS. THESE POSITIONS INCLUDE: VISTA LEADER AND A VISTA WORKING WITH OUR VOLUNTEER DEPARTMENT.  NYCCAH WILL PLACE THE REMAINING NINE VISTAS DIRECTLY AT EMERGENCY FEEDING PROGRAMS (EFPS) -- FOOD PANTRIES AND SOUP KITCHENS -- OR CITYWIDE ANTI-HUNGER/ANTI-POVERTY ORGANIZATIONS THROUGHOUT THE FIVE BOROUGHS OF NEW YORK CITY. THESE VISTAS WILL PROVIDE CAPACITY-BUILDING HELP AND TECHNICAL ASSISTANCE TO THESE COMMUNITY-BASED AGENCIES TO BUILD SYSTEMS TO MORE EFFECTIVELY FIGHT POVERTY IN LOW-INCOME AREAS OF NEW YORK CITY. 

IN ITS FIRST HIGHLY SUCCESSFUL THREE-YEAR VISTA PROJECT (2002-2003, 2004-2005, AND 2005-2006), NYCCAH'S PRIMARY FOCUS FOR THE PROJECT WAS CREATING AND SUSTAINING ""NEIGHBORHOOD NETWORKS"" OF EMERGENCY FOOD PROVIDERS IN THE IMMEDIATE VICINITY OF THE VISTA HOST SITES. THE NETWORKS AIM TO: IMPROVE SOCIAL SERVICES IN LOW-INCOME NEIGHBORHOODS, REDUCE DUPLICATION, PROVIDE TECHNICAL ASSISTANCE TO SOUP KITCHENS AND FOOD PANTRIES, AND BRING KITCHENS AND PANTRIES TOGETHER FOR JOINT INITIATIVES AND COLLABORATIVE PROJECTS. FROM NYCCAH'S SECOND THREE-YEAR VISTA PROJECT ONWARD, THE PRIMARY FOCUS SHIFTED AWAY FROM NEIGHBORHOOD NETWORKS -- ALTHOUGH CREATING AND SUSTAINING ""COMMUNITY CAPACITY-BUILDING CONSORTIUMS"" IS STILL A MAJOR WORKPLAN COMPONENT AND THE VISTA TEAM IS WORKING TO EXPAND THE EFFECTIVENESS AND PROGRAMMING OF THESE NETWORKS -- TO BUILDING AND STRENGTHENING AGENCY CAPACITY THROUGH INTENSIVE, INDIVIDUALIZED, HIGH-QUALITY TECHNICAL ASSISTANCE. THIS WILL CONTINUE TO BE THE FOCUS IN THE UPCOMING 2012-2013 PROGRAM YEAR. 

FOR THE 2012-2013 VISTA PROGRAM YEAR, SOME VISTAS WILL BE PLACED AT NEW SITES WHILE OTHERS WILL BE PLACED AT SITES THAT HAVE PREVIOUSLY HOSTED VISTA MEMBERS AND HAVE FURTHER CAPACITY-BUILDING ASSISTANCE NEEDS. AS IN PREVIOUS PROJECT YEARS, NYCCAH WILL CONTINUE TO ENSURE COMPLIANCE BY SITE SUPERVISORS WITH ALL VISTA REGULATIONS SO ALL NYCCAH VISTA MEMBERS ARE WORKING TOWARDS THE ANTI-HUNGER POVERTY GOALS OF THE VISTA PROGRAM.",NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),2,NON-AGGREGATE RECORD,2018-09-28 18:51:11.293983+00
DTPH5615HCAP06,,SAI EXEMPT,303744,75000,378744,0,,,,9/30/15,9/29/18,69,DEPARTMENT OF TRANSPORTATION (DOT),6957,PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION,,,,,,,,,803882299,NORTH DAKOTA STATE UNIVERSITY,803882299,NORTH DAKOTA STATE UNIVERSITY,USA,UNITED STATES,1735 RESEARCH PARK DR.,"FARGO, ND",,FARGO,17,CASS,ND,NORTH DAKOTA,58108,6050,0,,,,USA,UNITED STATES,ND25700,FARGO,17,CASS,NORTH DAKOTA,581086050,0,,20.724,PIPELINE SAFETY RESEARCH COMPETITIVE ACADEMIC AGREEMENT PROGRAM (CAAP),5,,PIPELINE SAFETY RESEARCH COMPETITIVE ACADEMIC AGREEMENT PROGRAM (CAAP),NON,,6,,2,,2017-04-03 00:00:00+00
DEFE0005703,,SAI EXEMPT,2082272,661069,2743341,0,,,,10/1/10,10/31/15,89,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,,,,,,,,,3137015,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVER,3133790,,,,OFFICE OF SPONSORED PROGRAMS,"1880 PRATT DRIVE,  SUITE 2006",7784,BLACKSBURG,121,MONTGOMERY,VA,VIRGINIA,24060,3325,9,,,,,,5.10E+122,BLACKSBURG,,,VIRGINIA,240603325,9,,81.089,FOSSIL ENERGY RESEARCH AND DEVELOPMENT,5,,DISTRIBUTED FIBER OPTIC SENSOR FOR ON-LINE MONITORING OF COAL GASIFIER REFRACTORY HEALTH,NON,,6,,2,,2016-11-03 00:00:00+00
L10AC20359,,SAI EXEMPT,419577,13086,432663,0,,,,9/1/10,10/24/16,14,DEPARTMENT OF THE INTERIOR (DOI),1422,BUREAU OF LAND MANAGEMENT,,,,,,,,,806345542,NORTHERN ARIZONA UNIVERSITY,806345542,NORTHERN ARIZONA UNIVERSITY,,,BLDG 51,,23620,FLAGSTAFF,5,COCONINO,AZ,ARIZONA,86001,1,1,,,,,,455000,PHOENIX,,,ARIZONA,850275500,6,,15.225,RECREATION RESOURCE MANAGEMENT,5,,CESU FA RESOURCE IMPACT MONITORING SYSTEM,NON,,6,,2,,2016-12-20 00:00:00+00
NNX13AQ40G,,SAI EXEMPT,322949,0,322949,0,,,,12/1/13,11/30/17,80,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80NSSC,NASA SHARED SERVICES CENTER,80,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80NSSC,NASA SHARED SERVICES CENTER,790877419,FLORIDA STATE UNIVERSITY  THE,159621697,BOARD OF GOVERNERS STATE UNIVERSITY SYSTEM OF FLORIDA,USA,UNITED STATES,874 TRADITIONS WAY,,70600,TALLAHASSEE,73,LEON,FL,FLORIDA,32306,1,2,,,,USA,UNITED STATES,FL70600,TALLAHASSEE,73,LEON,FLORIDA,32306-0001,5,,43.001,SCIENCE,4,PROJECT GRANT (B),THE RECENT DECLINE IN THE ARCTIC SEA ICE  WHICH HAS REACHED HISTORIC LOWS  IS INFLUENCED BY BOTH ATMOSPHERIC AND OCEANIC PROCESSES THAT ARE WORTHY OF STUDY. RECENT STUDIES OF FLOODS OVER NORTH WESTERN INDIA AND ESPECIALLY PAKISTAN STRONGLY SUGGEST (LAU AND KIM 2011; HONG ET AL.  2011; ZHANG ET AL.  2012)  A WESTWARD EXTENSION OF THE MONSOONAL UPPER TROPOSPHERIC OUTFLOWS AT 200 HPA LEVEL WITH A WESTWARD SHIFT OF THE TIBETAN HIGH. TROPOSPHERIC HEAT AND MOISTURE TRANSPORTS FROM AROUND THE WESTERN FLANKS OF THE TIBETAN HIGH BRING WARM MOIST AIR TOWARDS CENTRAL ASIA NORTH OF THE HIMALAYAS THE UPPER ANTICYCLONE OF THE MONSOON IS THE WARMEST TROPOSPHERIC WEATHER FEATURES THE CIRCULATING AIR AROUND THE TIBETAN HIGH  DURING EPISODES OF HEAVY RAINS OVER THE NORTHWESTERN INDIA AND PAKISTAN REGION  DESCENDS NORTH OF THE HIMALAYAS WHERE THE SURFACE AIR TEMPERATURE HAS INCREASED BY NEARLY 5OC DURING A PRESENT DECADE COMPARED TO A PREVIOUS DECADE  ZHANG ET AL (2012)  THAT WARMING IS CONVEYED TO THE ARCTIC LATITUDES BY THE LARGE AMPLITUDE BAROCLINIC DISTURBANCES OF EURASIA. THOSE MERIDIONAL TRANSPORTS OF HEAT AND MOISTURE ARE IMPORTANT FOR OUR UNDERSTANDING OF THE RECENT DECLINE OF THE ARCTIC SEA ICE. THE ATMOSPHERIC WIND DATA COVERAGE IS A MAJOR COMPONENT IN ALL SUCH TRANSPORT PROBLEMS. ZHANG ET AL ( 2012) SHOW MAJOR CONNECTION BETWEEN THE CENTRAL ASIAN SUFACE AIR WARMING REGION AND THE ARCTIC ICE MELT REGION VIA TRANSPORTS OF MOISTURE VIA THE SO CALLED ATMOSPHERIC MOIST RIVERS. WE PROPOSE TO EXAMINE THIS FEATURE FROM SEVERAL OBSERVATIONAL EPISODES AND MODELING.PRIOR TO THE LAUNCH OF A GLOBAL WIND LIDAR CARRYING SATELLITE  SUBORBITAL AIRCRAFT MISSIONS ESPECIALLY OVER THE NORTHERN ARABIAN SEA WOULD BE IMPORTANT TO MONITOR THE WESTWARD EXTENSION OF THE TIBETAN HIGH THAT CAN BE SEEN AS FAR SOUTH AS 15ON LATITUDE. THE ATMOSPHERIC STATE CAN BE DESCRIBED BY INVOKING PHYSICAL INITIALIZATION IN A GLOBAL FORECAST MODEL (KRISHNAMURTI ET.AL. 1991). IN PRINCIPLE IT WOULD BE POSSIBLE TO STUDY THE IMPACTS OF ENHANCING THE INITIAL MONSOON RAINFALL OVER THE NORTH WESTERN PARTS OF INDIA AND PAKISTAN BY 10- 40% SEQUENTIALLY IN A SERIES OF 10 DAY LONG FORECAST EXPERIMENTS. IN SUCH EXPERIMENTS WE SHALL KEEP TRACK OF MERIDIONAL TRANSPORTS OF HEAT AND MOISTURE ACROSS MIDDLE AND POLAR LATITUDES FROM 40ON TO 60ON. THE TIBETAN HIGH AND THE WINDS TO THE WEST OF THE TIBETAN HIGH CAN BE EXPECTED TO CHANGE IN THESE EXPERIMENTS.THIS PROPOSAL IS COGNIZANT OF THE PROPOSED OBSERVATIONAL CAPABILITIES OF CYGNSS AND PATH FOR SURFACE WINDS AND SURFACE FLUXES. THE DATA SETS FROM THOSE SATELLITES WOULD COMPLEMENT THE PROPOSED WORK SINCE PHYSICAL INITIALIZATION INVOKES BOUNDARY LAYER WINDS AND SURFACE FLUXES. IT IS OUR INTENTION TO DEVELOP THE NEXT VERSION OF PHYSICAL INITIALIZATION THAT WOULD EXPLOIT THE DATA SETS FROM CYGNESS  PATH AND A WIND LIDAR. WE ARE SUGGESTING THE MONSOONAL CONNECTION BASED THAT SHOWS THE MASSIVE MONSOON GYRE OF THE TIBETAN HIGH COMPLEX SITTING CLOSE TO THE SURFACE WARMING BELT OF CENTRAL ASIA. THE MODELING EXPERIMENTS WOULD THUS SUGGEST WHERE THE LARGEST CHANGES IN THE WINDS MAY BE NOTED. THE NORTHERN ARABIAN SEA  CURRENTLY LACKING UPPER AIR WIND OBSERVATIONS  IS A REGION THAT WOULD BE OF INTEREST FOR SUCH PLANETARY SCALE TELECONNECTIONS. WE ALSO PROSE TO INCLUDE DETAILED HEAT BUDGETS FOR THREE REGIONS THAT INCLUDE THE WESTERN FLANKS OF THE TIBETAN HIGH  THE CENTRAL ASIAN SURFACE WARMING REGION AND THE ARCTIC ICE MET REGION AND THEIR TELECONNECTIONS. IN OUR PROPOSAL THE MODELING RESULT WILL GIVE THE OBSERVATIONAL STRATEGIES FOR A SUBORBITAL AIRCRAFT RECONNAISSANCE CARRYING A WIND LIDAR. WE PROPOSE TO STUDY THE ROLE OF LIDAR BASED WIND OBSERVATIONS WOULD PLAY A MAJOR ROLE IN THE ABOVE SCENARIO.,NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,2,NON-AGGREGATE RECORD,2018-06-05 20:41:35.809388+00
W81XWH1310397,,NO SAI  W81XWH3337,967047,0,967047,0,,,,9/30/13,9/29/17,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,965717143,"VANDERBILT UNIVERSITY, THE",4413456,"VANDERBILT UNIVERSITY, THE",USA,UNITED STATES,110 21ST AVENUE S STE 937,,52006,NASHVILLE,37,DAVIDSON,TN,TENNESSEE,37203,2416,,,,,USA,UNITED STATES,4752000,NASHVILLE,37,DAVIDSON,TENNESSEE,372032416,,,12.42,MILITARY MEDICAL RESEARCH AND DEVELOPMENT,4,,USING ANTIBIOTICS AS A NANOPARTICLE TARGETING MOTIF TO TREAT MULTIDRUG-RESISTANT ACINETOBACTER BAUMANNII INDUCED BACTEREMIA IN IRAQ WAR VETERANS,,,6,,2,,2016-11-09 00:00:00+00
NA14NMF4390210,,SAI EXEMPT,88781,29594,118375,0,,,,11/1/14,10/31/17,13,DEPARTMENT OF COMMERCE (DOC),1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,,,,,,,,125084723,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",71549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,1156 HIGH ST,,69112,SANTA CRUZ,87,SANTA CRUZ,CA,CALIFORNIA,95064,1077,20,,,,USA,UNITED STATES,669112,SANTA CRUZ,87,SANTA CRUZ,CALIFORNIA,950641077,20,,11.439,MARINE MAMMAL DATA PROGRAM,4,,NO-COST EXTENSION,NON,,6,,2,,2016-11-03 00:00:00+00
13SCPOR002,,,723726.04,484226,1207952.04,,,,,7/1/13,6/30/16,485,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),9577,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,,,485,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),9577,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,,,48980288,LANE COMMUNITY COLLEGE,48980288,LANE COMMUNITY COLLEGE,USA,UNITED STATES,101 W 10TH AVE,,23850,EUGENE,39,LANE,OR,OREGON,97401,3007,4,,,,USA,UNITED STATES,OR*****,,,,OREGON,,90,,94.016,SENIOR COMPANION PROGRAM,4,PROJECT GRANT (B),"FOR THE TIME PERIOD OF 2013-2016, 63 SENIOR COMPANION VOLUNTEERS WILL BE COMMITTED TO THE PRIMARY FOCUS AREA OF HEALTHY FUTURES:  AGING IN PLACE, SERVING FRAIL SENIORS AND DISABLED ADULTS, SOME OF WHOM ARE VETERANS. THE VOLUNTEER SERVICE ACTIVITY WILL BE ONGOING WEEKLY VISITS FOCUSING ON DEVELOPMENT OF TRUSTING LONGTERM RELATIONSHIPS WHICH PROVIDE VITAL SOCIAL CONNECTION, DECREASE CLIENT ISOLATION, AND FOSTER CLIENT INDEPENDENCE. VISITS MAY ALSO INCLUDE PROVISION OF NEEDED TRANSPORTATION AND MAY ASSIST IN THE PREVENTION OF NEGLECT AND ABUSE, BUT THEY WILL FOCUS FOREMOST ON COMPANIONSHIP. COMPANIONS WILL SERVE CLIENTS LIVING THROUGHOUT LANE COUNTY, IN RURAL AND MORE URBAN AREAS, WITH THE SUPPORT AND GUIDANCE OF AT LEAST 23 VOLUNTEER STATIONS. THE FEDERAL FUNDING LEVEL WILL BE $268,692. THE NON-FEDERAL FUNDING LEVEL, INCLUDING DOLLARS AND IN-KIND CONTRIBUTIONS WILL BE $158,140.",NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,2,NON-AGGREGATE RECORD,2018-09-27 19:27:57.4292+00
13CA11061200031,,SAI NOT AVAILABLE,276348,2829,279177,0,,,,8/23/13,8/22/18,12,DEPARTMENT OF AGRICULTURE (USDA),12C2,FOREST SERVICE,,,,,,,,,90058848,CASCADE PACIFIC RC&D,,,USA,UNITED STATES,31978 NORTH LAKE CREEK DRIVE,,72600,TANGENT,43,LINN,OR,OREGON,97389,9709,,,,,USA,UNITED STATES,41*****,TANGENT,43,LINN,OREGON,973899709,,,10.693,WATERSHED RESTORATION AND ENHANCEMENT AGREEMENT AUTHORITY,5,,SIUSLAW WATERSHED RESTORATION INITIATIVE,NON,,12,,2,,2016-10-25 00:00:00+00
N00173161G905,,NO SAI  N0017301964,304000,0,304000,0,,,,3/7/16,3/6/19,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,614209054,UNIVERSITY OF CONNECTICUT,4534830,"CONNECTICUT, STATE OF",USA,UNITED STATES,438 WHITNEY RD EXTENSION UNIT 1133,,73980,STORRS,13,TOLLAND,CT,CONNECTICUT,6269,1133,,,,,USA,UNITED STATES,973980,STORRS MANSFIELD,13,TOLLAND,CONNECTICUT,62691133,,,12.3,BASIC AND APPLIED SCIENTIFIC RESEARCH,4,,ATMOSPHERIC EFFECTS ANALYSIS AND PREDICTION. A FULLY INTEGRATED COUPLED & NESTED PREDICTION SYSTEM. PR# 75-004C-17,,,6,,2,,2017-01-09 00:00:00+00
DESC0006872,,SAI EXEMPT,1879729,0,1879729,0,,,,9/1/11,12/31/14,89,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,,,,,,,,,66076225,POLYTECHNIC INSTITUTE OF NEW YORK UNIVERSITY,41968306,NEW YORK UNIVERSITY,,,6 METROTECH CENTER,,10022,BROOKLYN (BOROUGH OF,47,KINGS,NY,NEW YORK,11201,2915,10,,,,,,3610022,BROOKLYN,,,NEW YORK,112012915,10,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,4,,ULTRA-SCALE VISUALIZATION CLIMATE DATA ANALYSIS TOOLS (UV-CDAT),NON,,20,,2,,2016-11-03 00:00:00+00
W81XWH1320060,,NO SAI  W81XWH3278,1297034,0,1297034,0,,,,9/15/13,9/14/17,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,1910777,"JOHNS HOPKINS UNIVERSITY, THE",1910777,"JOHNS HOPKINS UNIVERSITY, THE",USA,UNITED STATES,3400 N CHARLES ST W400 WYMAN PARK B,,4000,BALTIMORE,510,BALTIMORE (CITY),MD,MARYLAND,21218,2680,,,,,USA,UNITED STATES,2404000,BALTIMORE,510,BALTIMORE (CITY),MARYLAND,212183637,,,12.42,MILITARY MEDICAL RESEARCH AND DEVELOPMENT,5,,THE JOHNS HOPKINS RTR CONSORTIUM: A COLLABORATIVE APPROACH TO ADVANCE TRANSLATIONAL SCIENCE AND STANDARDIZE CLINICAL MONITORING OF RESTORATIVE TRANSP,,,20,,2,,2016-11-09 00:00:00+00
13SRSAL001,,,183128,207218,390346,,,,,4/1/13,3/31/16,485,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),9577,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,,,485,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),9577,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,,,843480054,WIREGRASS RETIRED AND SENIOR VOLUNTEER PROGRAM,,,USA,UNITED STATES,3201 MONTGOMERY HWY ST. 9 DOGWOOD CT.,,21184,DOTHAN,69,HOUSTON,AL,ALABAMA,36303,2171,2,,,,USA,UNITED STATES,AL*****,,,,ALABAMA,,90,,94.002,RETIRED AND SENIOR VOLUNTEER PROGRAM,4,PROJECT GRANT (B),"EXECUTIVE SUMMARY
THE WIREGRASS RETIRED AND SENIOR VOLUNTEER PROGRAM IS A SELF-SPONSORED ORGANIZATION LOCATED IN THE FAR SOUTHEAST CORNER OF ALABAMA AND INCLUDES REPRESENTATION IN THE THREE COUNTY AREAS OF HOUSTON, GENEVA AND HENRY. 
ON APRIL 1,2014 WRSVP BEGAN THE SECOND YEAR OF A THREE YEAR GRANT CYCLE. ALTHOUGH WE HAVE BEEN ABLE TO MAINTAIN OUR PROGRAMMING WE HAVE MET SEVERAL SIGNIFICANT CHALLENGES THAT HAVE BEEN OUT OF OUR CONTROL. DUE TO ENVIRONMENTAL ISSUES WE WERE FORCED AFTER THIRTY YEARS TO MOVE OUR OFFICE TO A NEW LOCATION. WHILE OUR NEW SPACE IS NEW AND VERY SUITABLE IT HAS TAKEN TIME TO REORGANIZE AND ADVERTISE OUR NEW LOCATIONS ADDRESS, TELEPHONE NUMBERS AND E-MAIL ADDRESS.
IN THE SPRING OF 2014 THE PROGRAM DIRECTORS SPOUSE EXPERIENCED A HEART ATTACK WHICH REQUIRED HER TO BE ABSENT FROM WORK FOR THREE TO FOUR WEEKS. IN JUNE OF 2014 THE ADMINISTRATIVE ASSISTANT RESIGNED DUE TO REOCCURRING HEALTH ISSUES.
SHORTLY THEREAFTER, THE JUVENILE COURT JUDGE WHO OVERSEES OUR JUVENILE TRUANCY PROJECT RESIGNED HIS JUDGESHIP TO BECOME JUDGE OF CRIMINAL COURT SERVICES. THE TRUANCY OFFICER WITH THE DEPARTMENT OF MENTAL HEALTH ASSIGNED TO ASSIST WITH THIS PROJECT RESIGNED TO RETURN TO HER HOMETOWN TO TAKE CARE OF HER AGING PARENTS.THIS LOSS LEFT OUR JUVENILE/TRUANCY PROJECT INOPERABLE FOR 4-5 MONTHS.
HOWEVER, TO DATE OUR PROJECT IS GETTING BACK ON TRACK. DUE TO THE STRONG LEADERSHIP OF OUR BOARD, STAFF AND VOLUNTEERS WE HAVE BEEN ABLE TO SUSTAIN OUR PROGRAM AND PROJECTS AS OUTLINED IN OUR GRANT APPLICATION.
AN ESTIMATED 341 UNDUPLICATED RETIRED AND SENIOR VOLUNTEERS WILL SERVE 24,466 UNDUPLICATED COMMUNITY INDIVIDUALS.  THEY WILL SERVE TO PROVIDE TRAINING IN DISASTER PREPAREDNESS, COMMUNITY BASED MENTORING FOR JUVENILES, TUTORING IN PUBLIC, SCHOOLS, ASSIST VETERANS WITH TRANSPORTATION AND OTHER ACTIVITIES, FOOD DISTRIBUTION THRU FOOD BANKS, FOOD PANTRY SUPPORT AND FOOD DELIVERY AND FOOD COLLECTION PROGRAMS, WILL PROVIDE TRANSPORTATION, MEALS AND COMPANIONSHIP TO THE SICK AND HOME-BOUND IN THEIR COMMUNITIES, AS WELL AS SERVE TO HELP THE NEEDS OF OTHER COMMUNITY PROJECTS THROUGH A NETWORK OF THIRTY-TWO (32) VOLUNTEER STATIONS SUCH AS EMERGENCY MANAGEMENT ADMINISTRATIONS, JUVENILE COURT SERVICES, VETERAN'S CLINIC, WIREGRASS AREA FOOD BANK, TWO LOCAL SCHOOLS, SOUTHEAST ALABAMA MEDICAL CENTER, THE HARBOR,  AMERICAN CANCER SOCIETY, AARP TAX AID FOR THE ELDERLY, CHRISTIAN MISSION FOOD DELIVERY, DIALYSIS CLINIC, WIREGRASS HABITAT FOR HUMANITY AND THE WIREGRASS UNITED WAY.  THE PRIMARY FOCUS AREA OF THIS PROJECT IS EDUCATION: K-12 SUCCESS TO ADDRESS JUVENILE TRUANCY.  AT THE END OF THE 12-MONTH PERFORMANCE PERIOD, ONE HUNDRED NINETY-FIVE (195) JUVENILE WILL HAVE BEEN MENTORED BY EIGHTY-FIVE (85) RSVP VOLUNTEERS. OF THIS NUMBER, 175 YOUTH WILL HAVE IMPROVED THEIR SCHOOL ATTENDANCE.  THE CORPORATION FOR NATIONAL SERVICE FEDERAL INVESTMENT WILL BE 84,814 WHICH WILL BE SUPPLEMENTED BY $130,323 OF NON-FEDERAL RESOURCES.",NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),2,NON-AGGREGATE RECORD,2018-11-27 03:59:44.80141+00
DTPH5615HCAP08,,SAI EXEMPT,303240,75784,379024,0,,,,9/30/15,9/30/18,69,DEPARTMENT OF TRANSPORTATION (DOT),6957,PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION,,,,,,,,,41096314,REGENTS OF THE UNIVERSITY OF COLORADO-DENVER,7431505,"REGENTS OF THE UNIVERSITY OF COLORADO, THE",USA,UNITED STATES,13001 E 17TH PLACE BLDG 500 W1126,"AURORA, CO",,AURORA,1,ADAMS,CO,COLORADO,80045,2570,6,,,,USA,UNITED STATES,CO04000,AURORA,5,ARAPAHOE,COLORADO,800452571,6,,20.724,PIPELINE SAFETY RESEARCH COMPETITIVE ACADEMIC AGREEMENT PROGRAM (CAAP),5,,PIPELINE SAFETY RESEARCH COMPETITIVE ACADEMIC AGREEMENT PROGRAM (CAAP),NON,,6,,2,,2017-04-03 00:00:00+00
