"","fam","certification","number","x1","x2","name_cert"
"4813","51","American Production and Inventory Control Society (APICS) Certification",1,"American Production and Inventory Control Society (APICS) ","American Production and Inventory Control Society (APICS) ","American Production and Inventory Control Society (APICS) "
"4814","51","American Registry of Radiologic Technologists (ARRT) Certification",18,"American Registry of Radiologic Technologists (ARRT) ","American Registry of Radiologic Technologists (ARRT) ","American Registry of Radiologic Technologists (ARRT) "
"4815","51","American Society For Clinical Pathology (ASCP) Certification",3,"American Society For Clinical Pathology (ASCP) ","American Society For Clinical Pathology (ASCP) ","American Society For Clinical Pathology (ASCP) "
"4816","51","American Society For Quality (ASQ) Certification",2,"American Society For Quality (ASQ) ","American Society For Quality (ASQ) ","American Society For Quality (ASQ) "
"4817","51","American Society for Testing and Materials (ASTM)",2,"American Society for Testing and Materials (ASTM)","American Society for Testing and Materials (ASTM)","American Society for Testing and Materials (ASTM)"
"4818","51","American Society of Mechanical Engineers (ASME) Certified",3,"American Society of Mechanical Engineers (ASME) Certified","American Society of Mechanical Engineers (ASME) ","American Society of Mechanical Engineers (ASME) "
"4819","51","Applicators License",8,"Applicators License","Applicators License","Applicators License"
"4820","51","Applied Science",4,"Applied Science","Applied Science","Applied Science"
"4821","51","Asbestos Worker",2,"Asbestos Worker","Asbestos Worker","Asbestos Worker"
"4822","51","ASME Pressure Vessel Section VIII",2,"ASME Pressure Vessel Section VIII","ASME Pressure Vessel Section VIII","ASME Pressure Vessel Section VIII"
"4823","51","Athletic Trainer Certification",5,"Athletic Trainer ","Athletic Trainer ","Athletic Trainer "
"4824","51","Auto Repair Certification",7,"Auto Repair ","Auto Repair ","Auto Repair "
"4825","51","AutoCAD Certification",1,"AutoCAD ","AutoCAD ","AutoCAD "
"4826","51","Automation Certification",18,"Automation ","Automation ","Automation "
"4827","51","Automotive Service Excellence (ASE) Certification",18,"Automotive Service Excellence (ASE) ","Automotive Service Excellence (ASE) ","Automotive Service Excellence (ASE) "
"4828","51","AWS D1.1",19,"AWS D1.1","AWS D1.1","AWS D1.1"
"4829","51","Back-Flow Certification",29,"Back-Flow ","Back-Flow ","Back-Flow "
"4830","51","Back-Flow Prevention Certificate",14,"Back-Flow Prevention Certificate","Back-Flow Prevention Certificate","Back-Flow Prevention "
"4831","51","Backflow Prevention Certification",14,"Backflow Prevention ","Backflow Prevention ","Backflow Prevention "
"4832","51","Backflow Tester Certification",3,"Backflow Tester ","Backflow Tester ","Backflow Tester "
"4833","51","Basic Cardiac Life Support Certification",32,"Basic Cardiac Life Support ","Basic Cardiac Life Support ","Basic Cardiac Life Support "
"4834","51","Basic Electronics",3,"Basic Electronics","Basic Electronics","Basic Electronics"
"4835","51","Basic Life Saving (BLS)",93,"Basic Life Saving (BLS)","Basic Life Saving (BLS)","Basic Life Saving (BLS)"
"4836","51","BICSI Certification",2,"BICSI ","BICSI ","BICSI "
"4837","51","Biotechnology Certificate",1,"Biotechnology Certificate","Biotechnology Certificate","Biotechnology "
"4838","51","Black Seal License",32,"Black Seal License","Black Seal License","Black Seal License"
"4839","51","Bloodborne Pathogens Certification",1,"Bloodborne Pathogens ","Bloodborne Pathogens ","Bloodborne Pathogens "
"4840","51","Blue Seal License",34,"Blue Seal License","Blue Seal License","Blue Seal License"
"4841","51","Board Certified Assistant Behavior Analyst (BCaBA)",1,"Board Certified Assistant Behavior Analyst (BCaBA)","Board  Assistant Behavior Analyst (BCaBA)","Board  Assistant Behavior Analyst (BCaBA)"
"4842","51","Board Certified Behavior Analyst (BCBA)",2,"Board Certified Behavior Analyst (BCBA)","Board  Behavior Analyst (BCBA)","Board  Behavior Analyst (BCBA)"
"4843","51","Board Certified/Board Eligible",47,"Board Certified/Board Eligible","Board /Board Eligible","Board /Board Eligible"
"4844","51","Boiler Engineer's License",13,"Boiler Engineer's License","Boiler Engineer's License","Boiler Engineer's License"
"4845","51","Boiler Operation Certificate",42,"Boiler Operation Certificate","Boiler Operation Certificate","Boiler Operation "
"4846","51","Boiler Operator License",450,"Boiler Operator License","Boiler Operator License","Boiler Operator License"
"4847","51","Boom Truck Certification",1,"Boom Truck ","Boom Truck ","Boom Truck "
"4848","51","Bronze Level Certification",4,"Bronze Level ","Bronze Level ","Bronze Level "
"4849","51","Bucket Truck Certification",2,"Bucket Truck ","Bucket Truck ","Bucket Truck "
"4850","51","Building Maintenance",3,"Building Maintenance","Building Maintenance","Building Maintenance"
"4851","51","Building Operator Certification",9,"Building Operator ","Building Operator ","Building Operator "
"4852","51","Business License",1,"Business License","Business License","Business License"
"4853","51","Cam Programming Certificate",1,"Cam Programming Certificate","Cam Programming Certificate","Cam Programming "
"4854","51","Capability Model Maturity Integration (CMMI) Certification",2,"Capability Model Maturity Integration (CMMI) ","Capability Model Maturity Integration (CMMI) ","Capability Model Maturity Integration (CMMI) "
"4855","51","Casino Gaming License",16,"Casino Gaming License","Casino Gaming License","Casino Gaming License"
"4856","51","CDL Class A",270,"CDL Class A","CDL Class A","CDL Class A"
"4857","51","Cdl Class B",173,"Cdl Class B","Cdl Class B","Cdl Class B"
"4858","51","Cdl Class C",148,"Cdl Class C","Cdl Class C","Cdl Class C"
"4859","51","CDL Class D",99,"CDL Class D","CDL Class D","CDL Class D"
"4860","51","Certificate in School Administration",3,"Certificate in School Administration","Certificate in School Administration"," in School Administration"
"4861","51","Certification in Risk Management Assurance (CRMA)",3," in Risk Management Assurance (CRMA)"," in Risk Management Assurance (CRMA)"," in Risk Management Assurance (CRMA)"
"4862","51","Certified A+ Technician",4,"Certified A+ Technician"," A+ Technician"," A+ Technician"
"4863","51","Certified Administrative Professional",1,"Certified Administrative Professional"," Administrative Professional"," Administrative Professional"
"4864","51","Certified Administrator",1,"Certified Administrator"," Administrator"," Administrator"
"4865","51","Certified Back-Flow Tester",3,"Certified Back-Flow Tester"," Back-Flow Tester"," Back-Flow Tester"
"4866","51","Certified Blueprint Reader",8,"Certified Blueprint Reader"," Blueprint Reader"," Blueprint Reader"
"4867","51","Certified Brain Injury Specialist",1,"Certified Brain Injury Specialist"," Brain Injury Specialist"," Brain Injury Specialist"
"4868","51","Certified Broadcast Radio Engineer",4,"Certified Broadcast Radio Engineer"," Broadcast Radio Engineer"," Broadcast Radio Engineer"
"4869","51","Certified Control Systems Technician",1,"Certified Control Systems Technician"," Control Systems Technician"," Control Systems Technician"
"4870","51","Certified Control Systems Technician (CCST)",1,"Certified Control Systems Technician (CCST)"," Control Systems Technician (CCST)"," Control Systems Technician (CCST)"
"4871","51","Certified Court Reporter",3,"Certified Court Reporter"," Court Reporter"," Court Reporter"
"4872","51","Certified Crane Operator",11,"Certified Crane Operator"," Crane Operator"," Crane Operator"
"4873","51","Certified Dental Assistant",28,"Certified Dental Assistant"," Dental Assistant"," Dental Assistant"
"4874","51","Certified Dental Technician",165,"Certified Dental Technician"," Dental Technician"," Dental Technician"
"4875","51","Certified Ethical Hacker (CEH)",2,"Certified Ethical Hacker (CEH)"," Ethical Hacker (CEH)"," Ethical Hacker (CEH)"
"4876","51","Certified Facility Manager (CFM)",4,"Certified Facility Manager (CFM)"," Facility Manager (CFM)"," Facility Manager (CFM)"
"4877","51","Certified Financial Planner (CFP)",12,"Certified Financial Planner (CFP)"," Financial Planner (CFP)"," Financial Planner (CFP)"
"4878","51","Certified First Responder",8,"Certified First Responder"," First Responder"," First Responder"
"4879","51","Certified Fitness Instructor",1,"Certified Fitness Instructor"," Fitness Instructor"," Fitness Instructor"
"4880","51","Certified Flagger",3,"Certified Flagger"," Flagger"," Flagger"
"4881","51","Certified Flight Instructor",1,"Certified Flight Instructor"," Flight Instructor"," Flight Instructor"
"4882","51","Certified Hair Stylist",1,"Certified Hair Stylist"," Hair Stylist"," Hair Stylist"
"4883","51","Certified Hazardous Materials Manager",4,"Certified Hazardous Materials Manager"," Hazardous Materials Manager"," Hazardous Materials Manager"
"4884","51","Certified Heavy Equipment Operator",12,"Certified Heavy Equipment Operator"," Heavy Equipment Operator"," Heavy Equipment Operator"
"4885","51","Certified in Health Care Compliance",1,"Certified in Health Care Compliance"," in Health Care Compliance"," in Health Care Compliance"
"4886","51","Certified in Production and Inventory Management (CPIM)",1,"Certified in Production and Inventory Management (CPIM)"," in Production and Inventory Management (CPIM)"," in Production and Inventory Management (CPIM)"
"4887","51","Certified Infection Control",4,"Certified Infection Control"," Infection Control"," Infection Control"
"4888","51","Certified Information Systems Security Professional (CISSP)",2,"Certified Information Systems Security Professional (CISSP)"," Information Systems Security Professional (CISSP)"," Information Systems Security Professional (CISSP)"
"4889","51","Certified Installer",2,"Certified Installer"," Installer"," Installer"
"4890","51","Certified Internal Auditor (CIA)",3,"Certified Internal Auditor (CIA)"," Internal Auditor (CIA)"," Internal Auditor (CIA)"
"4891","51","Certified Investigator",1,"Certified Investigator"," Investigator"," Investigator"
"4892","51","Certified Lab Technician",1,"Certified Lab Technician"," Lab Technician"," Lab Technician"
"4893","51","Certified Landscape Irrigation Auditor",2,"Certified Landscape Irrigation Auditor"," Landscape Irrigation Auditor"," Landscape Irrigation Auditor"
"4894","51","Certified Lifeguard",1,"Certified Lifeguard"," Lifeguard"," Lifeguard"
"4895","51","Certified Manager of Quality Organizational Excellence (CMQ/OE)",1,"Certified Manager of Quality Organizational Excellence (CMQ/OE)"," Manager of Quality Organizational Excellence (CMQ/OE)"," Manager of Quality Organizational Excellence (CMQ/OE)"
"4896","51","Certified Manager of Software Testing",1,"Certified Manager of Software Testing"," Manager of Software Testing"," Manager of Software Testing"
"4897","51","Certified Manufacturing Engineer (CMfgE)",5,"Certified Manufacturing Engineer (CMfgE)"," Manufacturing Engineer (CMfgE)"," Manufacturing Engineer (CMfgE)"
"4898","51","Certified Medical Assistant",10,"Certified Medical Assistant"," Medical Assistant"," Medical Assistant"
"4899","51","Certified Medical Laboratory Technician",15,"Certified Medical Laboratory Technician"," Medical Laboratory Technician"," Medical Laboratory Technician"
"4900","51","Certified Medical Technologist",1,"Certified Medical Technologist"," Medical Technologist"," Medical Technologist"
"4901","51","Certified Medication Aide",2,"Certified Medication Aide"," Medication Aide"," Medication Aide"
"4902","51","Certified Meeting Planner",3,"Certified Meeting Planner"," Meeting Planner"," Meeting Planner"
"4903","51","Certified Mold Maker",1,"Certified Mold Maker"," Mold Maker"," Mold Maker"
"4904","51","Certified Nail Technician",1,"Certified Nail Technician"," Nail Technician"," Nail Technician"
"4905","51","Certified Nurse Operating Room (CNOR)",1,"Certified Nurse Operating Room (CNOR)"," Nurse Operating Room (CNOR)"," Nurse Operating Room (CNOR)"
"4906","51","Certified Occupational Therapy Assistant (COTA)",1,"Certified Occupational Therapy Assistant (COTA)"," Occupational Therapy Assistant (COTA)"," Occupational Therapy Assistant (COTA)"
"4907","51","Certified Orthodontic Assistant",1,"Certified Orthodontic Assistant"," Orthodontic Assistant"," Orthodontic Assistant"
"4908","51","Certified Orthopedic Technologist",1,"Certified Orthopedic Technologist"," Orthopedic Technologist"," Orthopedic Technologist"
"4909","51","Certified Orthotist",5,"Certified Orthotist"," Orthotist"," Orthotist"
"4910","51","Certified Outpatient Coding (COC)",5,"Certified Outpatient Coding (COC)"," Outpatient Coding (COC)"," Outpatient Coding (COC)"
"4911","51","Certified Overhead Crane Operator",27,"Certified Overhead Crane Operator"," Overhead Crane Operator"," Overhead Crane Operator"
"4912","51","Certified Pest Control",1,"Certified Pest Control"," Pest Control"," Pest Control"
"4913","51","Certified Pharmacy Technician",11,"Certified Pharmacy Technician"," Pharmacy Technician"," Pharmacy Technician"
"4914","51","Certified Plant Operator",5,"Certified Plant Operator"," Plant Operator"," Plant Operator"
"4915","51","Certified Plastic and Reconstructive Surgery Coder",1,"Certified Plastic and Reconstructive Surgery Coder"," Plastic and Reconstructive Surgery Coder"," Plastic and Reconstructive Surgery Coder"
"4916","51","Certified Pool/Spa Operator",24,"Certified Pool/Spa Operator"," Pool/Spa Operator"," Pool/Spa Operator"
"4917","51","Certified Production Technician (CPT)",4,"Certified Production Technician (CPT)"," Production Technician (CPT)"," Production Technician (CPT)"
"4918","51","Certified Professional in Erosion and Sediment Control",1,"Certified Professional in Erosion and Sediment Control"," Professional in Erosion and Sediment Control"," Professional in Erosion and Sediment Control"
"4919","51","Certified Prosthetist",1,"Certified Prosthetist"," Prosthetist"," Prosthetist"
"4920","51","Certified Psychiatric Rehabilitation Practitioner",5,"Certified Psychiatric Rehabilitation Practitioner"," Psychiatric Rehabilitation Practitioner"," Psychiatric Rehabilitation Practitioner"
"4921","51","Certified Quality Auditor (CQA)",2,"Certified Quality Auditor (CQA)"," Quality Auditor (CQA)"," Quality Auditor (CQA)"
"4922","51","Certified Quality Engineer (CQE)",1,"Certified Quality Engineer (CQE)"," Quality Engineer (CQE)"," Quality Engineer (CQE)"
"4923","51","Certified Quality Inspector (CQI)",3,"Certified Quality Inspector (CQI)"," Quality Inspector (CQI)"," Quality Inspector (CQI)"
"4924","51","Certified Registered Central Service Technician (CRCST)",1,"Certified Registered Central Service Technician (CRCST)"," Registered Central Service Technician (CRCST)"," Registered Central Service Technician (CRCST)"
"4925","51","Certified Regulatory Compliance Manager (CRCM)",3,"Certified Regulatory Compliance Manager (CRCM)"," Regulatory Compliance Manager (CRCM)"," Regulatory Compliance Manager (CRCM)"
"4926","51","Certified Repairman",3,"Certified Repairman"," Repairman"," Repairman"
"4927","51","Certified Salesforce Administrator",1,"Certified Salesforce Administrator"," Salesforce Administrator"," Salesforce Administrator"
"4928","51","Certified Salesforce Platform Developer",1,"Certified Salesforce Platform Developer"," Salesforce Platform Developer"," Salesforce Platform Developer"
"4929","51","Certified ScrumMaster (CSM)",2,"Certified ScrumMaster (CSM)"," ScrumMaster (CSM)"," ScrumMaster (CSM)"
"4930","51","Certified Sous Chef",1,"Certified Sous Chef"," Sous Chef"," Sous Chef"
"4931","51","Certified Sterile Processing Technician",1,"Certified Sterile Processing Technician"," Sterile Processing Technician"," Sterile Processing Technician"
"4932","51","Certified Substance Abuse Counselor",6,"Certified Substance Abuse Counselor"," Substance Abuse Counselor"," Substance Abuse Counselor"
"4933","51","Certified Supply Chain Professional (CSCP)",1,"Certified Supply Chain Professional (CSCP)"," Supply Chain Professional (CSCP)"," Supply Chain Professional (CSCP)"
"4934","51","Certified Surgical Assistant (CSA)",2,"Certified Surgical Assistant (CSA)"," Surgical Assistant (CSA)"," Surgical Assistant (CSA)"
"4935","51","Certified Surgical Technician",2,"Certified Surgical Technician"," Surgical Technician"," Surgical Technician"
"4936","51","Certified Surgical Technologist",1,"Certified Surgical Technologist"," Surgical Technologist"," Surgical Technologist"
"4937","51","Certified Teacher",19,"Certified Teacher"," Teacher"," Teacher"
"4938","51","Certified Tester",1,"Certified Tester"," Tester"," Tester"
"4939","51","Certified Therapist",1,"Certified Therapist"," Therapist"," Therapist"
"4940","51","Certified Treasury Professional (CTP)",21,"Certified Treasury Professional (CTP)"," Treasury Professional (CTP)"," Treasury Professional (CTP)"
"4941","51","Certified Unit Secretary",1,"Certified Unit Secretary"," Unit Secretary"," Unit Secretary"
"4942","51","Certified Veterinary Technician",4,"Certified Veterinary Technician"," Veterinary Technician"," Veterinary Technician"
"4943","51","Certified Water Operator",19,"Certified Water Operator"," Water Operator"," Water Operator"
"4944","51","Certified Water Technician",16,"Certified Water Technician"," Water Technician"," Water Technician"
"4945","51","Certified Welding Inspector (CWI)",2,"Certified Welding Inspector (CWI)"," Welding Inspector (CWI)"," Welding Inspector (CWI)"
"4946","51","Ceu's Certificate",3,"Ceu's Certificate","Ceu's Certificate","Ceu's "
"4947","51","Chemical Engineering Certificate",1,"Chemical Engineering Certificate","Chemical Engineering Certificate","Chemical Engineering "
"4948","51","Chemical Handling Certificate",1,"Chemical Handling Certificate","Chemical Handling Certificate","Chemical Handling "
"4949","51","Chemical Operator Certificate",19,"Chemical Operator Certificate","Chemical Operator Certificate","Chemical Operator "
"4950","51","Child Development Associate (CDA)",2,"Child Development Associate (CDA)","Child Development Associate (CDA)","Child Development Associate (CDA)"
"4951","51","Chiropractor License",3,"Chiropractor License","Chiropractor License","Chiropractor License"
"4952","51","Cisco Certified Design Professional (CCDP)",3,"Cisco Certified Design Professional (CCDP)","Cisco  Design Professional (CCDP)","Cisco  Design Professional (CCDP)"
"4953","51","Cisco Certified Network Associate (CCNA)",4,"Cisco Certified Network Associate (CCNA)","Cisco  Network Associate (CCNA)","Cisco  Network Associate (CCNA)"
"4954","51","Cisco Certified Network Professional (CCNP)",1,"Cisco Certified Network Professional (CCNP)","Cisco  Network Professional (CCNP)","Cisco  Network Professional (CCNP)"
"4955","51","Civil Engineering Certificate",8,"Civil Engineering Certificate","Civil Engineering Certificate","Civil Engineering "
"4956","51","Civil Service Certification",6,"Civil Service ","Civil Service ","Civil Service "
"4957","51","Class 1 Operator",3,"Class 1 Operator","Class 1 Operator","Class 1 Operator"
"4958","51","Class 2 Certification",64,"Class 2 ","Class 2 ","Class 2 "
"4959","51","Class 3 License",10,"Class 3 License","Class 3 License","Class 3 License"
"4960","51","Class 4 Operator",1,"Class 4 Operator","Class 4 Operator","Class 4 Operator"
"4961","51","Clinical Nurse Specialist (CNS) License",2,"Clinical Nurse Specialist (CNS) License","Clinical Nurse Specialist (CNS) License","Clinical Nurse Specialist (CNS) License"
"4962","51","CNC Certification",20,"CNC ","CNC ","CNC "
"4963","51","CNC Machine Certification",1,"CNC Machine ","CNC Machine ","CNC Machine "
"4964","51","CNC Machining Certificate",2,"CNC Machining Certificate","CNC Machining Certificate","CNC Machining "
"4965","51","CNC Programming",3,"CNC Programming","CNC Programming","CNC Programming"
"4966","51","Commercial Applicators License",1,"Commercial Applicators License","Commercial Applicators License","Commercial Applicators License"
"4967","51","Commission License",1,"Commission License","Commission License","Commission License"
"4968","51","Communication Site Installer (R56)",4,"Communication Site Installer (R56)","Communication Site Installer (R56)","Communication Site Installer (R56)"
"4969","51","Community Service",2,"Community Service","Community Service","Community Service"
"4970","51","Competent Person Certification",7,"Competent Person ","Competent Person ","Competent Person "
"4971","51","CompTIA Network+",2,"CompTIA Network+","CompTIA Network+","CompTIA Network+"
"4972","51","CompTIA Security+",6,"CompTIA Security+","CompTIA Security+","CompTIA Security+"
"4973","51","Computer Aided Design (CAD) Certification",1,"Computer Aided Design (CAD) ","Computer Aided Design (CAD) ","Computer Aided Design (CAD) "
"4974","51","Computer Applications",3,"Computer Applications","Computer Applications","Computer Applications"
"4975","51","Computer Engineering Certificate",1,"Computer Engineering Certificate","Computer Engineering Certificate","Computer Engineering "
"4976","51","Computer Information Systems (CIS) Certificate",4,"Computer Information Systems (CIS) Certificate","Computer Information Systems (CIS) Certificate","Computer Information Systems (CIS) "
"4977","51","Computer Learning Certificate",2,"Computer Learning Certificate","Computer Learning Certificate","Computer Learning "
"4978","51","Contractors License",23,"Contractors License","Contractors License","Contractors License"
"4979","51","Cosmetology Certification",1,"Cosmetology ","Cosmetology ","Cosmetology "
"4980","51","Cosmetology License",20,"Cosmetology License","Cosmetology License","Cosmetology License"
"4981","51","Criminal Justice Addictions Professional (CCJP)",2,"Criminal Justice Addictions Professional (CCJP)","Criminal Justice Addictions Professional (CCJP)","Criminal Justice Addictions Professional (CCJP)"
"4982","51","Crisis Intervention Certification",2,"Crisis Intervention ","Crisis Intervention ","Crisis Intervention "
"4983","51","DEA Certificate",3,"DEA Certificate","DEA Certificate","DEA "
"4984","51","Dental Hygienist Certification",11,"Dental Hygienist ","Dental Hygienist ","Dental Hygienist "
"4985","51","Dental Radiology License",11,"Dental Radiology License","Dental Radiology License","Dental Radiology License"
"4986","51","Department of Transportation (DOT) Certified",7,"Department of Transportation (DOT) Certified","Department of Transportation (DOT) ","Department of Transportation (DOT) "
"4987","51","Department of Transportation (DOT) Medical Certification",9,"Department of Transportation (DOT) Medical ","Department of Transportation (DOT) Medical ","Department of Transportation (DOT) Medical "
"4988","51","Desktop Publishing Certificate",1,"Desktop Publishing Certificate","Desktop Publishing Certificate","Desktop Publishing "
"4989","51","Diving",13,"Diving","Diving","Diving"
"4990","51","Driver's License",5407,"Driver's License","Driver's License","Driver's License"
"4991","51","Educational Technology",1,"Educational Technology","Educational Technology","Educational Technology"
"4992","51","Electrical Certification",20,"Electrical ","Electrical ","Electrical "
"4993","51","Electrical Contractor",2,"Electrical Contractor","Electrical Contractor","Electrical Contractor"
"4994","51","Electrician Certification",49,"Electrician ","Electrician ","Electrician "
"4995","51","Emergency Medical Technician (EMT)",1,"Emergency Medical Technician (EMT)","Emergency Medical Technician (EMT)","Emergency Medical Technician (EMT)"
"4996","51","EnCase Certified Examiner (EnCE)",1,"EnCase Certified Examiner (EnCE)","EnCase  Examiner (EnCE)","EnCase  Examiner (EnCE)"
"4997","51","Engineer in Training Certification",27,"Engineer in Training ","Engineer in Training ","Engineer in Training "
"4998","51","Environmental Protection Agency Certification",31,"Environmental Protection Agency ","Environmental Protection Agency ","Environmental Protection Agency "
"4999","51","Epa 608",17,"Epa 608","Epa 608","Epa 608"
"5000","51","Epa 609",3,"Epa 609","Epa 609","Epa 609"
"5001","51","EPA CFC/HCFC Certification",259,"EPA CFC/HCFC ","EPA CFC/HCFC ","EPA CFC/HCFC "
"5002","51","Fair Credit Reporting Act Certification",1,"Fair Credit Reporting Act ","Fair Credit Reporting Act ","Fair Credit Reporting Act "
"5003","51","Fair Housing",1,"Fair Housing","Fair Housing","Fair Housing"
"5004","51","Federal Aviation Administration (FAA) Certification",6,"Federal Aviation Administration (FAA) ","Federal Aviation Administration (FAA) ","Federal Aviation Administration (FAA) "
"5005","51","Financial Risk Manager (FRM)",5,"Financial Risk Manager (FRM)","Financial Risk Manager (FRM)","Financial Risk Manager (FRM)"
"5006","51","Firefighter",2,"Firefighter","Firefighter","Firefighter"
"5007","51","Firefighter I",1,"Firefighter I","Firefighter I","Firefighter I"
"5008","51","First Aid Cpr Aed",160,"First Aid Cpr Aed","First Aid Cpr Aed","First Aid Cpr Aed"
"5009","51","Food Handler Certification",46,"Food Handler ","Food Handler ","Food Handler "
"5010","51","Food Service Certification",14,"Food Service ","Food Service ","Food Service "
"5011","51","Forklift Operator Certification",570,"Forklift Operator ","Forklift Operator ","Forklift Operator "
"5012","51","FSSC 22000",11,"FSSC 22000","FSSC 22000","FSSC 22000"
"5013","51","GIAC Certified Incident Handler (GCIH)",3,"GIAC Certified Incident Handler (GCIH)","GIAC  Incident Handler (GCIH)","GIAC  Incident Handler (GCIH)"
"5014","51","GIAC Security Essentials (GSEC)",3,"GIAC Security Essentials (GSEC)","GIAC Security Essentials (GSEC)","GIAC Security Essentials (GSEC)"
"5015","51","GIAC Security Essentials Certification",2,"GIAC Security Essentials ","GIAC Security Essentials ","GIAC Security Essentials "
"5016","51","Graphic Arts",7,"Graphic Arts","Graphic Arts","Graphic Arts"
"5017","51","Group Exercise Instructor",2,"Group Exercise Instructor","Group Exercise Instructor","Group Exercise Instructor"
"5018","51","Hazard Analysis and Critical Control Point (HACCP) Certification",32,"Hazard Analysis and Critical Control Point (HACCP) ","Hazard Analysis and Critical Control Point (HACCP) ","Hazard Analysis and Critical Control Point (HACCP) "
"5019","51","Hazard Communication",1,"Hazard Communication","Hazard Communication","Hazard Communication"
"5020","51","Hazardous Materials Certification",35,"Hazardous Materials ","Hazardous Materials ","Hazardous Materials "
"5021","51","Hazardous Materials Technician",1,"Hazardous Materials Technician","Hazardous Materials Technician","Hazardous Materials Technician"
"5022","51","HazMat Awareness",1,"HazMat Awareness","HazMat Awareness","HazMat Awareness"
"5023","51","HazMat Technician",3,"HazMat Technician","HazMat Technician","HazMat Technician"
"5024","51","Hazwoper",132,"Hazwoper","Hazwoper","Hazwoper"
"5025","51","Health Unit Coordinator",3,"Health Unit Coordinator","Health Unit Coordinator","Health Unit Coordinator"
"5026","51","Home Care Certificate",4,"Home Care Certificate","Home Care Certificate","Home Care "
"5027","51","Home Health Aide",4,"Home Health Aide","Home Health Aide","Home Health Aide"
"5028","51","Honorable Discharge",1,"Honorable Discharge","Honorable Discharge","Honorable Discharge"
"5029","51","Human Capital Strategist (HCS)",36,"Human Capital Strategist (HCS)","Human Capital Strategist (HCS)","Human Capital Strategist (HCS)"
"5030","51","Information Systems Certification",1,"Information Systems ","Information Systems ","Information Systems "
"5031","51","Injection Molding Certification",1,"Injection Molding ","Injection Molding ","Injection Molding "
"5032","51","Insurance Agent Certification",21,"Insurance Agent ","Insurance Agent ","Insurance Agent "
"5033","51","Insurance License",21,"Insurance License","Insurance License","Insurance License"
"5034","51","Investment Advisor",3,"Investment Advisor","Investment Advisor","Investment Advisor"
"5035","51","IPC Certification",16,"IPC ","IPC ","IPC "
"5036","51","ISO 9000 Quality Management",3,"ISO 9000 Quality Management","ISO 9000 Quality Management","ISO 9000 Quality Management"
"5037","51","IT Infrastructure Library (ITIL) Certification",9,"IT Infrastructure Library (ITIL) ","IT Infrastructure Library (ITIL) ","IT Infrastructure Library (ITIL) "
"5038","51","ITIL Certification",1,"ITIL ","ITIL ","ITIL "
"5039","51","IV (Intravenous) Certification",16,"IV (Intravenous) ","IV (Intravenous) ","IV (Intravenous) "
"5040","51","Kaizen Certification",2,"Kaizen ","Kaizen ","Kaizen "
"5041","51","Laboratory Animal Technician",2,"Laboratory Animal Technician","Laboratory Animal Technician","Laboratory Animal Technician"
"5042","51","Leadership In Energy And Environmental Design (LEED) Certified",13,"Leadership In Energy And Environmental Design (LEED) Certified","Leadership In Energy And Environmental Design (LEED) ","Leadership In Energy And Environmental Design (LEED) "
"5043","51","Lean Certification",2,"Lean ","Lean ","Lean "
"5044","51","Lean Six Sigma Certification",20,"Lean Six Sigma ","Lean Six Sigma ","Lean Six Sigma "
"5045","51","Licensed Clinical Social Worker (LCSW)",3,"Licensed Clinical Social Worker (LCSW)","Licensed Clinical Social Worker (LCSW)","Licensed Clinical Social Worker (LCSW)"
"5046","51","Licensed Independent Clinical Social Worker (LICSW)",6,"Licensed Independent Clinical Social Worker (LICSW)","Licensed Independent Clinical Social Worker (LICSW)","Licensed Independent Clinical Social Worker (LICSW)"
"5047","51","Licensed Independent Social Worker (LISW)",2,"Licensed Independent Social Worker (LISW)","Licensed Independent Social Worker (LISW)","Licensed Independent Social Worker (LISW)"
"5048","51","Licensed Master Social Worker (LMSW)",6,"Licensed Master Social Worker (LMSW)","Licensed Master Social Worker (LMSW)","Licensed Master Social Worker (LMSW)"
"5049","51","Licensed Mental Health Counselor (LMHC)",5,"Licensed Mental Health Counselor (LMHC)","Licensed Mental Health Counselor (LMHC)","Licensed Mental Health Counselor (LMHC)"
"5050","51","Licensed Mortgage Loan Originator",14,"Licensed Mortgage Loan Originator","Licensed Mortgage Loan Originator","Licensed Mortgage Loan Originator"
"5051","51","Licensed Orthodontist",1,"Licensed Orthodontist","Licensed Orthodontist","Licensed Orthodontist"
"5052","51","Licensed Practical Nurse (LPN)",37,"Licensed Practical Nurse (LPN)","Licensed Practical Nurse (LPN)","Licensed Practical Nurse (LPN)"
"5053","51","Licensed Professional Counselor",2,"Licensed Professional Counselor","Licensed Professional Counselor","Licensed Professional Counselor"
"5054","51","Licensed Professional Engineer",481,"Licensed Professional Engineer","Licensed Professional Engineer","Licensed Professional Engineer"
"5055","51","Licensed Prosthodontist",1,"Licensed Prosthodontist","Licensed Prosthodontist","Licensed Prosthodontist"
"5056","51","Line & Antenna Sweeping (LAS)",1,"Line & Antenna Sweeping (LAS)","Line & Antenna Sweeping (LAS)","Line & Antenna Sweeping (LAS)"
"5057","51","Lock Out Tag Out",22,"Lock Out Tag Out","Lock Out Tag Out","Lock Out Tag Out"
"5058","51","Machine Operator Certificate",15,"Machine Operator Certificate","Machine Operator Certificate","Machine Operator "
"5059","51","Machine Shop",19,"Machine Shop","Machine Shop","Machine Shop"
"5060","51","Machine Technology",3,"Machine Technology","Machine Technology","Machine Technology"
