"","full_address","must_inc_number_address","bedrooms","bathrooms","sqft","text","source"
"2488","608 BROADWAY AVE, PORTLAND, ND, 58274","""608"" BROADWAY AVE, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com › homedetails › 608-Broadway...608 Broadway Ave, Portland, ND 58274 | ZillowWeb608 Broadway Ave , Portland, ND 58274-4024 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …Location: 604 Broadway Ave, Portland, 58274","zillow"
"2489","616 BROADWAY AVE, PORTLAND, ND, 58274","""616"" BROADWAY AVE, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/616-Broadway...616 Broadway Ave, Portland, ND 58274 | ZillowWeb616 Broadway Ave , Portland, ND 58274-4024 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"2490","624 BROADWAY AVE, PORTLAND, ND, 58274","""624"" BROADWAY AVE, PORTLAND, ND, 58274",NA,NA,NA,"realtor.comhttps://www.realtor.com/realestateandhomes-detail/...624 Broadway Ave, Portland, ND 58274 | realtor.com®WebView detailed information about property 624 Broadway Ave, Portland, ND 58274 including listing details, property photos, school and neighborhood data, and much more.","realtor"
"2491","714 BROADWAY AVE, PORTLAND, ND, 58274","""714"" BROADWAY AVE, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/714-Broadway...714 Broadway Ave, Portland, ND 58274 | ZillowWeb714 Broadway Ave , Portland, ND 58274-4026 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"2492","904 PARKE AVE, PORTLAND, ND, 58274","""904"" PARKE AVE, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/904-Moorhead...904 Moorhead Ave, Portland, ND 58274 | ZillowWeb904 Moorhead Ave , Portland, ND 58274 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2493","403 BROADWAY AVE, PORTLAND, ND, 58274","""403"" BROADWAY AVE, PORTLAND, ND, 58274",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/403-Broadway...403 Broadway Ave, Portland, ND 58274 | ZillowWeb403 Broadway Ave, Portland, ND 58274 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"2494","411 BROADWAY AVE, PORTLAND, ND, 58274","""411"" BROADWAY AVE, PORTLAND, ND, 58274",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/411-Broadway...411 Broadway Ave, Portland, ND 58274 | ZillowWeb411 Broadway Ave, Portland, ND 58274 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"2495","417 BROADWAY AVE, PORTLAND, ND, 58274","""417"" BROADWAY AVE, PORTLAND, ND, 58274","2","2","2,044","Zillowhttps://www.zillow.com/homedetails/417-Broadway...417 Broadway Ave, Portland, ND 58274 | ZillowWeb417 Broadway Ave, Portland, ND 58274 is currently not for sale. The 2,044 Square Feet single family home is a 2 beds, 2 baths property. This home was built in 1905 and last …","zillow"
"2496","421 BROADWAY AVE, PORTLAND, ND, 58274","""421"" BROADWAY AVE, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/421-Broadway...421 Broadway Ave, Portland, ND 58274 | ZillowWeb421 Broadway Ave , Portland, ND 58274-4414 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"2497","718 BROADWAY AVE, PORTLAND, ND, 58274","""718"" BROADWAY AVE, PORTLAND, ND, 58274","3","2","2,304","Zillowhttps://www.zillow.com/homedetails/718-Broadway...718 Broadway Ave, Portland, ND 58274 | ZillowWeb718 Broadway Ave, Portland, ND 58274 is currently not for sale. The 2,304 Square Feet single family home is a 3 beds, 2 baths property. This …Location: 718 Broadway Ave, Portland, 58274","zillow"
"2498","911 PARKE AVE, PORTLAND, ND, 58274","""911"" PARKE AVE, PORTLAND, ND, 58274","3","1",NA,"Zillowhttps://www.zillow.com/homedetails/911-Parke-Ave...911 Parke Ave, Portland, ND 58274 | ZillowWebJul 19, 2021 · Take a look at this move-in-ready 3 bedroom, 1 bathroom multi-level home located in Portland, ND. This home is eligible for 0% down USDA financing as well as other financing options. This move-in …","zillow"
"2499","921 PARKE AVE, PORTLAND, ND, 58274","""921"" PARKE AVE, PORTLAND, ND, 58274","0","1.0",NA,"Zillowhttps://www.zillow.com/homedetails/921-Parke-Ave...921 Parke Ave, Portland, ND 58274 | ZillowWeb921 Parke Ave , Portland, ND 58274-4007 is currently not for sale. The sq. ft. single-family home is a 0 bed, 1.0 bath property. This home was built in and last sold on for. View …","zillow"
"2500","929 8TH ST, PORTLAND, ND, 58274","""929"" 8TH ST, PORTLAND, ND, 58274","4","2","1,824","realtor.comhttps://www.realtor.com/realestateandhomes-detail/...929 8th St E, Dickinson, ND 58601 | realtor.com®Web929 8th St E, a single family home located in Dickinson, ND has 4 beds, 2 baths, and is 1,824 square feet. It was built in 1977 and was last sold in 2016.","realtor"
"2501","912 8TH ST, PORTLAND, ND, 58274","""912"" 8TH ST, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/912-8th-St...912 8th St, Portland, ND 58274 | ZillowWeb912 8th St , Portland, ND 58274-4205 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2502","908 8TH ST, PORTLAND, ND, 58274","""908"" 8TH ST, PORTLAND, ND, 58274",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/908-8th-St...908 8th St, Portland, ND 58274 | ZillowWeb908 8th St, Portland, ND 58274 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. View …","zillow"
"2503","720 BROADWAY AVE, PORTLAND, ND, 58274","""720"" BROADWAY AVE, PORTLAND, ND, 58274","2","1","1,344","Zillowhttps://www.zillow.com/homedetails/720-Broadway...720 Broadway Ave, Portland, ND 58274 | ZillowWeb720 Broadway Ave, Portland, ND 58274 is currently not for sale. The 1,344 Square Feet single family home is a 2 beds, 1 bath property. This home was built in 1973 and last …","zillow"
"2504","1101 PARKE AVE, PORTLAND, ND, 58274","""1101"" PARKE AVE, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/1101-Parke-Ave...1101 Parke Ave, Portland, ND 58274 | ZillowWeb1101 Parke Ave , Portland, ND 58274-4012 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"2505","1109 PARKE AVE, PORTLAND, ND, 58274","""1109"" PARKE AVE, PORTLAND, ND, 58274",NA,NA,NA,NA,NA
"2506","1117 PARKE AVE, PORTLAND, ND, 58274","""1117"" PARKE AVE, PORTLAND, ND, 58274",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/1117-Parke-Ave...1117 Parke Ave, Portland, ND 58274 | ZillowWebLearn More Auction Foreclosures These properties are currently listed for sale. They are owned by a bank or a lender who took ownership through foreclosure proceedings. These are also known as bank-owned or real …","zillow"
"2507","1110 8TH ST, PORTLAND, ND, 58274","""1110"" 8TH ST, PORTLAND, ND, 58274",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/1110-8th-St...1110 8th St, Portland, ND 58274 | ZillowWeb1110 8th St, Portland, ND 58274 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. View …","zillow"
"2508","109 OAK RIDGE PL, PARK RIVER, ND, 58270","""109"" OAK RIDGE PL, PARK RIVER, ND, 58270","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/109-Oak-Ridge...109 Oak Ridge Pl, Park River, ND 58270 | ZillowWeb109 Oak Ridge Pl , Park River, ND 58270-5100 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …Location: 109 Oak Ridge Pl, Park River, 58270, ND","zillow"
"2509","136 N STAR DR, PARK RIVER, ND, 58270","""136"" N STAR DR, PARK RIVER, ND, 58270",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/136-N-Star-Dr...136 N Star Dr, Park River, ND 58270 | ZillowWeb136 N Star Dr, Park River, ND 58270 | Zillow For Sale By Agent By Owner New Construction Coming Soon Coming Soon listings are homes that will soon be on the market. The listing agent for these homes has added a …","zillow"
"2510","230 8TH AVE S, EDINBURG, ND, 58227","""230"" 8TH AVE S, EDINBURG, ND, 58227","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/230-8th-Ave-S...230 8th Ave S, Edinburg, ND 58227 | ZillowWeb230 8th Ave S , Edinburg, ND 58227-2705 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2511","204 GRAND FORKS AVE, PORTLAND, ND, 58274","""204"" GRAND FORKS AVE, PORTLAND, ND, 58274","3","1.0","2214","Zillowhttps://www.zillow.com/homedetails/204-Grand-Forks...204 Grand Forks Ave, Portland, ND 58274 | ZillowWebThis 2214 square foot single family home has 3 bedrooms and 1.0 bathrooms. This home is located at 204 Grand Forks Ave, Portland, ND 58274.","zillow"
"2512","810 2ND ST, PORTLAND, ND, 58274","""810"" 2ND ST, PORTLAND, ND, 58274",NA,NA,NA,NA,NA
"2513","203 BROADWAY AVE, PORTLAND, ND, 58274","""203"" BROADWAY AVE, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/203-Broadway...203 Broadway Ave, Portland, ND 58274 Web203 Broadway Ave , Portland, ND 58274-4410 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"2514","205 BROADWAY AVE, PORTLAND, ND, 58274","""205"" BROADWAY AVE, PORTLAND, ND, 58274",NA,NA,NA,"Zillowhttps://www.zillow.com › homedetails › 205-Arnold-Ave...205 Arnold Ave, Portland, ND 58274 | ZillowWeb205 Arnold Ave, Portland, ND 58274 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. View …","zillow"
"2515","812 3RD ST, PORTLAND, ND, 58274","""812"" 3RD ST, PORTLAND, ND, 58274",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/812-3rd-St...812 3rd St, Portland, ND 58274 | ZillowWebAuction Foreclosures These properties are currently listed for sale. They are owned by a bank or a lender who took ownership through foreclosure proceedings. These are also known as bank-owned or real estate owned …","zillow"
"2516","1023 PARKE AVE, PORTLAND, ND, 58274","""1023"" PARKE AVE, PORTLAND, ND, 58274",NA,NA,NA,NA,NA
"2517","805 JAHR AVE, PORTLAND, ND, 58274","""805"" JAHR AVE, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/805-Jahr-Ave...805 Jahr Ave, Portland, ND 58274 | ZillowWeb805 Jahr Ave , Portland, ND 58274-4301 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2518","807 JAHR AVE, PORTLAND, ND, 58274","""807"" JAHR AVE, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/807-6th-St...807 6th St, Portland, ND 58274 | ZillowWeb807 6th St , Portland, ND 58274-4017 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2519","814 MOORHEAD AVE, PORTLAND, ND, 58274","""814"" MOORHEAD AVE, PORTLAND, ND, 58274",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/814-Moorhead...814 Moorhead Ave, Portland, ND 58274 | ZillowWeb814 Moorhead Ave, Portland, ND 58274 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"2520","903 8TH ST, PORTLAND, ND, 58274","""903"" 8TH ST, PORTLAND, ND, 58274",NA,NA,NA,"Zillowhttps://www.zillow.com › homedetails › 903-8th-St...903 8th St, Portland, ND 58274 | ZillowWeb903 8th St , Portland, ND 58274-4206 is currently not for sale. The vacant lot last sold on for , with a recorded lot size of acres ( sq. ft.). View more property details, sales history …","zillow"
"2521","911 8TH ST, PORTLAND, ND, 58274","""911"" 8TH ST, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com › homedetails › 911-8th-St...911 8th St, Portland, ND 58274 | ZillowWeb911 8th St , Portland, ND 58274-4206 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2522","919 8TH ST, PORTLAND, ND, 58274","""919"" 8TH ST, PORTLAND, ND, 58274",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/919-8th-St...919 8th St, Portland, ND 58274 | ZillowWebAuction Foreclosures These properties are currently listed for sale. They are owned by a bank or a lender who took ownership through foreclosure proceedings. These are also …","zillow"
"2523","817 MOORHEAD AVE, PORTLAND, ND, 58274","""817"" MOORHEAD AVE, PORTLAND, ND, 58274","3","2","2,454","realtor.comhttps://www.realtor.com/realestateandhomes-detail/...817 Moorhead Ave, Portland, ND 58274 | realtor.com®WebView 55 photos for 817 Moorhead Ave, Portland, ND 58274, a 3 bed, 2 bath, 2,454 Sq. Ft. single family home built in 1947 that was last sold on 06/03/2020.","realtor"
"2524","1111 8TH ST, PORTLAND, ND, 58274","""1111"" 8TH ST, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/1111-8th-St...1111 8th St, Portland, ND 58274 Web1111 8th St , Portland, ND 58274-4210 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2525","1009 8TH ST, PORTLAND, ND, 58274","""1009"" 8TH ST, PORTLAND, ND, 58274","3","2","2,160","realtor.comhttps://www.realtor.com/realestateandhomes-detail/...1009 8th St, Portland, ND 58274 | realtor.com®Web1009 8th St, is a single family home, built in 1955, with 3 beds and 2 bath, at 2,160 sqft. This home is currently not for sale, this home is estimated to be valued at $105,162.","realtor"
"2526","1011 8TH ST, PORTLAND, ND, 58274","""1011"" 8TH ST, PORTLAND, ND, 58274",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/1011-8th-St...1011 8th St, Portland, ND 58274 | ZillowWeb1011 8th St, Portland, ND 58274 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. View …","zillow"
"2527","874 8TH ST, PORTLAND, ND, 58274","""874"" 8TH ST, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/874-8th-St...874 8th St, Portland, ND 58274 Web874 8th St , Portland, ND 58274-4203 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2528","803 FARGO AVE, PORTLAND, ND, 58274","""803"" FARGO AVE, PORTLAND, ND, 58274",NA,NA,"1,116","realtor.comhttps://www.realtor.com/realestateandhomes-detail/...803 Fargo Ave, Portland, ND 58274 | realtor.com®Web803 Fargo Ave, is a single family home, built in 1890, at 1,116 sqft. This home is currently not for sale, this home is estimated to be valued at $87,324.Location: 803 Fargo Ave, Portland, 58274","realtor"
"2529","209 PARKE AVE, PORTLAND, ND, 58274","""209"" PARKE AVE, PORTLAND, ND, 58274",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/209-Park-Ave-N...209 Park Ave N, Park River, ND 58270 | ZillowWeb209 Park Ave N, Park River, ND 58270 is currently not for sale. The -- sqft home type unknown home is a -- beds, -- baths property. This home was built in null and last sold …","zillow"
"2530","213 PARKE AVE, PORTLAND, ND, 58274","""213"" PARKE AVE, PORTLAND, ND, 58274",NA,NA,NA,NA,NA
"2531","605 STATE AVE, PORTLAND, ND, 58274","""605"" STATE AVE, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/605-State-Ave...605 State Ave, Portland, ND 58274 | ZillowWeb605 State Ave , Portland, ND 58274-4126 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2532","716 MADISON AVE, PORTLAND, ND, 58274","""716"" MADISON AVE, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/716-Madison-Ave...716 Madison Ave, Portland, ND 58274 | ZillowWebView this $0 0 bed, 0.0 bath, sqft single family home located at 716 Madison Ave built in on Zillow. MLS #.","zillow"
"2533","803 3RD ST, PORTLAND, ND, 58274","""803"" 3RD ST, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com › homedetails › 803-Morrison...803 Morrison Ave, Portland, ND 58274 | ZillowWeb803 Morrison Ave , Portland, ND 58274-4303 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"2534","809 3RD ST, PORTLAND, ND, 58274","""809"" 3RD ST, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/809-3rd-St...809 3rd St, Portland, ND 58274 | ZillowWeb809 3rd St , Portland, ND 58274-4403 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2535","307 BROADWAY AVE, PORTLAND, ND, 58274","""307"" BROADWAY AVE, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/307-Broadway...307 Broadway Ave, Portland, ND 58274 | ZillowWeb307 Broadway Ave , Portland, ND 58274-4412 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"2536","311 BROADWAY AVE, PORTLAND, ND, 58274","""311"" BROADWAY AVE, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/311-Broadway...311 Broadway Ave, Portland, ND 58274 | ZillowWeb311 Broadway Ave , Portland, ND 58274-4412 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"2537","812 4TH ST, PORTLAND, ND, 58274","""812"" 4TH ST, PORTLAND, ND, 58274","4","2","4,200","realtor.comhttps://www.realtor.com/realestateandhome…812 4th St, Portland, ND 58274 | realtor.com®WebFor Sale $295,000 Est. $1,955/mo 4 bed 2 bath 4,200 sqft 0.32 acre lot 812 4th St, Portland, ND 58274 Property type Single family Time on …Location: 812 4th St, Portland, 58274","realtor"
"2538","808 4TH ST, PORTLAND, ND, 58274","""808"" 4TH ST, PORTLAND, ND, 58274",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/808-4th-St...808 4th St, Portland, ND 58274 | ZillowWeb808 4th St, Portland, ND 58274 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on 2008-09-16 for $--. View more property details, sales history, and Zestimate data on Zillow.","zillow"
"2539","804 4TH ST, PORTLAND, ND, 58274","""804"" 4TH ST, PORTLAND, ND, 58274",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/804-4th-St...804 4th St, Portland, ND 58274 | ZillowWeb804 4th St, Portland, ND 58274 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. View …","zillow"
"2540","804 3RD ST, PORTLAND, ND, 58274","""804"" 3RD ST, PORTLAND, ND, 58274",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/804-3rd-St...804 3rd St, Portland, ND 58274 | ZillowWebPortland homes for sale. Homes for sale; Foreclosures; For sale by owner; Open houses; New construction; Coming soon; Recent home sales; All homes; Bundle buying & selling. …","zillow"
"2541","15311 85TH ST NE, SAINT THOMAS, ND, 58276","""15311"" 85TH ST NE, SAINT THOMAS, ND, 58276",NA,NA,NA,NA,NA
"2542","306 REGINA AVE S, PARK RIVER, ND, 58270","""306"" REGINA AVE S, PARK RIVER, ND, 58270","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/306-Regina-Ave...306 Regina Ave S, Park River, ND 58270 | ZillowWeb306 Regina Ave S , Park River, ND 58270-4405 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …Location: 304 Regina Ave S, Park River, 58270, ND","zillow"
"2543","8469 151ST AVE NE, SAINT THOMAS, ND, 58276","""8469"" 151ST AVE NE, SAINT THOMAS, ND, 58276",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/8469-151st-Ave...8469 151st Ave NE, Saint Thomas, ND 58276 | ZillowWebHouses for Rent in 58276; 58276 Real Estate; Saint Thomas Condos; Houses for Sale in Saint Thomas; Newest Listings in Saint Thomas; Saint Thomas Home Values; Saint …","zillow"
"2544","8566 153RD AVE NE, SAINT THOMAS, ND, 58276","""8566"" 153RD AVE NE, SAINT THOMAS, ND, 58276",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/8566-153rd-Ave...8566 153rd Ave NE, Saint Thomas, ND 58276 | ZillowWeb8566 153rd Ave NE, Saint Thomas, ND 58276 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- …","zillow"
"2545","41 143RD AVE NE, PORTLAND, ND, 58274","""41"" 143RD AVE NE, PORTLAND, ND, 58274","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/41-143rd-Ave-NE...41 143rd Ave NE, Portland, ND 58274 Web41 143rd Ave NE , Portland, ND 58274-9220 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"2546","13230 5TH ST NE, FINLEY, ND, 58230","""13230"" 5TH ST NE, FINLEY, ND, 58230",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/13230-5th-St-NE...13230 5th St NE, Finley, ND 58230 | ZillowWeb13230 5th St NE, Finley, ND 58230 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. View …","zillow"
"2547","13265 5TH ST NE, FINLEY, ND, 58230","""13265"" 5TH ST NE, FINLEY, ND, 58230","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/13265-5th-St-NE...13265 5th St NE, Finley, ND 58230 | ZillowWeb13265 5th St NE , Finley, ND 58230-9435 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2548","12760 5TH ST NE, FINLEY, ND, 58230","""12760"" 5TH ST NE, FINLEY, ND, 58230",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/12760-5th-St-NE...12760 5th St NE, Finley, ND 58230 | ZillowWeb12760 5th St NE, Finley, ND 58230 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. View …","zillow"
"2549","12798 5TH ST NE, FINLEY, ND, 58230","""12798"" 5TH ST NE, FINLEY, ND, 58230","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/12798-5th-St-NE...12798 5th St NE, Finley, ND 58230 | ZillowWeb12798 5th St NE , Finley, ND 58230-9436 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2550","1391 125TH AVE NE, SHARON, ND, 58277","""1391"" 125TH AVE NE, SHARON, ND, 58277","0","0.0",NA,"Zillowhttps://www.zillow.com › homedetails › 1391-125th-Ave...1391 125th Ave NE, Sharon, ND 58277 | ZillowWeb1391 125th Ave NE , Sharon, ND 58277-9035 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"2551","528 126TH AVE NE, FINLEY, ND, 58230","""528"" 126TH AVE NE, FINLEY, ND, 58230","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/528-126th-Ave...528 126th Ave NE, Finley, ND 58230 | ZillowWeb528 126th Ave NE , Finley, ND 58230-0112 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2552","12310 6TH ST NE, FINLEY, ND, 58230","""12310"" 6TH ST NE, FINLEY, ND, 58230","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/12310-6th-St-NE...12310 6th St NE, Finley, ND 58230 | ZillowWeb12310 6th St NE , Finley, ND 58230-9406 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2553","8037 147TH AVE NE, SAINT THOMAS, ND, 58276","""8037"" 147TH AVE NE, SAINT THOMAS, ND, 58276","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/8037-147th-Ave...8037 147th Ave NE, Saint Thomas, ND 58276 | ZillowWeb8037 147th Ave NE , Saint Thomas, ND 58276-9705 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on …","zillow"
"2554","14779 80TH ST NE, SAINT THOMAS, ND, 58276","""14779"" 80TH ST NE, SAINT THOMAS, ND, 58276",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/14779-80th-St...14779 80th St NE, Saint Thomas, ND 58276 | ZillowWebSaint Thomas Home values; Sellers guide; Selling options. Find a seller's agent; Post For Sale by Owner","zillow"
"2555","8235 HIGHWAY 81, SAINT THOMAS, ND, 58276","""8235"" HIGHWAY 81, SAINT THOMAS, ND, 58276","2","2","2,600","realtor.comhttps://www.realtor.com/realestateandhomes-detail/...8235 Highway 81, Saint Thomas, ND 58276 | realtor.com®WebView 24 photos for 8235 Highway 81, Saint Thomas, ND 58276, a 2 bed, 2 bath, 2,600 Sq. Ft. single family home built in 1982 that was last sold on 03/14/2016.","realtor"
"2556","7789 158TH AVE NE, DRAYTON, ND, 58225","""7789"" 158TH AVE NE, DRAYTON, ND, 58225","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/7789-158th-Ave...7789 158th Ave NE, Drayton, ND 58225 | ZillowWeb7789 158th Ave NE , Drayton, ND 58225-9534 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"2557","8055 149TH AVE NE, SAINT THOMAS, ND, 58276","""8055"" 149TH AVE NE, SAINT THOMAS, ND, 58276",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/8055-149th-Ave...8055 149th Ave NE, Saint Thomas, ND 58276 | ZillowWeb8055 149th Ave NE, Saint Thomas, ND 58276 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- …","zillow"
"2558","14835 HIGHWAY 66, SAINT THOMAS, ND, 58276","""14835"" HIGHWAY 66, SAINT THOMAS, ND, 58276",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/14835-Highway...14835 Highway 66, Saint Thomas, ND 58276 | ZillowWeb14835 Highway 66, Saint Thomas, ND 58276 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- …","zillow"
"2559","509 ALMERON AVE, DRAYTON, ND, 58225","""509"" ALMERON AVE, DRAYTON, ND, 58225","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/509-Almeron-Ave...509 Almeron Ave, Drayton, ND 58225 | ZillowWeb509 Almeron Ave , Drayton, ND 58225-4401 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …Location: 509 Almeron Ave, Drayton, 58225, ND","zillow"
