"","full_address","must_inc_number_address","bedrooms","bathrooms","sqft","text","source"
"791","14664 66TH ST NE, GRAFTON, ND, 58237","""14664"" 66TH ST NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/14664-66th-St...14664 66th St NE, Grafton, ND 58237 | ZillowWeb14664 66th St NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"792","14391 66TH ST NE, GRAFTON, ND, 58237","""14391"" 66TH ST NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/14391-66th-St...14391 66th St NE, Grafton, ND 58237 | ZillowWeb14391 66th St NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"793","15181 66TH ST NE, GRAFTON, ND, 58237","""15181"" 66TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15181-66th-St...15181 66th St NE, Grafton, ND 58237 | ZillowWeb15181 66th St NE , Grafton, ND 58237-8730 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …Location: 15132 67th St NE, Grafton, 58237, ND","zillow"
"794","14291 66TH ST NE, GRAFTON, ND, 58237","""14291"" 66TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/14291-66th-St...14291 66th St NE, Grafton, ND 58237 | ZillowWeb14291 66th St NE , Grafton, ND 58237-9165 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"795","15525 66TH ST NE, GRAFTON, ND, 58237","""15525"" 66TH ST NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/15525-66th-St...15525 66th St NE, Grafton, ND 58237 | ZillowWeb15525 66th St NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"796","6638 148TH AVE NE, GRAFTON, ND, 58237","""6638"" 148TH AVE NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6638-148th-Ave...6638 148th Ave NE, Grafton, ND 58237 | ZillowWeb6638 148th Ave NE , Grafton, ND 58237-9211 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"797","6635 HIGHWAY 81, GRAFTON, ND, 58237","""6635"" HIGHWAY 81, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/6635-Highway-81...6635 Highway 81, Grafton, ND 58237 | ZillowWeb6635 Highway 81 , Grafton, ND 58237-9203 is currently not for sale. The sq. ft. single …","zillow"
"798","6644 148TH AVE NE, GRAFTON, ND, 58237","""6644"" 148TH AVE NE, GRAFTON, ND, 58237","4","3.0",NA,"Zillowhttps://www.zillow.com/homedetails/6644-148th-Ave...6644 148th Ave NE, Grafton, ND 58237 | ZillowWeb6644 148th Ave NE , Grafton, ND 58237-9211 is currently not for sale. The sq. ft. single-family home is a 4 bed, 3.0 bath property. This home was built in 1972 and last sold on for. View more property details, sales …","zillow"
"799","6642 148TH AVE NE, GRAFTON, ND, 58237","""6642"" 148TH AVE NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/6642-148th-Ave...6642 148th Ave NE, Grafton, ND 58237 | ZillowWeb6642 148th Ave NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on 2018 …","zillow"
"800","6646 150TH DR NE, GRAFTON, ND, 58237","""6646"" 150TH DR NE, GRAFTON, ND, 58237","4","2","2,769","Zillowhttps://www.zillow.com/homedetails/6646-150th-Dr...6646 150th Dr NE, Grafton, ND 58237 | ZillowWeb6646 150th Dr NE, Grafton, ND 58237 is currently not for sale. The 2,769 Square Feet single family home is a 4 beds, 2 baths property. This home was built in null and last …","zillow"
"801","6646 147TH AVE NE, GRAFTON, ND, 58237","""6646"" 147TH AVE NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/6646-147th-Ave...6646 147th Ave NE, Grafton, ND 58237 | ZillowWeb6646 147th Ave NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"802","6668 148TH AVE NE, GRAFTON, ND, 58237","""6668"" 148TH AVE NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/6668-148th-Ave...6668 148th Ave NE, Grafton, ND 58237 | ZillowWeb6668 148th Ave NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"803","6668 148TH AVE NE, GRAFTON, ND, 58237","""6668"" 148TH AVE NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/6668-148th-Ave...6668 148th Ave NE, Grafton, ND 58237 | ZillowWeb6668 148th Ave NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"804","6671 COUNTY ROAD 8, GRAFTON, ND, 58237","""6671"" COUNTY ROAD 8, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6671-County...6671 County Road 8, Grafton, ND 58237 | ZillowWeb6671 County Road 8 , Grafton, ND 58237-9148 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"805","6679 148TH AVE NE, GRAFTON, ND, 58237","""6679"" 148TH AVE NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6679-148th-Ave...6679 148th Ave NE, Grafton, ND 58237 | ZillowWeb6679 148th Ave NE , Grafton, ND 58237-9211 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …Location: 6668 148th Ave NE, Grafton, 58237, ND","zillow"
"806","6693 157TH AVE NE, GRAFTON, ND, 58237","""6693"" 157TH AVE NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/6693-157th-Ave...6693 157th Ave NE, Grafton, ND 58237 | ZillowWeb6693 157th Ave NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on 2014-08 …","zillow"
"807","6684 145TH AVE NE, GRAFTON, ND, 58237","""6684"" 145TH AVE NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/6684-145th-Ave...6684 145th Ave NE, Grafton, ND 58237 | ZillowWeb6684 145th Ave NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"808","14914 67TH ST NE, GRAFTON, ND, 58237","""14914"" 67TH ST NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/14914-67th-St...14914 67th St NE, Grafton, ND 58237 | ZillowWebClose to Grafton and 40 miles to Grand Forks. Entire upstairs is a master suite complete with bath w/jetted tub, walk-in closet and separate sitting area. 34 x 40 shed with updated electrical, 2 car heated garage attached.","zillow"
"809","15016 67TH ST NE, GRAFTON, ND, 58237","""15016"" 67TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15016-67th-St...15016 67th St NE, Grafton, ND 58237 | ZillowWeb15016 67th St NE , Grafton, ND 58237-9204 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"810","6691 COUNTY ROAD 6, GRAFTON, ND, 58237","""6691"" COUNTY ROAD 6, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6691-County...6691 County Road 6, Grafton, ND 58237 | ZillowWeb6691 County Road 6 , Grafton, ND 58237-9123 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"811","15132 67TH ST NE, GRAFTON, ND, 58237","""15132"" 67TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15132-67th-St...15132 67th St NE, Grafton, ND 58237 | ZillowWeb15132 67th St NE , Grafton, ND 58237-8733 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …Location: 15132 67th St NE, Grafton, 58237, ND","zillow"
"812","15132 67TH ST NE, GRAFTON, ND, 58237","""15132"" 67TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com › homedetails › 15132-67th-St...15132 67th St NE, Grafton, ND 58237 | ZillowWeb15132 67th St NE , Grafton, ND 58237-8733 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …Location: 15132 67th St NE, Grafton, 58237, ND","zillow"
"813","15710 67TH ST NE, GRAFTON, ND, 58237","""15710"" 67TH ST NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com › homedetails › 15710-67th-St...15710 67th St NE, Grafton, ND 58237 | ZillowWeb15710 67th St NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"814","14340 67TH ST NE, GRAFTON, ND, 58237","""14340"" 67TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/14340-67th-St...14340 67th St NE, Grafton, ND 58237 | ZillowWeb14340 67th St NE , Grafton, ND 58237-9149 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"815","6742 157TH AVE NE, GRAFTON, ND, 58237","""6742"" 157TH AVE NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/6742-157th-Ave...6742 157th Ave NE, Grafton, ND 58237 | ZillowWeb6742 157th Ave NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"816","6743 COUNTY ROAD 6, GRAFTON, ND, 58237","""6743"" COUNTY ROAD 6, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/6743-County...6743 County Road 6, Grafton, ND 58237 | ZillowWeb6743 County Road 6, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"817","6749 COUNTY ROAD 6, GRAFTON, ND, 58237","""6749"" COUNTY ROAD 6, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/6749-County...6749 County Road 6, Grafton, ND 58237 | ZillowWeb6749 County Road 6, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …Location: 6743 County Road 6, Grafton, 58237, ND","zillow"
"818","15828 68TH ST NE, GRAFTON, ND, 58237","""15828"" 68TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15828-68th-St...15828 68th St NE, Grafton, ND 58237 | ZillowWeb15828 68th St NE , Grafton, ND 58237-8850 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"819","15310 68TH ST NE, GRAFTON, ND, 58237","""15310"" 68TH ST NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/15310-68th-St...15310 68th St NE, Grafton, ND 58237 | ZillowWeb15310 68th St NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"820","14160 68TH ST NE, GRAFTON, ND, 58237","""14160"" 68TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/14160-68th-St...14160 68th St NE, Grafton, ND 58237 | ZillowWeb14160 68th St NE , Grafton, ND 58237-9152 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"821","6834 147TH AVE NE, GRAFTON, ND, 58237","""6834"" 147TH AVE NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6834-147th-Ave...6834 147th Ave NE, Grafton, ND 58237 | ZillowWeb6834 147th Ave NE , Grafton, ND 58237-9108 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"822","6838 147TH AVE NE, GRAFTON, ND, 58237","""6838"" 147TH AVE NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6838-147th-Ave...6838 147th Ave NE, Grafton, ND 58237 Web6838 147th Ave NE , Grafton, ND 58237-9108 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"823","6846 147TH AVE NE, GRAFTON, ND, 58237","""6846"" 147TH AVE NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com › homedetails › 6846-147th-Ave...6846 147th Ave NE, Grafton, ND 58237 | ZillowWeb6846 147th Ave NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"824","6848 159TH AVE NE, GRAFTON, ND, 58237","""6848"" 159TH AVE NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6848-159th-Ave...6848 159th Ave NE, Grafton, ND 58237 | ZillowWeb6848 159th Ave NE , Grafton, ND 58237-8842 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"825","134 ADAMSEN DR, GRAFTON, ND, 58237","""134"" ADAMSEN DR, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/134-Adamsen-Dr...134 Adamsen Dr, Grafton, ND 58237 Web134 Adamsen Dr , Grafton, ND 58237-9104 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"826","133 ADAMSEN DR, GRAFTON, ND, 58237","""133"" ADAMSEN DR, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/133-Adamsen-Dr...133 Adamsen Dr, Grafton, ND 58237 | ZillowWebAuction Foreclosures These properties are currently listed for sale. They are owned by a bank or a lender who took ownership through foreclosure proceedings. These are also …","zillow"
"827","120 ADAMSEN DR, GRAFTON, ND, 58237","""120"" ADAMSEN DR, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com › homedetails › 120-Adamsen-Dr...120 Adamsen Dr, Grafton, ND 58237 | ZillowWeb120 Adamsen Dr , Grafton, ND 58237-9104 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"828","6841 148TH AVE NE, GRAFTON, ND, 58237","""6841"" 148TH AVE NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/6841-148th-Ave...6841 148th Ave NE, Grafton, ND 58237 Web6841 148th Ave NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"829","6879 158TH AVE NE, GRAFTON, ND, 58237","""6879"" 158TH AVE NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/6879-158th-Ave...6879 158th Ave NE, Grafton, ND 58237 | ZillowWeb6879 158th Ave NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on 2008-02 …","zillow"
"830","118 ADAMSEN DR, GRAFTON, ND, 58237","""118"" ADAMSEN DR, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/118-Adamsen-Dr...118 Adamsen Dr, Grafton, ND 58237 | ZillowWeb118 Adamsen Dr , Grafton, ND 58237-9104 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"831","116 ADAMSEN DR, GRAFTON, ND, 58237","""116"" ADAMSEN DR, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/116-Adamsen-Dr...116 Adamsen Dr, Grafton, ND 58237 | ZillowWeb116 Adamsen Dr , Grafton, ND 58237-9104 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"832","114 ADAMSEN DR, GRAFTON, ND, 58237","""114"" ADAMSEN DR, GRAFTON, ND, 58237",NA,NA,"2,400","Zillowhttps://www.zillow.com/homedetails/114-Adamsen-Dr...114 Adamsen Dr, Grafton, ND 58237 | ZillowWeb1 of 30 5 bd 2 ba 2,400 sqft 114 Adamsen Dr, Grafton, ND 58237 Sold","zillow"
"833","112 ADAMSEN DR, GRAFTON, ND, 58237","""112"" ADAMSEN DR, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/112-Adamsen-Dr...112 Adamsen Dr, Grafton, ND 58237 | ZillowWeb112 Adamsen Dr , Grafton, ND 58237-9104 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …Location: 110 Adamsen Dr, Grafton, 58237, ND","zillow"
"834","16020 HIGHWAY 17, GRAFTON, ND, 58237","""16020"" HIGHWAY 17, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/16020-Highway...16020 Highway 17, Grafton, ND 58237 | ZillowWeb16020 Highway 17 , Grafton, ND 58237-8818 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"835","108 ADAMSEN DR, GRAFTON, ND, 58237","""108"" ADAMSEN DR, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/108-Adamsen-Dr...108 Adamsen Dr, Grafton, ND 58237 | ZillowWeb108 Adamsen Dr , Grafton, ND 58237-9104 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View more property details, sales history and Zestimate data on Zillow.","zillow"
"836","14764 HIGHWAY 17, GRAFTON, ND, 58237","""14764"" HIGHWAY 17, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/14764-Highway...14764 Highway 17, Grafton, ND 58237 | ZillowWeb14764 Highway 17 , Grafton, ND 58237-9103 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"837","15835 HIGHWAY 17, GRAFTON, ND, 58237","""15835"" HIGHWAY 17, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15835-Highway...15835 Highway 17, Grafton, ND 58237 | ZillowWeb15835 Highway 17 , Grafton, ND 58237-8844 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …Location: 6879 158th Ave NE, Grafton, 58237, ND","zillow"
"838","14775 HIGHWAY 17, GRAFTON, ND, 58237","""14775"" HIGHWAY 17, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/14775-Highway...14775 Highway 17, Grafton, ND 58237 Web14775 Highway 17 , Grafton, ND 58237-9103 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …Location: 14764 Highway 17, Grafton, 58237, ND","zillow"
"839","6973 145TH AVE NE, GRAFTON, ND, 58237","""6973"" 145TH AVE NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/6973-145th-Ave...6973 145th Ave NE, Grafton, ND 58237 | ZillowWeb6973 145th Ave NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"840","6973 145TH AVE NE, GRAFTON, ND, 58237","""6973"" 145TH AVE NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6973-145th-Ave...6973 145th Ave NE, Grafton, ND 58237 | ZillowWeb6973 145th Ave NE , Grafton, ND 58237-9106 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"841","6985 143RD AVE NE, GRAFTON, ND, 58237","""6985"" 143RD AVE NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6985-143rd-Ave...6985 143rd Ave NE, Grafton, ND 58237 | ZillowWeb6985 143rd Ave NE , Grafton, ND 58237-9139 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"842","14334 70TH ST NE, GRAFTON, ND, 58237","""14334"" 70TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/14334-70th-St...14334 70th St NE, Grafton, ND 58237 | ZillowWeb14334 70th St NE , Grafton, ND 58237-9138 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"843","14334 70TH ST NE, GRAFTON, ND, 58237","""14334"" 70TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/14334-70th-St...14334 70th St NE, Grafton, ND 58237 | ZillowWeb14334 70th St NE , Grafton, ND 58237-9138 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"844","14712 70TH ST NE, GRAFTON, ND, 58237","""14712"" 70TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/14712-70th-St...14712 70th St NE, Grafton, ND 58237 Web14712 70th St NE , Grafton, ND 58237-9053 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"845","15512 COUNTY ROAD 11, GRAFTON, ND, 58237","""15512"" COUNTY ROAD 11, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/15512-County...15512 County Road 11, Grafton, ND 58237 | ZillowWeb15512 County Road 11, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"846","15520 COUNTY ROAD 11, GRAFTON, ND, 58237","""15520"" COUNTY ROAD 11, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15520-County...15520 County Road 11, Grafton, ND 58237 | ZillowWeb15520 County Road 11 , Grafton, ND 58237-8807 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on …","zillow"
"847","15366 COUNTY ROAD 11, GRAFTON, ND, 58237","""15366"" COUNTY ROAD 11, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/15366-County...15366 County Road 11, Grafton, ND 58237 WebThe yard includes 5 acres which has a 30 x 24 detached garage and a 36 x 62 quonset. This home is on the Grafton school bus route. Enjoy country living but also the convenience of living close to Grafton. Call Jean Jiskra …","zillow"
"848","15513 COUNTY ROAD 11, GRAFTON, ND, 58237","""15513"" COUNTY ROAD 11, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15513-County...15513 County Road 11, Grafton, ND 58237 | ZillowWeb15513 County Road 11 , Grafton, ND 58237-8807 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on …","zillow"
"849","15511 COUNTY ROAD 11, GRAFTON, ND, 58237","""15511"" COUNTY ROAD 11, GRAFTON, ND, 58237","3","1.0","1700","Zillowhttps://www.zillow.com/homedetails/15511-County...15511 County Road 11, Grafton, ND 58237 | ZillowWebThis 1700 square foot single family home has 3 bedrooms and 1.0 bathrooms. This home is located at 15511 County Road 11, Grafton, ND 58237.","zillow"
"850","15535 COUNTY ROAD 11, GRAFTON, ND, 58237","""15535"" COUNTY ROAD 11, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15535-County...15535 County Road 11, Grafton, ND 58237 | ZillowWeb15535 County Road 11 , Grafton, ND 58237-8807 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on …Location: 15537 County Road 11, Grafton, 58237, ND","zillow"
"851","15421 COUNTY ROAD 11, GRAFTON, ND, 58237","""15421"" COUNTY ROAD 11, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com › homedetails › 15421-County...15421 County Road 11, Grafton, ND 58237 | ZillowWebAgent listed New construction Foreclosures These properties are currently listed for sale. They are owned by a bank or a lender who took ownership through foreclosure …","zillow"
"852","15411 COUNTY ROAD 11, GRAFTON, ND, 58237","""15411"" COUNTY ROAD 11, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15411-County...15411 County Road 11, Grafton, ND 58237 | ZillowWeb15411 County Road 11 , Grafton, ND 58237-8806 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on …Location: 15413 County Road 11, Grafton, 58237, ND","zillow"
"853","15415 COUNTY ROAD 11, GRAFTON, ND, 58237","""15415"" COUNTY ROAD 11, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15415-County...15415 County Road 11, Grafton, ND 58237 | ZillowWeb15415 County Road 11 , Grafton, ND 58237-8806 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on …Location: 15417 County Road 11, Grafton, 58237, ND","zillow"
"854","15409 COUNTY ROAD 11, GRAFTON, ND, 58237","""15409"" COUNTY ROAD 11, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/15409-County...15409 County Road 11, Grafton, ND 58237 | ZillowWeb15409 County Road 11, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"855","15413 COUNTY ROAD 11, GRAFTON, ND, 58237","""15413"" COUNTY ROAD 11, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15413-County...15413 County Road 11, Grafton, ND 58237 | ZillowWeb15413 County Road 11 , Grafton, ND 58237-8806 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on …","zillow"
"856","15403 COUNTY ROAD 11, GRAFTON, ND, 58237","""15403"" COUNTY ROAD 11, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15403-County...15403 County Road 11, Grafton, ND 58237 | ZillowWeb15403 County Road 11 , Grafton, ND 58237-8806 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on …Location: 15407 County Road 11, Grafton, 58237, ND","zillow"
"857","15427 COUNTY ROAD 11, GRAFTON, ND, 58237","""15427"" COUNTY ROAD 11, GRAFTON, ND, 58237","3","2","3328","Zillowhttps://www.zillow.com/homedetails/15427-County...15427 County Road 11, Grafton, ND 58237 | ZillowWebThis 8.36 acre Farmette is an exceptional opportunity to own a 3328 Sq. Ft. modern 3 bed/ 2 bath home with main floor laundry & oversized kitchen ideal for processing food raised on the 5.47 acres of tillable land. Two …","zillow"
