"","ONET Certification","Confidence of Match","Burning Glass Certification"
"5551","apple certified support professional (acsp) 10.15",0.0666666666666667,"ascp histotechnician"
"10147","apple certified support professional (acsp) 10.15",0.0666666666666667,"ascp histotechnologist"
"3514","ipc-7721& ipc-7711 rework, repair, & modification of printed boards & electronic assemblies",0.06,"blue print reading"
"6612","isa certified control systems technician - level i",0.0571428571428571,"is0 22000"
"2880","avid certified user: pro tools for game audio",0.054186851441168,"audi certified"
"8860","oracle cloud platform content and experience 2020 specialist",0.05,"200 ton masters"
"1589","medium/heavy truck aftermarket parts specialist (suspension and steering)",0.0444444444444444,"graphic arts"
"5671","screw machining level iii - set up & operate with multiple spindles iii",0.0363636363636364,"seo certified"
"48","certified commissioning authority",0.0210165068652759,"certified lifeguard"
"154","certified commissioning authority",0.0210165068652759,"chrysler certified"
"239","certified commissioning authority",0.0210165068652759,"certified rehabilitation counselor"
"243","certified commissioning authority",0.0210165068652759,"bmw certified"
"313","certified commissioning authority",0.0210165068652759,"certified teacher"
"347","certified commissioning authority",0.0210165068652759,"certified outpatient coding"
"357","certified commissioning authority",0.0210165068652759,"tia certified"
"478","certified commissioning authority",0.0210165068652759,"certified framer"
"497","certified commissioning authority",0.0210165068652759,"certified anti money laundering"
"648","certified commissioning authority",0.0210165068652759,"certified dealer"
"662","certified commissioning authority",0.0210165068652759,"certified brazer"
"709","certified commissioning authority",0.0210165068652759,"certified scrummaster"
"759","certified commissioning authority",0.0210165068652759,"vmware certified"
"977","certified commissioning authority",0.0210165068652759,"certified nurseryman"
"978","certified commissioning authority",0.0210165068652759,"certified forester"
"979","certified commissioning authority",0.0210165068652759,"certified arborist"
"1196","certified commissioning authority",0.0210165068652759,"certified cross connection"
"1200","certified commissioning authority",0.0210165068652759,"gm certified"
"1231","certified commissioning authority",0.0210165068652759,"certified event planner"
"1260","certified commissioning authority",0.0210165068652759,"3m certified"
"1262","certified commissioning authority",0.0210165068652759,"certified sanitarian"
"1263","certified commissioning authority",0.0210165068652759,"certified entomologist"
"1325","certified commissioning authority",0.0210165068652759,"hp certified"
"1434","certified commissioning authority",0.0210165068652759,"asc certified"
"1487","certified commissioning authority",0.0210165068652759,"certified ethical hacker"
"1689","certified commissioning authority",0.0210165068652759,"istqb certified"
"1708","certified commissioning authority",0.0210165068652759,"certified flagger"
"1725","certified commissioning authority",0.0210165068652759,"blue oval certified"
"1809","certified commissioning authority",0.0210165068652759,"certified rt"
"2032","certified commissioning authority",0.0210165068652759,"certified procurement transplant coordinator"
"2087","certified commissioning authority",0.0210165068652759,"certified erector"
"2101","certified commissioning authority",0.0210165068652759,"certified substance abuse counselor"
"2103","certified commissioning authority",0.0210165068652759,"certified boilermaker"
"2133","certified commissioning authority",0.0210165068652759,"mbe certified"
"2140","certified commissioning authority",0.0210165068652759,"certified climber"
"2142","certified commissioning authority",0.0210165068652759,"certified driver"
"2153","certified commissioning authority",0.0210165068652759,"certified specimen collector"
"2214","certified commissioning authority",0.0210165068652759,"certified rehab nurse"
"2215","certified commissioning authority",0.0210165068652759,"msha certified"
"2467","certified commissioning authority",0.0210165068652759,"certified millwright"
"2505","certified commissioning authority",0.0210165068652759,"sdb certified"
"2511","certified commissioning authority",0.0210165068652759,"certified tumor registrar"
"2572","certified commissioning authority",0.0210165068652759,"certified agent"
"2643","certified commissioning authority",0.0210165068652759,"certified urology coder"
"2645","certified commissioning authority",0.0210165068652759,"certified repairman"
"2817","certified commissioning authority",0.0210165068652759,"certified private pilot"
"3164","certified commissioning authority",0.0210165068652759,"map certified"
"3385","certified commissioning authority",0.0210165068652759,"certified ironworker"
"3459","certified commissioning authority",0.0210165068652759,"certified recruiter"
"3481","certified commissioning authority",0.0210165068652759,"asa certified"
"3486","certified commissioning authority",0.0210165068652759,"certified emergency department coder"
"3510","certified commissioning authority",0.0210165068652759,"certified emergency responder"
"3532","certified commissioning authority",0.0210165068652759,"6-g certified"
"3885","certified commissioning authority",0.0210165068652759,"clia certified"
"4045","certified commissioning authority",0.0210165068652759,"certified interpretive guide"
"4494","certified commissioning authority",0.0210165068652759,"certified medication aide"
"4577","certified commissioning authority",0.0210165068652759,"certified detailer"
"4627","certified commissioning authority",0.0210165068652759,"exercise physiologist certified"
"4655","certified commissioning authority",0.0210165068652759,"certified translator"
"5014","certified commissioning authority",0.0210165068652759,"npdes certified"
"5284","certified commissioning authority",0.0210165068652759,"certified cytotechnologist"
"5396","certified commissioning authority",0.0210165068652759,"certified fertilizer"
"5538","certified commissioning authority",0.0210165068652759,"certified prosthetist"
"5699","certified commissioning authority",0.0210165068652759,"certified interviewer"
"5731","certified commissioning authority",0.0210165068652759,"certified estimator"
"5879","certified commissioning authority",0.0210165068652759,"certified typist"
"5914","certified commissioning authority",0.0210165068652759,"certified pipelayer"
"5943","certified commissioning authority",0.0210165068652759,"atssa certified"
"6043","certified commissioning authority",0.0210165068652759,"certified pedorthist"
"6094","certified commissioning authority",0.0210165068652759,"certified culinarian"
"6378","certified commissioning authority",0.0210165068652759,"certified horticulturist"
"6568","certified commissioning authority",0.0210165068652759,"certified premier partner"
"6623","certified commissioning authority",0.0210165068652759,"certified mlt"
"6695","certified commissioning authority",0.0210165068652759,"bea certified"
"6824","certified commissioning authority",0.0210165068652759,"certified janitorial"
"7071","certified commissioning authority",0.0210165068652759,"mercruiser certified"
"7307","certified commissioning authority",0.0210165068652759,"certified esthetician"
"7466","certified commissioning authority",0.0210165068652759,"certified divemaster"
"7548","certified commissioning authority",0.0210165068652759,"certified investigator"
"7591","certified commissioning authority",0.0210165068652759,"certified picture framer"
"7615","certified commissioning authority",0.0210165068652759,"certified crop advisor"
"7864","certified commissioning authority",0.0210165068652759,"certified transplant preservationist"
"8288","certified commissioning authority",0.0210165068652759,"atv certified"
"8665","certified commissioning authority",0.0210165068652759,"certified meeting planner"
"8705","certified commissioning authority",0.0210165068652759,"lexmark certified"
"8757","certified commissioning authority",0.0210165068652759,"certified manlift"
"8813","certified commissioning authority",0.0210165068652759,"certified dialysis nurse"
"8841","certified commissioning authority",0.0210165068652759,"certified proadvisor"
"9132","certified commissioning authority",0.0210165068652759,"certified rheumatology coder"
"9135","certified commissioning authority",0.0210165068652759,"certified microstation"
"9146","certified commissioning authority",0.0210165068652759,"mac certified"
"9221","certified commissioning authority",0.0210165068652759,"ahip certified"
"9227","certified commissioning authority",0.0210165068652759,"certified orthotist"
"9499","certified commissioning authority",0.0210165068652759,"certified escort"
"9548","certified commissioning authority",0.0210165068652759,"certified gunsmith"
"9566","certified commissioning authority",0.0210165068652759,"certified hi-lo driver"
"9743","certified commissioning authority",0.0210165068652759,"certified spotter"
"9943","certified commissioning authority",0.0210165068652759,"certified gemologist"
"10066","certified commissioning authority",0.0210165068652759,"carf certified"
"10108","certified commissioning authority",0.0210165068652759,"certified passport agent"
"10201","certified commissioning authority",0.0210165068652759,"certified emergency nurse"
"10264","certified commissioning authority",0.0210165068652759,"certified volunteer"
"10349","certified commissioning authority",0.0210165068652759,"certified lactation counselor"
"10370","certified commissioning authority",0.0210165068652759,"certified radiographic interpreter"
"10371","certified commissioning authority",0.0210165068652759,"aws certified radiographic interpreter"
"10519","certified commissioning authority",0.0210165068652759,"cap certified"
"10717","certified commissioning authority",0.0210165068652759,"certified hospice"
