Number of states within the category,State/ Country,Sub-categories,Tool,Name of tool,Web link of the tool,Variables Used (list all that apply),Geographic Levels,Geographic Levels2,number of geographic levels,Data Sources-Census,Data Sources-Census2,Data Sources-Non Census,Data Sources-Non Census2,Direct links to Census,Census link,Frequency,Age of data,Age of data2,Age of data_range,Historical data,Data Linkage,Citation,Notes
,Kansas,Estimates,Table Viewer/Download,"Population Growth, Kansas and the U.S., 1860-2021, Selected Years",,"Resident population, decennial growth rate, Kansas population as percentage of US population",State,State,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2021,2021,"1860, 2021",Y,N,N,
,Kansas,Estimates,Table Viewer/Download,"Population of Metropolitan Areas in Kansas, 2010-2021",,"2020, 2010 population, numeric and percent change","County, Metropolitan area","County, Metropolitan Area",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2020,2020,"2010, 2020",Y,N,N,
,Kansas,Estimates,Table Viewer/Download,"Population of Cities in Kansas , April 1, 2020 - July 1, 2021",,"2020, 2021 population, percent change ",City,City/Town,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2020,2021,"2020, 2021",Y,N,N,
,Kansas,Estimates,Data Visualization/ Table Viewer,Kansas Regional Data Portal ,,"Demographics: total population, Population by race/ethnicity, population by age, median age, components of population change, migration, educational attainment","State, County, Economic region","State, County, Economic region",,U.S. Census Bureau ,Census Bureau," Institute for Policy & Social Research, The University of Kansas", Institute for Policy & Social Research-The University of Kansas,N,N ,As released,2010-2021,2021,"2010, 2021",,N,Y,
,Kansas,Projections,Table Viewer/Download,"Population Projections for Kansas, by Age and Gender, 2014-2044, Selected Years",,Population Projections By age group ,State,State,,,,,,N,N ,As released,,,,,N,Y,
,Kansas,Projections,Table Viewer/Download,"Population Projections for Kansas, by County, 2015-2045, Selected Years",,Population Projections,County ,County ,,,,,,N,N ,As released,,,,,N,Y,
,Kansas,Projections,Table Viewer/Download,"Population Projections for Kansas, by County, People Age 65 and Over, 2015-2045, Selected Years",,Population Projections for People Age 65 and Over,County ,County ,,,,,,N,N ,As released,,,,,N,Y,
,Kentucky,Estimates,Table Download,"Annual Estimates of the Resident Population for Counties in Kentucky: April 1, 2020 to July 1, 2022",,"2020, 2021, 2022 Population","State, Area Development Districts, Counties","State, Area Development District, County",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"2020, 2022",Y,N,Y,
,Kentucky,Estimates,Table Download,Cumulative Estimates of the Components of Population Change (2020-2022),,"Annual change (2021-2022) and cummulative change (2020-2022): Total population change, Natural change, Births, deaths, Net migration ","State, Area Development Districts, Counties","State, Area Development District, County",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"2020, 2022",Y,N,Y,
,Kentucky,Estimates,Table Download,Population by Sex and Age Group (2020-2021),,Population by 5-year age group and sex,"State, Area Development Districts, Counties","State, Area Development District, County",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2021,2021,"2020, 2021",Y,N,N,
,Kentucky,Estimates,Table Download,"Population by Sex, Age Group, Race and Hispanic Origin (2020-2022)    ",,"Population by 5-year age group sex, race and hispanic origin","State, Area Development Districts, Counties","State, Area Development District, County",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"2020, 2022",Y,N,Y,
,Kentucky,Estimates,Table Download,Total Population (2020-2022) for incorporated cities,,"2020, 2021, 2022 Population, population change","incorporated cities, counties","Incorporated City, County",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"2020, 2022",Y,N,Y,
,Kentucky,Projections,Report,Population and Household Projections,https://louisville.app.box.com/s/ndp7uvqbi6xtsv1sd2ylntvaer02kklq,,"State, Area Development Districts, Counties","State, Area Development District, County",,U.S. Census Bureau ,Census Bureau,Kentucky Cabinet for Health and Family Services,Kentucky Cabinet for Health and Family Services,N,N ,As released,2022,2022,2022,,N,N,
,Kentucky,Projections,Table Download,"Population by Sex and Five Year Age Group (includes total population, population in households, and population in group quarters)",,,County,County,,,,,,N,N ,As released,2022,2022,2022,,N,N,
,Kentucky,Projections,Table Download,Population by Race and Ethnicity,,,"State, Area Development Districts","State, Area Development District",,,,,,N,N ,As released,2022,2022,2022,,N,N,
,Louisiana,Estimates,Table Viewer,Profile of Louisiana's Population,,,State,State,,U.S. Census Bureau ,Census Bureau,,,Y,https://data.census.gov/profile?g=040XX00US22,As released,2021,2021,2021,Y,N,N,
,Louisiana,Estimates,Table Download,Historical population estimates,,"2010, 2020 Population, population change","State; Parish; Place (i.e., city, town, village)","State, Parish,  Places ",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2020,2020,2020,Y,N,N,
,Louisiana,Projections,Table Download,State and parish-level population projections 2010-2030,,,Parish,Parish,,,,,,N,N ,As released,2010,2010,2010,N ,N,N,
,Maine,Estimates,Table Download,"Total Population in the State, Counties, and County Subdivisions",,"2020, 2010 population, percent change","State, Counties, County Subdivisions","State, County, County Subdivision",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2020,2020,2020,Y,N,N,
,Maine,Estimates,Table Download,Population by Race & Ethnicity in Counties,,"By race/ethnicity-2020, 2010 population, number and percent change",County,County,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2020,2020,2020,Y,N,N,
,Maine,Estimates,Table Download,Population by Race & Ethnicity in County Subdivisions,,"By race/ethnicity-2020, 2010 population",County Subdivisions,County Subdivision,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2020,2020,2020,Y,N,N,
,Maine,Projections,Table Viewer/Download,Maine State and County Population Projections 2040 ,,"2020 population, 2025, 2030, 2035, 2040 projections","State, County","State, County",,"U.S. Census Bureau, ACS","Census Bureau, ACS"," Office of Data, Research, and Vital Statistics in the Maine Department of Health and Human Services", Office of Data Research and Vital Statistics in the Maine Department of Health and Human Services,N,N ,As released,2020,2020,2020,Y,N,Y,
,Maine,Projections,Table Viewer/Download,Maine City and Town Population Projections 2040,,"2010, 2015, 2020 population, 2025, 2030, 2035, 2040 projections","City, Town",City/Town,,"U.S. Census Bureau, ACS","Census Bureau, ACS"," Office of Data, Research, and Vital Statistics in the Maine Department of Health and Human Services", Office of Data Research and Vital Statistics in the Maine Department of Health and Human Services,N,N ,As released,2020,2020,2020,Y,N,Y,
,Maine,Projections,Data Visualization,"Maine State, County, and Town Population Projections, 2040",https://www.maine.gov/dafs/economist/dashboard,"Age pyramid, Change map, Table data","State, County, Town","State, County, City/Town",,"U.S. Census Bureau, ACS","Census Bureau, ACS"," Office of Data, Research, and Vital Statistics in the Maine Department of Health and Human Services", Office of Data Research and Vital Statistics in the Maine Department of Health and Human Services,N,N ,As released,2020,2020,2020,Y,N,Y,
,Maryland,Estimates,Table Viewer/Download,"Population Estimates by Age, Race and Gender - April 1, 2020 Estimates Base to July 1, 2022",,"List of tables with different estimates for age, race, and gender","State, Region, Jurisdiction","State, Region, Jurisdiction",,U.S. Census Bureau ,Census Bureau,Human Services, Office of Data Research and Vital Statistics in the Maine Department of Health and Human Services,N,N ,As released,2022,2022,"2020, 2022",Y,N,Y,
,Maryland,Estimates,Table Viewer/Download,"Municipal Population Estimates
April 1, 2020 to July 1, 2022",,List of tables with annual population estimates,"State, County, Incorporated places","State, County, Incorporated Place",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"2020, 2022",Y,N,Y,
,Maryland,Estimates,Table Viewer/Download,Population Estimates for Maryland's Jurisdictions: 2022,,List of tables with annual population estimates,"State, Jurisdictions, County","State, Jurisdiction, County",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,2022,Y,N,Y,
,Maryland,Projections,Table Download,Preliminary Historical and Projected Total Population for Maryland's Jurisdictions ,,Estimates and projections in 10 year interval,"State, Jurisdictions, County","State, Jurisdiction, County",,,,,,N,N ,As released,2022,2022,2022,Y,N,Y,
,Massachusetts,Estimates,Table Download,"Population of Massachusetts Cities, Towns & Counties: Census Counts and Estimates, 1930-2022",,,"Cities, Towns, County","City/Town, County",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"1930, 2022",Y,N,N,
,Massachusetts,Estimates,Data Visualization,Massachusetts population estimates compare to other states,,"Annual estimates, Annual change, Cumulative change, components of change",State,State,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,2022,Y,N,N,
,Massachusetts,Estimates,Data Visualization/ Table Download,Massachussetts Estimated Components of change,,"Births, deaths, domestic and international migration",State,State,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,2022,Y,N,N,
,Massachusetts,Estimates,Data Visualization,county-level population estimates,,"Annual estimates, Annual change, Cumulative change, components of change",County,County,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,2022,Y,N,N,
,Massachusetts,Estimates,Data Visualization,Estimated Components of change,,"Births, deaths, domestic and international migration",County,County,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,2022,Y,N,N,
,Massachusetts,Estimates,Data Visualization,Massachussetts Estimated Components of change,,"Annual estimates, Annual change, Cumulative change","Cities, Towns",City/Town,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,2022,Y,N,N,
,Massachusetts,Projections,Data Visualization/ Table Download,Massachussetts Population Projections,,Estimates and Projections 2000-2050,"Cities, Towns, County","City/Town, County",,"U.S. Census Bureau, ACS","Census Bureau, ACS",Massachusetts Department of Public Health ,Massachusetts Department of Public Health ,N,N ,As released,2022,2022,2022,Y,N,Y,
,Michigan ,Estimates ,Table Viewer/Download,State Population Totals and Components of Change,,,"State, County, Metro and Micro Population areas, City, Town, Township","State, County, Metro Population Area, Micro Population Area, City/Town, Township",,U.S. Census Bureau ,Census Bureau,,,Y,,As released,2021,2021,2021,Y,N,N,
,Michigan ,Estimates ,Table Viewer/Download,"State Population Totals by Age, Sex, Race, and Ethnicity",,,"State, County","State, County",,U.S. Census Bureau ,Census Bureau,,,Y,,As released,2021,2021,2021,Y,N,N,
,Michigan ,Projections,Table Viewer/Download,Population projections by 5-year,,By 5-year age group,"State, County, Planning Region, Prosperity Region","State, County, Planning Region, Prosperity Region",,,,,,,,As released,,,,,N,Y,
,Minnesota,Estimates ,Table Viewer/Download,Population estimates,,"Population, Household, Persons per household","State, County, Region, Cities, Townships","State, County, Region, City/Town, Township",,U.S. Census Bureau ,Census Bureau,,,N,N,As released,2021,2021,2021,Y,N,N,
,Minnesota,Projections,Table Download,Population projections by 5-year and 1-year,,"By 5-year age group, race, total","State, County, Region","State, County, Region",,"U.S. Census Bureau, ACS","Census Bureau, ACS",MN Department of Health,MN Department of Health,N,N,As released,2023,2023,2023,N ,N,Y,
,Minnesota,Estimates ,Data Visualization,Census 2020 Map Tool (block level),https://mn.gov/admin/demography/data-by-topic/population-data/2020-decennial-census/map-tool-block/,"Total population, total housing units, occupied housing units, vacant housing units","Blocks, cities, towns","Block, City/Town",,"U.S. Census Bureau, ACS","Census Bureau, ACS",,,N,N,As released,2020,2020,2020,N ,N,Y,
,Mississippi,Estimates ,Table Viewer/Download,Estimates,,Population and Housing estimates,"State, County, Metro and Micro Population areas, City, Town, Township","State, County, Metro Population Area, Micro Population Area, City/Town, Township",,U.S. Census Bureau ,Census Bureau,,,Y,https://www.census.gov/programs-surveys/popest.html,As released,2022,2022,2022,Y,N,N,
,Mississippi,Projections,Table Viewer/Download,State-of-Mississippi-Population-Projections-2020-2050,,"By 5-year age group, race, gender, total",State,State,,U.S. Census Bureau ,Census Bureau," Mississippi State Department of Health (MSDH), CDC"," Mississippi State Department of Health, CDC",N,N,As released,,,,N ,N,Y,
,Missouri,Estimates,Table Download,Missouri Population Estimates - 2020-2021,,"Population estimate, population change","State, County, City","State, County, City/Town",,U.S. Census Bureau ,Census Bureau,,,N,N,As released,2021,2021,"2020, 2021",Y,N,N,
,Missouri,Estimates ,Table Viewer/Download,Population Trends with Demographics,https://mcdc.missouri.edu/applications/population/trends/,"By broad age bins, race: Population estimate","State, County","State, County",,U.S. Census Bureau ,Census Bureau,,,N,N,As released,2020,2020,"1990, 2020",Y,N,Y,
,Missouri,Estimates ,Table Viewer/Download,Population Estimates by Age,https://mcdc.missouri.edu/applications/population/by-age/,"By  5-year age age, race: Population estimate",State,State,,U.S. Census Bureau ,Census Bureau,,,N,N,As released,2020,2020,"1990, 2020",Y,N,Y,
,Missouri,Estimates ,Table Viewer/Download,State/County Annual Population Change,https://mcdc.missouri.edu/applications/population/change/,"Population estimate, population change","State, County","State, County",,U.S. Census Bureau ,Census Bureau,,,N,N,As released,2021,2021,"2000, 2021",Y,N,Y,
,Mississippi,Projections,Table Download,"Missouri Population Projections - by County, Age, and Sex: 2000 to 2030",,List of tables,"State, County","State, County",,U.S. Census Bureau ,Census Bureau,"Missouri Department of Health and Senior Services, Missouri Department of Corrections","Missouri Department of Health and Senior Services, Missouri Department of Corrections",N,N,As released,,,,,N,Y,
,Guam ,Estimates ,Data Visualization/Table Viewer,Housing and Population,,"2010, 2020- Population and Housing","State, Villages","State, Village",,U.S. Census Bureau ,Census Bureau,,,N,N,As released,2020,2020,"2010, 2020",Y,N,N,
,Guam ,Estimates ,Table Viewer/Download,Demographic Total Dashboard,,"Sex and age, Median age by sex, Race, Hispanic or latino origin, relationship, households by type","Guam, Villages","Nation, Village",,U.S. Census Bureau ,Census Bureau,,,N,N,As released,2020,2020,2020,Y,N,N,
,Guam ,Projections,Did not find anything,,,,,,,,,,,,,,,,,,,,
,Puerto Rico,Estimates ,Data Visualization,Annual population estimates of the municipalities since 1950,,Total population,"Puerto Rico, states","Nation, State",,U.S. Census Bureau ,Census Bureau,,,N,N,As released,2022,2022,2022,Y,N,N,
,Puerto Rico,Estimates,Table Download,"Annual Estimates of the Resident Population for Puerto Rico Municipios: April 1, 2020 to July 1, 2022",,"2020, 2021, 2022 Population","Puerto Rico, municipalities","Nation, Municipality",,U.S. Census Bureau ,Census Bureau,,,N,N,As released,2022,2022,"2020, 2022",Y,N,N,
,Puerto Rico,Estimates,Table Download,"Annual and Cumulative Estimates of Resident Population Change for Municipios in Puerto Rico and Municipio Rankings: April 1, 2020 to July 1, 2022",,"2020, 2021, 2022 Population, annual change, cumulative change","Puerto Rico, municipalities","Nation, Municipality",,U.S. Census Bureau ,Census Bureau,,,N,N,As released,2022,2022,"2020, 2022",Y,N,N,
,Puerto Rico,Estimates,Table Download,"Annual Estimates of the Resident Population by Single Year of Age and Sex for the Puerto Rico Commonwealth: April 1, 2020 to July 1, 2022",,By single year age and sex,Puerto Rico,Nation,,U.S. Census Bureau ,Census Bureau,,,N,N,As released,2022,2022,"2020, 2022",Y,N,N,
,Puerto Rico,Estimates,Table Download,"Annual Estimates of the Resident Population for Selected Age Groups by Sex for Puerto Rico Commonwealth: April 1, 2020 to July 1, 2022",,By 5-year age and sex,Puerto Rico,Nation,,U.S. Census Bureau ,Census Bureau,,,N,N,As released,2022,2022,"2020, 2022",Y,N,N,
,Puerto Rico,Projections,Did not find anything,,,,,,,,,,,,,,,,,,,,
