,PROJECT_ID,ABSTRACT,PROJECT_TERMS,PROJECT_TITLE,DEPARTMENT,AGENCY,PROJECT_START_DATE,PROJECT_END_DATE,FY,FY_TOTAL_COST
80,89813,THE EURASIAN FRESHWATER CYCLE FROM GRACE AND IN-S ITU HYDROLOGIC NETWORKS: DISTINGUISHING WATER CYCLE BEHAVIOR IN PERMAFROST AND NON-PERMAFROST REGIONS- We propose to use monthly values of time-variable gravity from GRACE in combination with runoff / prec,Behavior; Force of Gravity; Fresh Water; Time; Water,THE EURASIAN FRESHWATER CYCLE FROM GRACE AND IN-S ITU HYDROLOGIC NETWORKS: DISTINGUISHING WATER CYCLE BEHAVIOR IN PERMAFROST AND NON-PERMAFROST REGIONS- WE PROPOSE TO USE MONTHLY VALUES OF TIME-VARIABLE GRAVITY FROM GRACE IN COMBINATION WITH RUNOFF / PREC,NASA,NASA,10/1/2008,9/30/2010,2008,271328.0
81,89810,ISPI CASSINI - INSTANTANEOUS STELLAR PARALLAX INVESTIGATION VIA CASSINI- We propose a novel technique / ISPI (INSTANTANEOUS STELLAR PARALLAX INVESTIGATION) / to measure distances to astrophysical sources using a combination of Cassini in the Saturn system,Investigation; Measures; novel; Saturn; Source; System; Techniques,ISPI CASSINI - INSTANTANEOUS STELLAR PARALLAX INVESTIGATION VIA CASSINI- WE PROPOSE A NOVEL TECHNIQUE / ISPI (INSTANTANEOUS STELLAR PARALLAX INVESTIGATION) / TO MEASURE DISTANCES TO ASTROPHYSICAL SOURCES USING A COMBINATION OF CASSINI IN THE SATURN SYSTEM,NASA,NASA,10/1/2008,9/30/2010,2008,50000.0
82,89806,"Layer-8 attacks (e.g., spam and phishing) are launched from a malicious service platform, e.g., botnet, which consists of a large number of infected machines (or bots). Such an attack platform relies on lower-layer network services to achieve efficiency, robustness, and stealth in communication and attack activities. These services include look-up (e.g., DNS), hosting (e.g., Web servers), and transport (e.g., BGP).The main research goals and approaches of the CLEANSE project are:         1. Control-plane monitoring. Much of the infrastructure for mounting layer-8 attacks involves abuse of the control plane in core network services (e.g., DNS and BGP).The CLEANSE project develops control-plane anomaly detection sensors that are distributed, online, and real-time.         2. Data-plane monitoring. The project develops new and general network anomaly detection algorithms based on traffic sampling and clustering for monitoring high-speed traffic.         3. Improved security auditing capabilities. The CLEANSE project develops packet  tagging/tainting  techniques to enable tracking and clustering of network traffic flows (e.g., that are generated by the same bot program). The project also develops improved traffic sampling capabilities that are attack-aware and distributed network-wide.By focusing on monitoring of core network services, the CLEANSE framework can detect future layer-8 attacks and new forms of large-scale malware infections. The project also creates educational contents, including new textbooks and on-line course materials, which directly benefit from the research activities. The CLEANSE project team also work with industry partners (including the ISPs) to organize focused workshops that bring together researchers from academia and practitioners from the industry/ISP, government, and law enforcement agencies to foster the exchange of ideas, data, and technologies.",Academia; Algorithms; base; Communication; Data; Detection; Educational workshop; Fostering; Future; Goals; Government; improved; Industry; industry partner; Infection; Internet; Law Enforcement; Monitor; Pathway Analysis; phishing; programs; Research; Research Activity; Research Infrastructure; Research Personnel; Sampling; Secure; Secure; Security; sensor; Services; spam; Techniques; Technology; Textbooks; Time; trafficking; Work,COLLABORATIVE RESEARCH: CT-L: CLEANSE: CROSS-LAYER LARGE-SCALE EFFICIENT ANALYSIS OF NETWORK ACTIVITIES TO SECURE THE INTERNET,NSF,NSF,10/1/2008,9/30/2012,2008,500000.0
83,89802,"Preliminary analysis of the storms preceding the recent Eastern Iowa floods have revealed that there was no single, extreme storm that was responsible for the flood conditions. Instead, the effect of a sequence of storms compounded, affecting locations along the larger rivers in the basin. We propose to investigate: (1) the link between the characteristics of the storms (or group of storms) that caused the floods along the Iowa River; (2) how storm properties are related to flooding as a function of basin scale, following insights from a new geophysical theory of floods; and (3) whether the methodologies developed here can be extended to other large basins using the Hydro?]NEXRAD radar?]rainfall dataset.The urgency of our proposal lies in the pressing need to understand the causes and far?]reaching effects of the 2008 Iowa flood. Undoubtedly, local authorities and communities will be looking to our research facility, IIHR?]Hydroscience and Engineering at The University of Iowa, to analyze the flooding events and offer guidance in adopting measures to prevent or mitigate the effect of future floods. While this proposal addresses a very recent, ongoing natural disaster, it is grounded in our collective, sustained work on the geophysical theory of floods.Intellectual Merit: Over the past 20 years, scientists at the University of Colorado, The University of Iowa, and other institutions have collaborated on a new theory of floods. Recent advances in this theory have revealed the important role played by the self?]similar structure of the river network in determining the magnitude of peak flows. In particular, flow aggregation patterns imposed by the presence of the river network provide explicit guidelines to understand the genesis of extreme flooding events similar to the ones in Eastern Iowa in June 2008. This framework allows rapid and physically meaningful analysis of flood events across a range of spatial scales, without the need to resort to rainfall?]runoff model calibration.Broader Impacts: This work could potentially change the concept of Probable Maximum Precipitation and Probable Maximum Flood and their use in engineering design. The analysis will also offer significant insight into our globally changing climate.",Address; Adopted; Affect; Anatomy; authority; Calibration; Characteristics; climate change; Colorado; Communities; Data Set; Drainage procedure; Engineering; engineering design; Event; Floods; Future; Guidelines; insight; Institution; Iowa; Link; Location; Measures; Methodology; Modeling; Natural Disasters; Pattern; Play; Precipitation; prevent; Property; Radar; research facility; Resort; Rivers; Role; Scientist; Structure; theories; Universities; Work,SGER: ANATOMY OF THE 2008 IOWA FLOOD: EXPLORING THE INTERPLAY BETWEEN SUCCESSIVE STORMS AND BASIN DRAINAGE TOPOLOGY,NSF,NSF,10/1/2008,9/30/2009,2008,52514.0
84,89800,"This project seeks to understand how science, public opinion, and media interact in shaping public decision making. The context of inquiry for this project will be the six communities currently being evaluated by the Department of Homeland Security to host the National Bio- and Agro-defense Facility (NBAF). The design incorporates public opinion survey methodology, in-depth interviews with stakeholders and media content analysis. This multi-faceted design will provide insights into both successful and failed communication strategies aimed at engaging local residents, and help the research team develop a better understanding of how public deliberation can help or undermine efforts to meaningfully connect with various publics on risk-related issues. The research will contribute to understanding the social amplification an attenuation of risk. In particular, the PI is interested in two levels of outcome variables. At a first level, the PI will explore how the interplay of media coverage, interpersonal channels, and predispositional factors shape feelings of trust toward various stakeholders, including executive and regulatory bodies at the state and federal level, local agencies and governments, and other regional players. This first outcome variable is likely to directly shape a second-level outcome variable that this project examines through comparative analysis of multiple communities: public perceptions of risks and their dynamic nature over time.",attenuation; Communication; Communities; comparative; Decision Making; design; Feeling; Government Agencies; insight; interest; Interview; Nature; Outcome; Public Opinion; Research; research facility; Risk; risk perception; Science; Security; Shapes; Site; social; Survey Methodology; Time; Trust,"MEDIA, TALK, AND TRUST: THE SOCIAL AMPLIFICATION OF RISK DURING SITE SELECTION FOR A BIO-RESEARCH FACILITY",NSF,NSF,10/1/2008,9/30/2010,2008,396779.0
85,90305,"We propose applying transcendence techniques to curves and abelian varieties in a family and to classical period maps to deduce transcendence properties for functions which are solutions of a Picard-Fuchs equation. This leads naturally to considering the distribution of points with special properties on subvarieties of Shimura varieties. These special properties can be interpreted as meaning that the points lie on the intersection of the subvariety with certain Shimura subvarieties. This leads to studying open conjectures in the theory of Shimura varieties. We also propose an approach independent of these conjectures which would involve studying the locus of ``irreducible'' points on subvarieties of Shimura varieties. We propose developing a transcendence theory for more general varieties in a family, and for more general period maps as well as for periods of higher order forms. A fundamental problem in transcendence theory is the determination of the exceptional set of a function, that is the set of algebraic numbers at which the function assumes algebraic values. A classical result is that the exceptional set of the exponential function consists only of the origin. This implies that e and pi are transcendental. In previous work, we determine the exceptional set of the classical hypergemetric function and its generalization to several complex variables by relating these functions to families of algebraic curves. We intend to extend this work to a wider class of functions related to more general families of algebraic curves and varieties.",Complex; Equation; Family; Maps; Property; Solutions; Techniques; theories; Work,TRANSCENDENCE ON VARIETIES IN FAMILIES,NSF,NSF,9/15/2008,8/31/2012,2008,120943.0
86,89789,"This Workshop will be held in Hilton Head, South Carolina - March 2009.  Workshop:  A Workshop on Friction:  A Grand Challenge at the interface of Solid and Fluid Mechanics.  A grand challenge lies in the formulation of unified analysis techniques addressing friction through the momentum/energy transfer and thermal processes leading to the diversion of useful kinetic energy to parasitic processes on atomic to continuum scales, irrespective of the media on either side of the interface.Improved understanding and modeling of the multiple origins of friction form a vital component of technologies aimed at reducing the environmental impact of human development and transportation, ranging from reduced wear, noise and/or vibration, increased transmission efficiency, turbulent skin friction reduction for increased vehicle efficiency, improved models and control of pollutant dispersion by atmospheric winds in urban ?rough? environments to advanced understanding of environmental physics and climate phenomena such as ice-field development and glacier melting.",Address; Climate; Development; Drug Formulations; Educational workshop; Energy Transfer; Environment; Environmental Impact; Friction; Glacier; Head; Human Development; Ice; improved; Kinetics; Liquid substance; Mechanics; melting; Modeling; Noise; Physics; pollutant; Process; Side; Skin; Solid; South Carolina; Techniques; Technology; transmission process; Transportation; vibration,"WORKSHOP: A WORKSHOP ON FRICTION: A GRAND CHALLENGE AT THE INTERFACE OF SOLID AND FLUID MECHANICS, TO BE HELD IN HILTON HEAD, SOUTH CAROLINA MARCH 2009",NSF,NSF,12/1/2008,1/31/2012,2008,45000.0
87,89786,"The Professional Development Program (PDP) is designed to prepare science and engineering graduate students for designing and teaching inquiry-based laboratory modules. Led by Dr. Lisa Hunter (University of Hawaii), the PDP includes workshops followed by a practical teaching experience, usually at the college level. In addition to training for teaching, a major outcome of the program is the innovative, inquiry-based laboratory units developed and taught by PDP participants. Laboratory units developed through the PDP have been very successful in Hawaii college courses and programs, and are an essential element of the recently launched Akamai Workforce Initiative (AWI), which includes curriculum development for a new electro-optics program at Maui Community College. This award will support, in part, the workshops held within the PDP and will ensure the inclusion of  Hawaii-based graduate student participants in the program, maintaining the momentum and educational partnerships established by the NSF Center for Adaptive Optics, and now being transferred to AWI, managed by the University of Hawaii, Institute for Astronomy. The PDP is specifically designed to train the next generation of scientists and engineers to teach in a way that engages students from all backgrounds in the processes and practices of science. The integration of research and education is an essential part of the PDP. Included within PDP are sessions on addressing diversity and equity in the classroom.  All PDP participants are required to consider how they will engage all students in their teaching. In addition to the overall focus on diversity and methods for broadening participation, this work will have a significant impact on the Maui community. PDP participants will teach in courses and programs that include significant numbers of Native Hawaiians, Pacific Islanders, and other underrepresented groups.",adaptive optics; Address; Astronomy; Award; base; college; Communities; design; Development; Education; Educational Curriculum; Educational process of instructing; Educational workshop; Elements; Engineering; Ensure; experience; graduate student; Hawaii; Hawaiian population; innovation; Institutes; Laboratories; Methods; next generation; Optics; Outcome; Pacific Island Americans; Participant; Process; Program Development; programs; Research; Science; Scientist; Students; Teaching Method; Training; Universities; Work,"WORKSHOPS ON INQUIRY-BASED LABORATORY TEACHING METHODS THROUGH THE CFAO PROFESSIONAL DEVELOPMENT PROGRAM, WINTER 2009",NSF,NSF,10/1/2008,9/30/2009,2008,49529.0
88,89780,"Scheduling policies are explicitly (or implicitly) used everywhere that resources need to be allocated, and resultantly the theory of scheduling has a long and varied history.  Out of this large body of work, two distinct research communities have emerged and, unfortunately, researchers in each community are often not aware of results from the other community.  One set of researchers from the theoretical computer science and optimization communities has focused on providing competitive guarantees for scheduling disciplines in the worst-case environment.  A different set of researchers, from the performance modeling and applied probability communities, has focused on providing exact performance analyses of scheduling policies in stochastic/probabilistic environments.  Each of these approaches have specific advantages and disadvantages when carried out on their own.  The aim of this project is to develop techniques that can achieve the  best of both worlds , i.e., to combine ideas from each community to arrive at results neither has been able to achieve alone.  Specifically, the goal of this project is to develop approaches that combine worst-case results and techniques with qualitative and quantitative techniques for analyzing stochastic models, thus combining the breadth of models where worst-case results can be applied with the real-world applicability of stochastic analysis. This is an ambitious goal, but one that will open up a new avenue of research in an important, well established field.  If successful, it can bring together ideas from two distinct communities which attack similar problems with very different techniques, and thus is likely to identify new scheduling disciplines that will impact system design in practice.  Additionally, the project will have a broad impact on the education of both undergraduate and graduate students through the development of a new unified approach to teaching scheduling theory.",Communities; computer science; design; Development; Disadvantaged; Discipline; Education; Educational process of instructing; Environment; Goals; graduate student; Modeling; Performance; Policies; Probability; Recording of previous events; Research; Research Personnel; Resources; Schedule; System; Techniques; theories; Work,COLLABORATIVE RESEARCH: BRIDGING PROBABILISTIC AND COMPETITIVE ANALYSIS OF SCHEDULING POLICIES,NSF,NSF,10/1/2008,9/30/2011,2008,150000.0
89,89778,"A Doppler High Frequency (HF) radar is placed at the Jicamarca Peru Incoherent Scatter Radar Facility for the purpose of untangling the processes that lead to the onset of equatorial plasma bubbles (EPBs), and in turn to scintillations of radio signals traversing the ionosphere, including GPS signals.  The spectra and propagation of ionospheric perturbations just below the F-region peak are characterized, and their relationship to EPBs observed at Jicamarca is determined.  The variability of vertical ion drift in the enhanced ion density preceding the neutral wind reversal is determined during solar minimum conditions, and the relationship of that variability to equatorial plasma bubble onset is determined.  The extent to which neutral winds modulate the occurrence of EPBs, and possibly override otherwise effective triggering mechanisms is also evaluated using data from nearby Fabry-Perot interferometers.  The determined relationships between plasma perturbations below the F-region ionospheric peak, variability of the vertical ion drift, the neutral wind, and EPB onset are finally used to in an attempt to predict EPB generation, along with associated radio scintillations.",Data; density; Environmental Wind; Generations; Ions; Lead; Peru; Plasma; Process; Radar; Radio; Signal Transduction,NSWP: HIGH FREQUENCY (HF) DOPPLER RADAR FOR LOW LATITUDE STUDIES,NSF,NSF,7/1/2008,6/30/2011,2008,299569.0
90,89777,"This research develops measures of firms? resources devoted to the development of new products and business models in the financial services industry, an activity called ?finance R&D.?  The work helps fill a vast gap in our knowledge of the investment and innovation process for a large and important sector of economic activity in the United States. Traditional R&D spending captures the cost of the ?work done? by scientists and engineers because the innovation process in manufacturing is well understood to originate in a laboratory.  But where do financial innovations, such as credit default swaps, derivatives, electronic payment systems, ATMs, and the like originate?  A recent review of the empirical literature on financial innovation (Frame and White 2004) suggests little is known about the process.The novel aspect of our research will be to further develop available measures of intangible investment and capital by exploiting Bureau of Labor Statistics (BLS) employer-based datasets on employment and wages by detailed occupation and industry. The BLS data will be used in combination with information obtained from semi structured interviews with industry executives to build estimates of the ?work done? by the employees (or contractors) who conduct the design and development activity in (or for) financial services firms.  The interviews will leverage the Conference Board?s extensive network of business contacts to obtain the required information as well as to generally expand our knowledge of the innovation process in financial services industries. The resulting industry-level series for finance R&D will both supplement traditional R&D measures and enhance the Corrado, Hulten, and Sichel (2006) macroeconomic estimates of the contribution of intangible capital to U.S. economic growth.Broader impacts:  The need for better metrics of innovation and the knowledge economy was underscored by the Advisory Committee on Innovation established by the Secretary of Commerce. One of its main findings was to better measure business intangible investments, and another was to develop a fuller accounting of the sources of economic growth. Our research aims to advance these two goals by working on a large and from the standpoint of the empirical productivity literature largely under researched sector of the U.S. economy.",Accounting; Advisory Committees; base; Businesses; Capital; Commerce; Contractor; cost; Data; Data Set; design; Development; Economics; Electronics; Employee; Employment; Engineering; Goals; Growth; improved; Industry; innovation; Interview; Investments; Knowledge; Laboratories; Literature; Measures; Metric; Modeling; new product development; novel; Occupations; payment; Process; Productivity; Research; research and development; Resources; Scientist; Series; Services; Source; statistics; Structure; symposium; System; United States; Wages; Work,IMPROVING PRODUCTIVITY AND INNOVATION METRICS: THE CASE OF FINANCIAL SERVICES,NSF,NSF,10/1/2008,9/30/2010,2008,240152.0
91,89775,"The NSDL Technical Network Services (TNS) project is providing a robust and extensible cyberinfrastructure foundation for the central services of the NSDL that enable a wide range of NSF grantees and outside partners to share technical capacity and deliver valuable educational tools and resources to their own communities. The project has four primary areas of effort:1) Engaging the NSDL and STEM education communities to nurture a common vision for NSDL and its technical infrastructure and to foster broad-based community contributions;2) Enabling NSDL to function as a shared, collaborative, contributory space supporting the creation and display of context around networked educational resources to enhance discovery, use, and understanding; 3) Supporting and extending the NSDL core infrastructure for implementing and developing new educational applications and networked tools for audiences across the full range of STEM research, learning, and education; and4) Ensuring that the NSDL network and its accompanying tools and services are a robust, reliable, and highly available resource for all users.The intellectual merit of this effort lies in the unique and potentially transformative opportunity it has to integrate a wide range of tools, services, content, and context from many different institutions and projects into a common framework of knowledge organization and discovery, enabling other projects to accomplish far more than they could have on their own. By integrating resources, description, context and contribution from many varied organizations, projects, and individuals, and by offering tools to explore and understand this knowledge space, the TNS project is serving as an important component of support for cyber-enabled STEM education in a networked world. The broader impacts of this project are felt along several directions. First, it is helping both NSF grantees and many other related educational projects to better serve their specific audiences by focusing less on recreating technical developments and focusing more on serving as sites for teaching, mentoring, and supporting research of large numbers of STEM students and teachers. Second, it is establishing a broad-based community engagement process to foster creativity, innovation, and contributions to the design and use of next-generation educational cyberinfrastructure and interactive learning applications. Third, it is instrumenting the NSDL infrastructure to collect detailed (anonymized) usage and behavioral data, providing the basis for next-generation research into: personalized learning, educationally-informed recommendation engines, formation and evolution of educational social networks, and other areas where large volumes of user-generated actions and activities are needed.",Area; base; Behavioral; Communities; Community Health Education; Creativeness; Data; design; Development; Education; Educational process of instructing; Ensure; Evolution; Fostering; Foundations; Individual; innovation; Institution; instrument; Knowledge; Learning; Mentors; next generation; Process; Recommendation; Research; Research Infrastructure; Research Support; Resources; Services; Site; Social Network; Students; teacher; tool; Vision,NSDL TECHNICAL NETWORK SERVICES: A CYBERINFRASTRUCTURE PLATFORM FOR STEM EDUCATION,NSF,NSF,10/1/2008,9/30/2012,2008,7848312.0
92,89773,"The NSDL Center for Sustaining Broader Impacts combines intra-community support structures for NSDL grantees with well-defined mechanisms for effective outreach and dissemination in a Web 2.0 world to organizations and coalitions that provide K-12 teachers and/or higher education faculty with educational materials or professional development. Four primary goals guide the work of the center:1) Mobilization: to facilitate the flow of information and communications across NSDL projects to build community capacity, set priorities, and identify emerging issues so that the community can exploit its opportunities and address its challenges collectively.2) Synthesis: to mine the collective knowledge and experience of the community and synthesize the work of NSDL projects to inform community best practices.3) Dissemination: to place resources and research into the hands of educators through targeted outreach activities, by bundling specific products and services to meet users' needs, and by distributing NSDL products and services through trusted dissemination channels.4) Analysis and Evaluation: to create and foster a culture of data gathering and interpretation to support the analysis of needs and trends so that NSDL can create more effective products and services that meet the demands of STEM learners. The intellectual merit of this project lies in its core strategies of: i) brokering partnerships and opportunities on behalf of the community; ii) monitoring trends and practices; iii) promoting and advocating for NSDL; iv) customizing and contextualizing NSDL resources; v) putting NSDL in the path of users; and vi) systematic data gathering to inform short-term decision-making and long-term sustainability planning. Taken together these can serve as a model for Web 2.0 educational organizations. The project is exerting broader impacts through its dedication to the integration of research with education, the provision of services and support for teacher training, professional development, and STEM workforce growth.  By advocating for STEM education through partnership and capacity-building activities, across multiple disciplines and audiences, the center is extending NSDL's reach and effectiveness and creating new channels for reaching audiences and for understanding impact. This effort is essential to the realization of the NSDL community vision of transforming many distinct and important initiatives into an increasingly coherent whole, all in the service of STEM education.",Address; Advocate; Bundling; Communication; Communities; Data; Decision Making; Dedications; Development; Discipline; Education; Educational Materials; Effectiveness; Evaluation; experience; Faculty; Fostering; Goals; Growth; Hand; Internet; Knowledge; meetings; Mining; Modeling; Monitor; outreach; Research; Resources; Services; Structure; teacher; Training; trend; Trust; Vision; Work,NSDL CENTER FOR SUSTAINING BROADER IMPACTS,NSF,NSF,10/1/2008,9/30/2012,2008,5142568.0
93,90332,"The advent of computer and digital information technologies and there development have greatly changed the world we live in. Today digital technologies are everywhere in our lives. A key step that makes all those technologies possible is to convert analog data into digital ones, a process known analog-to-digital conversion, or A/D conversion. With demand for higher precision and more cutting-edge technologies, the mathematics of A/D conversion algorithms plays a key role in this quest. The research proposed in this proposal focuses mainly on the mathematics and algorithms of A/D conversion. Given that analog devices are to different degrees imprecise by nature, robustness is extremely important if high precision is desired. The proposal will focus on robust A/D conversion algorithms. In this proposal the PI will address two of the main sources of imprecisions: imprecise quantizations and imprecise multiplications. The proposed encoders are the first encoders to be completely robust against quantizer and multiplier imprecisions. The PI proposes to study both the algorithms and the mathematical questions that arise from the study. The PI also studies ways the encoders can be extended and refined, along with many related and often challenging mathematical problems. The core of this project is a novel class of analog-to-digital conversion algorithms. These algorithms have the advantage that they are robust against quantization errors (imprecisions) and multiplication imprecisions. The novelty of these A/D algorithms comes from the use of Golden Ratio based expansions of real numbers related to the Fibonacci numbers. More general algorithms involve a class of algebraic integers and matrix encoders. The PI and his collaborators have already built a circuit of an A/D converter based on one of our algorithms, which has yielded outstanding result. A main objective of this proposal is to study these algorithms in greater depth, particularly concerning the stability and robustness of these algorithms. Equally important is that the study of these A/D algorithms has raised a number of interesting and challenging mathematical questions. Graduate students will be involved in the project. In addition, the proposed research lends naturally to collaborations between mathematicians and the engineering community.",Address; Algorithms; analog; base; Base Ratios; Collaborations; Communities; Data; Devices; digital; Digital Computers; Engineering; graduate student; Information Technology; interest; Life; mathematical algorithm; Mathematics; Nature; novel; Play; Process; Research; Role; Source; Technology; technology development,ANALOG-TO-DIGITAL CONVERSION: MATHEMATICS AND ALGORITHMS,NSF,NSF,9/15/2008,8/31/2011,2008,190000.0
94,89764,"The goal of this project is to test the hypothesis that garnet-bearing amphibolites and pelitic schists from the northwest U.S. Cordillera preserve a record of late Mesoproterozoic high pressure metamorphism that can be attributed to significant crustal thickening along the western margin of Laurentia before or during the assembly of the supercontinent Rodinia. To this end a research team from Washington State University, West Virginia University, and University of Idaho are undertaking an integrated geochronologic and metamorphic analysis of garnet-bearing metamorphic assemblages in the northwest U.S. Cordillera in order to: 1) determine the ages of metamorphism using Lu-Hf and Sm-Nd geochronology of garnets and U-Th-Pb geochronology of monazites in order to determine the extent of Proterozoic metamorphism throughout the northwest U.S. Cordillera; 2) establish the pressure-temperature conditions of mineral growth in these metamorphic assemblages; 3) compare the results from the garnet and monazite chronometers and integrate this information with the metamorphic fabrics using detailed petrography; and 4) link both the geochronologic and pressure-temperature information to the penetrative deformational fabrics preserved in the rocks. Establishment of a linkage between late Mesoproterozoic metamorphism and the high temperature, high-pressure assemblages that exist in these rocks over a considerable area will show that a major period of crustal thickening during convergent tectonism occurred on the western margin of Laurentia at the end of the Mesoproterozoic. The presence of an approximately one billion year old contractional belt in the northwestern U.S., if confirmed, would imply that the history of metamorphism and deformation in the Cordillera is more complicated than previously appreciated. These results would provide important piercing points for late Mesoproterozoic tectonic reconstructions. In particular, results of this project will provide additional constraints on correlations of western Laurentia with other cratonal fragments such as Australia, Siberia, Antarctica, and China and will ultimately impact various reconstructions of Rodinia.The Grenville orogeny was an important event that substantially modified the North American continent approximately one billion years ago. The metamorphic rocks produced in this event can be found in wide belt that extends from eastern Canada to southwestern U.S. and northern Mexico. Preliminary geochronological data yielded the unexpected result that metamorphism of this age also occurred in the northwestern U.S. To confirm these data, this project is using new geochronological methods to determine the ages of minerals that are commonly produced during the metamorphism that occurs during mountain belt formation. If the preliminary results are born out, current understanding of the nature of the Grenville event will require revision. Evidence for a billion year old metamorphic event in the northwest U.S. would also require modification of current ideas about the configuration of continents at that time.",Age; American; Antarctica; Area; Australia; Canada; China; Data; Event; Goals; Growth; High temperature of physical object; Idaho; Link; Methods; Mexico; Minerals; Modification; Nature; Northwestern United States; pressure; reconstruction; Recording of previous events; Research; Siberia; Temperature; Testing; Textiles; Time; Universities; Washington; West Virginia,COLLABORATIVE RESEARCH: CONSTRAINING THE TIMING AND NATURE OF PROTEROZOIC METAMORPHISM IN THE NORTHWEST U.S. CORDILLERA,NSF,NSF,7/1/2008,6/30/2010,2008,45588.0
95,90007,"This conference intends to bring a small group of Minority Serving Institution (MSI) faculty and experts in program evaluation to share lessons learned; to present new and evolving theories embedded within indigenous cultural experiences; and, to actively engage in strategizing avenues for improving capacity building and sustaining the application of responsive culturally appropriate evaluations. It is also a needs assessment focused on participant identification of needed capacity building activities in evaluation from three perspectives: their own, their institution and across Historically Black Colleges and Universities (HBCUs). This grant would be a follow-up to expand previous activities initiated by NSF through the Broadening Participation Initiative in Evaluation Capacity Building.  The proposed conference also would set the stage for designing and revising strategies/models and the review of their use for broadening participation of underrepresented minorities in STEM evaluation.",Communities; design; Evaluation; experience; Faculty; follow-up; Grant; Historically Black Colleges and Universities; improved; Indigenous; Institution; Learning; Link; Minority-Serving Institution; Modeling; Needs Assessment; Participant; Program Evaluation; Staging; symposium; theories; Underrepresented Minority,CONFERENCE GRANT: LINKING COMMUNITIES TO ADVANCE EVALUATION CAPACITY BUILDING IN HISTORICALLY BLACK COLLEGES AND UNIVERSITIES,NSF,NSF,10/15/2008,9/30/2011,2008,160357.0
96,90351,"TECHNICAL SUMMARY:This award supports theoretical research and education on novel quantum phases in orbital and large spin systems with cold atoms. The research explores novel quantum phases and emergent symmetries with cold atoms which are not accessible in usual solid state systems and provides guidance for new experiments. The application of symmetry principles is essential for this project which not only deepens our understanding but also provides the guidance to new discoveries.  A variety of methods in condensed matter physics and field theory are employed, including bosonization, the renormalization group, the large-N method, the self-consistent mean-field theory, and band structure calculations.The first research topic is the study of novel quantum phases in high orbital bands in optical lattices. The p-orbital bosons exhibit complex-valued many-body wave functions characterized by the formation of on-site orbital angular momentum moments. The research encompasses orbital superfluidity in various lattices which exhibit collinear ordering (e.g., staggered and stripe-like), non-collinear ordering, and ''frustrated'' distributions of orbital angular momentum moments. For fermionic orbital systems, the research will focus on the honeycomb lattice, which is a p_xy-orbital counterpart of graphene. The second research topic is the study of large spin physics with cold fermions.  Particular attention is paid to spin-3/2 systems which possess a generic SO(5) symmetry without fine tuning.  The symmetry gives rise to important consequences such as the protected degeneracy in collective excitations, new properties of the quantum Monte-Carlo sign problem, the quintet pairing superfluidity, and the four-fermion quartetting superfluidity. Planned investigations include quantum magnetism in the spin-3/2 systems and other large spin systems as well, such as the pseudospin-1 systems and the spin-5/2 systems.  The research will provide new ideas on exotic orbital superfluidity, orbital exchange physics, and emergent quantum magnetic states. It also suggests new directions for future experiments. Knowledge gained from this research deepens our understanding on strong correlation physics in both cold atom and condensed matter systems.This research lies at the interface between condensed matter and cold atom physics and will benefit both fields. Students will receive training in the application of the symmetry principles and the research will stimulate students to develop broad interests and skills in the frontiers of strongly correlated systems. Aspects of the research, particularly the underlying theoretical techniques, form part of the subject matter of the advanced physics courses being developed by the PI at his university.NONTECHNICAL SUMMARY:This award supports theoretical research and education that seeks to predict new states of matter composed of ultracold atoms in artificial crystals of light. Researchers have found that atoms can be trapped in modulated laser beams much like electrons are trapped in the force fields of atomic nuclei in a crystalline solid. Electrons have two internal configurations; these are related to their magnetic properties. Atoms can have many more internal configurations, leading to possible new states of matter that have no counterparts in conventional materials, but have intriguing properties and may display interesting phenomena. The research develops theories to explain the novel quantum mechanical properties of these cold atoms in crystals of light. The theories provide guidance for new experiments, deepening our understanding of quantum physics and states of matter and leading to new discoveries.  This is fundamental research that lies at the interface of atomic and condensed matter physics. However, systems of cold atoms are intriguing and may hold possibilities for future technologies. Conspicuous among these is the potential to realize powerful new methods of computation based on the principles of quantum mechanics. This research lies at the interface between condensed matter and cold atom physics and will benefit both fields. Students will receive training in the application of the symmetry principles and the research will stimulate students to develop broad interests and skills in the frontiers of strongly correlated systems. Aspects of the research, particularly the underlying theoretical techniques, form part of the subject matter of the advanced physics courses being developed by the PI at his university.",Attention; Award; base; Cell Nucleus; Complex; Education; Electrons; Exhibits; frontier; fundamental research; Future; Generic Drugs; interest; Investigation; Knowledge; Lasers; Light; Magnetism; Mechanics; Methods; novel; Optics; Phase; Physics; Property; Psychological Techniques; quantum; Quantum Mechanics; Research; Research Personnel; research study; Site; skills; Solid; solid state; Structure; Students; System; systems research; Technology; theories; Training; Universities,NOVEL QUANTUM PHASES IN ORBITAL AND LARGE SPIN SYSTEMS WITH COLD ATOMS,NSF,NSF,9/15/2008,8/31/2011,2008,240000.0
