,EIN,NCCSKEY,FISYR,NAME,STATE,NTEE1,ADDRESS,CITY,ZIP,SUBSECCD,NTMAJ5,NTMAJ10,NTMAJ12,MAJGRPB,CONT
408248,330894010,330894010201712.0,2017,NEW HOPE REHABILITATION FOUNDATION,CA,E,13881 TUSTIN EAST DR APT 169,TUSTIN,92780-5359,3,HE,HE,HE,E,39487.0
408262,943050032,943050032201712.0,2017,SAN JOAQUIN GENERAL HOSPITAL PATIENT HELPING FUND,CA,E,PO BOX 1020,STOCKTON,95201-3120,3,HE,HE,HE,E,6278.0
408293,223446844,223446844201705.0,2017,CHILDRENS HEALTH AND WELFARE FOUNDATION INC,NJ,E,137 PAVILION AVE,LONG BRANCH,07740-6415,3,HE,HE,HE,E,15808.0
408307,621774015,621774015201812.0,2018,HARTON HOSPITAL AUXILIARY,TN,E,1801 N JACKSON ST,TULLAHOMA,37388-2201,3,HE,HE,HE,E,561.0
408322,541404831,541404831201712.0,2017,KING AND QUEEN RESCUE SQUAD INC,VA,E,PO BOX 154,NEWTOWN,23126-0154,3,HE,HE,HE,E,38049.0
408344,208737046,208737046201906.0,2019,WUNDERBAR INC,TX,E,PO BOX 311059,NEW BRAUNFELS,78131-1059,3,HE,HE,HE,E,1392.0
408367,470846080,470846080201707.0,2017,CRETE AREA HEALTH CARE FOUNDATION,NE,E,2910 BETTEN DR,CRETE,68333-3084,3,HE,HE,HE,E,49907.0
408382,822407033,822407033201907.0,2019,WILLIE BEE FOUNDATION,NY,E,111 THORNCLIFF RD,SPENCERPORT,14559-2129,3,HE,HE,HE,E,6529.0
408385,274344175,274344175201812.0,2018,CHASING RAINBOWS,PA,E,5621 RIVER RD,HARRISBURG,,3,HE,HE,HE,E,24963.0
408397,541621580,541621580201906.0,2019,JAMES CITY VOLUNTEER RESCUE SQUAD INC,VA,E,PO BOX 321,TOANO,23168-0321,3,HE,HE,HE,E,4148.0
408403,640303091,640303091201812.0,2018,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,MS,E,969 LAKELAND DR,JACKSON,39216-4699,3,HE,HE,EH,EH,101245.0
408408,426062973,426062973201812.0,2018,JUNIOR AUXILIARY OF THE DUBUQUE VISITING NURSES ASSOCIATION,IA,E,PO BOX 3291,DUBUQUE,52004-3291,3,HE,HE,HE,E,977.0
408429,911923031,911923031201806.0,2018,CHILDRENS PLACE ASSOCIATION,IL,E,700 N SACRAMENTO BLVD STE 300,CHICAGO,60612-1078,3,HE,HE,HE,E,926535.0
408430,271761097,271761097201906.0,2019,AEROANGEL,CO,E,1550 LARIMER STREET BOX 899,DENVER,80202-1602,3,HE,HE,HE,E,1000028.0
408456,201646631,201646631201906.0,2019,CENTRAL PA BEHAVORIAL HEALTH COLLABORATIVE INC,PA,E,120 HOLLIDAY HILLS DR,HOLLIDAYSBURG,16648-3219,3,HE,HE,EH,EH,46926430.0
408528,943069004,943069004201906.0,2019,LIVING-DYING PROJECT,CA,E,PO BOX 357,FAIRFAX,94978-0357,3,HE,HE,HE,E,57540.0
408630,223380375,223380375201812.0,2018,ATLANTIC HEALTH SYSTEM INC,NJ,E,475 SOUTH ST ACCTG 920,MORRISTOWN,07960-0000,3,HE,HE,EH,EH,0.0
408641,453697008,453697008201812.0,2018,HOPE IN SOUTH AFRICA INC,MD,E,102 W CHURCH ST,FREDERICK,21701-5411,3,HE,HE,HE,E,41552.0
408656,42501921,42501921201907.0,2019,ROXBURY COMPREHENSIVE COMMUNITY HEALTH CENTER INC,MA,E,183 STATE ST STE 6,BOSTON,02109-2665,3,HE,HE,HE,E,0.0
408680,541004071,541004071201709.0,2017,BUCKINGHAM COUNTY VOLUNTEER RESCUE SQUAD INC,VA,E,PO BOX 410,DILLWYN,,3,HE,HE,HE,E,427308.0
408688,743146433,743146433201806.0,2018,NEW MEXICO FOUNDATION FOR DENTAL HEALTH RESEARCH AND EDUCATION,NM,E,PO BOX 16854,ALBUQUERQUE,87191-6854,3,HE,HE,HE,E,330167.0
408769,731599085,731599085201706.0,2017,MCALESTER AMBULATORY SURGERY CENTER,OK,E,6600 S YALE AVE STE 400,TULSA,,3,HE,HE,EH,EH,0.0
408894,351094734,351095000000000.0,2017,INDIANAPOLIS OSTEOPATHIC HOSPITAL INC WESTVIEW HOSPITAL,IN,E,3630 GUION RD,INDIANAPOLIS,,3,HE,HE,EH,EH,4800.0
408902,471378429,471378429201712.0,2017,HUGHES INTERNATIONAL CLINICS INC,GA,E,3015 THE SPRINGS DR,MONROE,30656-8901,3,HE,HE,HE,E,38548.0
408924,581285651,581285651201703.0,2017,DOT AND JOHN MOONEY FOUNDATION,GA,E,PO BOX 2446,STATESBORO,30459-2446,3,HE,HE,HE,E,41865.0
408935,221494440,221494440201812.0,2018,RWJ BARNABAS HEALTH INC,NJ,E,94 OLD SHORT HILLS RD,LIVINGSTON,07039-5672,3,HE,HE,EH,EH,3331530.0
408940,522076899,522076899201806.0,2018,VERMONT COALITION OF CLINICS FOR THE UNINSURED INC,VT,E,122 GREEN MOUNTAIN PL,MIDDLEBURY,05753-1394,3,HE,HE,HE,E,798088.0
408984,411414831,411414831201903.0,2019,FAIRVIEW HEALTH SERVICES AUXILIARY,MN,E,6401 FRANCE AVE S,EDINA,55435-2104,3,HE,HE,HE,E,690.0
409017,473120740,473120740201809.0,2018,ASTEROIDEA HEALTH ALLIANCE INC,PA,E,417 FOX RIDGE DR,CANONSBURG,15317-2366,3,HE,HE,EH,EH,66833.0
409036,42178886,42178886201809.0,2018,BOSTON REGIONAL MEDICAL CENTER INC,MA,E,124 WASHINGTON ST STE 101,FOXBORO,02035-1368,3,HE,HE,EH,EH,0.0
409039,471504859,471504859201812.0,2018,CHANG CORNERSTONE CLINIC,IA,E,1004 E 1ST ST,SUMNER,50674-1618,3,HE,HE,HE,E,0.0
409045,251301308,251301308201702.0,2017,UPMC HORIZON GREENVILLE AUXILIARY,PA,E,PO BOX 606,GREENVILLE,,3,HE,HE,HE,E,4906.0
409079,472141767,472141767201812.0,2018,BATTLEGREEN RUN FOUNDATION INC,MA,E,76 BEDFORD ST STE 37,LEXINGTON,02420-4641,3,HE,HE,HE,E,43807.0
409080,740801335,740801335201809.0,2018,GENERAL HEALTH SYSTEM FOUNDATION,LA,E,8490 PICARDY AVE STE 400,BATON ROUGE,70809-3731,3,HE,HE,HE,E,3995198.0
409136,274968266,274968266201812.0,2018,AMERICAN MEDICINE FOR ALL,GA,E,407 KEESAW GLN,GROVETOWN,30813-8140,3,HE,HE,HE,E,300.0
409170,270423429,270423429201812.0,2018,HEALTHY NEIGHBORHOODS - DETROIT,MI,E,28000 DEQUINDRE RD,WARREN,48092-2468,3,HE,HE,HE,E,0.0
409195,237128815,237128815201806.0,2018,CIBOLA MEDICAL FOUNDATION,NM,E,PO BOX 963,JAMESTOWN,,3,HE,HE,HE,E,0.0
409209,396059421,396059421201905.0,2019,WAUKESHA SERVICE CLUB INC,WI,E,328 W SUNSET DR,WAUKESHA,53189-7474,3,HE,HE,HE,E,13871.0
409221,753249473,753249473201812.0,2018,YNOTT FOUNDATION,OH,E,1391 W 5TH AVE PMB 116,COLUMBUS,43212-2902,3,HE,HE,HE,E,6695.0
409247,472130560,472130560201812.0,2018,CENTER FOR CHARITABLE FOUNDATION,IL,E,3 GOLF CENTER ROOM 356,HOFFMAN ESTATES,,3,HE,HE,HE,E,0.0
409265,264682060,264682060201812.0,2018,KATE TSCHERNOLETZ FOUNDATION INC,NY,E,7517 60TH LN,GLENDALE,11385-6120,3,HE,HE,HE,E,127.0
409285,300614874,300614874201812.0,2018,LATINO HEALTH INSURANCE PROGRAM INC,MA,E,276 UNION AVE 2ND FLOOR,FRAMINGHAM,01702-6318,3,HE,HE,HE,E,541552.0
409323,273834776,273834776201712.0,2017,ADDISON GILBERT HOSPITAL CITIZENS FUND INC,MA,E,PO BOX 1495,GLOUCESTER,01931-1495,3,HE,HE,HE,E,30247.0
409338,320300896,320300896201712.0,2017,THE FRIENDS OF CRESTON CHILDRENS DENTAL CLINIC,OR,E,4701 SE BUSH ST,PORTLAND,,3,HE,HE,HE,E,133489.0
409350,510243749,510243749201812.0,2018,AUXILIARY OF SHORE MEMORIAL HOSPITAL,VA,E,PO BOX 430,ONANCOCK,23417-0430,3,HE,HE,HE,E,64923.0
409403,351842342,351842342201906.0,2019,FAMILY HEALTH CENTER OF CLARK CO,IN,E,1319 DUNCAN AVENUE,JEFFERSONVILLE,47130-3759,3,HE,HE,HE,E,2539652.0
409435,820465538,820465538201812.0,2018,FRY HEALTHCARE FOUNDATION,ID,E,PO BOX 955,BONNERS FERRY,83805-0955,3,HE,HE,HE,E,9479.0
409445,943095265,943095265201712.0,2017,BETHANY OF THE NORTHWEST FOUNDATION,WA,E,PO BOX 13700,MILL CREEK,98082-1700,3,HE,HE,HE,E,155054.0
409466,561237830,561237830201806.0,2018,NINE MILE VOLUNTEER RESCUE SQUAD INC,NC,E,249 BATCHELOR RD,RICHLANDS,28574-5108,3,HE,HE,HE,E,66684.0
409473,10431680,10431680201809.0,2018,MAINHEALTH SERVICES,ME,E,22 BRAMHALL ST,PORTLAND,04101-3908,3,HE,HE,EH,EH,8316930.0
409528,770696491,770696491201812.0,2018,MEDS FOR AFRICA,TX,E,12001 TIMBERLAKE CT,DALLAS,75230-2224,3,HE,HE,HE,E,41557.0
409544,471267242,471267242201807.0,2018,CORNER KINGDOM PROJECT INC,NH,E,17 BUCKINGHAM DR,LONDONDERRY,03053-2312,3,HE,HE,HE,E,3622.0
409596,510236348,510236348201709.0,2017,STARTECH,NY,E,5 BRADHURST AVE,HAWTHORNE,10532-2115,3,HE,HE,HE,E,0.0
409644,541552401,541552401201712.0,2017,AAA WOMEN FOR CHOICE,VA,E,9380 FORESTWOOD LN STE A,MANASSAS,,3,HE,HE,HE,E,147080.0
409662,260852656,260852656201712.0,2017,FSP HEALTH MINISTRIES,AZ,E,PO BOX 7053,SAN LUIS,85349-6805,3,HE,HE,HE,E,46711.0
409667,464107408,464107408201712.0,2017,WESTERN AVENUE MISSION FREE CLINIC,OH,E,3315 RIVERSIDE CT,PERRYSBURG,43551-0000,3,HE,HE,HE,E,0.0
409685,824900296,824900296201812.0,2018,JACKIES HELPING HAND,NJ,E,1830 HURON AVE,ATLANTIC CITY,08401-1852,3,HE,HE,HE,E,6235.0
409729,160772474,160772474201712.0,2017,TLC HEALTH NETWORK,NY,E,845 ROUTES 5 20,IRVING,14081-0000,3,HE,HE,EH,EH,1627518.0
409761,560566533,560566533201809.0,2018,ST LUKES HOSPITAL AUXILIARY,NC,E,220 HOSPITAL DR,COLUMBUS,28722-0000,3,HE,HE,HE,E,0.0
409769,521299547,521299547201806.0,2018,PRINCE GEORGES HOSPITAL CENTER FOUNDATION,MD,E,3001 HOSPITAL DR,HYATTSVILLE,20785-1189,3,HE,HE,HE,E,100802.0
409785,310536981,310536981201812.0,2018,GOOD SAMARITAN HOSPITAL & HEALTH CENTER,OH,E,110 N MAIN ST STE 500,DAYTON,45402-3712,3,HE,HE,EH,EH,227482.0
409804,391453754,391453754201812.0,2018,FRIENDS OF SAUK PRAIRIE HEALTHCARE INC,WI,E,260 26TH ST,PR DU SAC,53578-2203,3,HE,HE,HE,E,2480.0
409843,463033609,463033609201806.0,2018,MERCY AUXILIARY,CA,E,2215 TRUXTUN AVE,BAKERSFIELD,93301-3602,3,HE,HE,HE,E,3195.0
409875,431235619,431235619201812.0,2018,RANDOLPH COUNTY HEALTH DEPARTMENT,MO,E,1319 E HIGHWAY 24,MOBERLY,65270-3682,3,HE,HE,EH,EH,1233373.0
409904,208402295,208402295201809.0,2018,CHIME EDUCATION FOUNDATION,MI,E,710 AVIS DR,ANN ARBOR,48108-9649,3,HE,HE,HE,E,234427.0
409908,208115700,208115700201812.0,2018,FRIENDS AND HELPERS OF MADRE BERENIC,CA,E,PO BOX 9739,SAN DIEGO,92169-0739,3,HE,HE,HE,E,43521.0
409909,270366095,270366095201812.0,2018,ISCHOOL INITIATIVE CORP,GA,E,44 MILTON AVENUE NO 213,ALPHARETTA,30009-1508,3,HE,HE,HE,E,7880.0
409934,912153291,912153291201906.0,2019,SAFETY WELLNESS ADVOCACY COALITION INC,CA,E,15940 GREY STONE RD,POWAY,92064-2363,3,HE,HE,HE,E,100374.0
409935,954075524,954075524201805.0,2018,ATHLETES & ENTERTAINERS FOR KIDS,CA,E,14340 BOLSA CHICA RD,WESTMINSTER,92683-4868,3,HE,HE,HE,E,259860.0
409962,942939542,942939542201906.0,2019,CALIFORNIA ADVOCATES FOR NURSING HOME REFORM,CA,E,650 HARRISON ST 2ND FLOOR,SAN FRANCISCO,94107-1311,3,HE,HE,HE,E,1144057.0
410011,841313207,841313207201807.0,2018,LEGACY CENTER INC,CO,E,1335 BAUER LN,CANON CITY,81212-4670,3,HE,HE,HE,E,79145.0
410022,473792135,473792135201812.0,2018,MARGE & BILL SCANLON MEMORIAL FUND INC,NJ,E,3279 KENNEDY BLVD,JERSEY CITY,07306-3418,3,HE,HE,HE,E,3656.0
410054,263778489,263778489201812.0,2018,MEDICAL INFORMATION NETWORK - NORTH SOUND,WA,E,325 PINE ST STE B,MOUNT VERNON,98273-5929,3,HE,HE,HE,E,28000.0
410211,43568141,43568141201903.0,2019,KARTECH ASSOCIATED,MA,E,PO BOX 403,HYANNIS,02601-0403,3,HE,HE,HE,E,0.0
410230,383816505,383816505201906.0,2019,COASTAL HOME HEALTH & HOSPICE INC,OR,E,PO BOX 6042,BROOKINGS,97415-0137,3,HE,HE,HE,E,76638.0
410293,561526800,561526800201706.0,2017,THE GREATER MOUNT AIRY EMERGENCY RESCUE SQUAD INCORPORATED,NC,E,PO BOX 1053,MOUNT AIRY,27030-1053,3,HE,HE,HE,E,126218.0
410323,510599370,510599370201812.0,2018,SUTTER DELTA MEDICAL CENTER AUXILIARY,CA,E,3901 LONE TREE WAY,ANTIOCH,94509-6200,3,HE,HE,HE,E,3000.0
410398,823025928,823025928201812.0,2018,NUESTRA FAMILIA INC,PA,E,39 AUTUMN DR,NEWTOWN,18940-1764,3,HE,HE,HE,E,23000.0
410418,222783298,222783298201812.0,2018,R W J BARNABAS HEALTH INC,NJ,E,355 GRAND ST,JERSEY CITY,07302-4321,3,HE,HE,EH,EH,10232404.0
410440,451070265,451070265201706.0,2017,VARIETY CARE ADMINISTRATION INC,OK,E,3000 N GRAND BLVD,OKLAHOMA CITY,,3,HE,HE,HE,E,0.0
410530,651160811,651160811201806.0,2018,MEMORIAL HOSPITAL FOUNDATION,PA,E,91 HOSPITAL DR,TOWANDA,,3,HE,HE,HE,E,0.0
410538,770148151,770148151201806.0,2018,MEMORIAL HEALTH SYSTEMS INC,CA,E,PO BOX 1888,BAKERSFIELD,93303-1888,3,HE,HE,EH,EH,0.0
410548,510605686,510605686201812.0,2018,PARAGON HEALTH CARE PROPERTIES INC,KY,E,950 HIGHPOINT DR,HOPKINSVILLE,,3,HE,HE,HE,E,0.0
410549,473267262,473267262201812.0,2018,GLOBAL HEALING NETWORK INC,NY,E,41 EASTERN PARKWAY,BROOKLYN,,3,HE,HE,HE,E,23082.0
410553,814117354,814117354201712.0,2017,PATIENT CENTRIC FOUNDATION INC,NJ,E,700 GROVE ST,HOBOKEN,07030-0000,3,HE,HE,HE,E,98241.0
410568,10782508,10782508201712.0,2017,IMMUNIZATIONS FOR THE PUBLIC HEALTH,MD,E,1915 TOWNE CENTRE BLVD UNIT 710,ANNAPOLIS,21401-3586,3,HE,HE,HE,E,0.0
410609,990384215,990384215201812.0,2018,ANGKOR HOSPITAL FOR CHILDREN INC,VT,E,139 PLOWDEN RD,PUTNEY,05346-8694,3,HE,HE,EH,EH,383941.0
410692,770342043,770342043201812.0,2018,VNA HEALTH FOUNDATION,CA,E,509 E MONTECITO ST STE 200,SANTA BARBARA,93103-3293,3,HE,HE,HE,E,2047362.0
410725,221500556,221500556201812.0,2018,R W J BARNABAS HEALTH INC,NJ,E,1 CLARA MAASS DR,BELLEVILLE,07109-3550,3,HE,HE,EH,EH,3084932.0
410729,237386893,237386893201812.0,2018,SCALP LEVEL-PAINT VOL FIRE AMBULANCE CO,PA,E,807 MAIN ST,WINDBER,15963-2625,3,HE,HE,HE,E,223391.0
410732,956118993,956118993201902.0,2019,FLINTRIDGE GUILD OF CHILDRENS HOSPITAL OF LOS ANGELES,CA,E,4650 SUNSET BLVD STE M/S 4,LOS ANGELES,90027-6062,3,HE,HE,HE,E,5579.0
410800,474003566,474003566201904.0,2019,AMERICA TRADITIONAL CHINESE MEDICINE INSTITUTE,CA,E,20955 PATHFINDER RD STE 100 # 19,DIAMOND BAR,91765-4029,3,HE,HE,HE,E,0.0
410806,205772465,205772465201812.0,2018,CHRISTIAN HEALTH CENTER OF HOWARD COUNTY INC,AR,E,PO BOX 173,NASHVILLE,71852-0173,3,HE,HE,HE,E,47000.0
410814,452590654,452590654201712.0,2017,COMMERCE COMMUNITY CARES INC,TX,E,PO BOX 1403,COMMERCE,75429-1403,3,HE,HE,HE,E,30219.0
410826,204685614,204685614201706.0,2017,ST BERNARD HEALTH FUND INC,LA,E,4200 ESSEN LN,BATON ROUGE,70809-2158,3,HE,HE,HE,E,0.0
410862,311181991,311181991201906.0,2019,COMMUNITY HOSPITAL HEALTH SERVICES FOUNDATION,OH,E,200 MEDICAL CENTER DR,SPRINGFIELD,45505-0000,3,HE,HE,HE,E,35103.0
410874,581418862,581418862201706.0,2017,MOUNTAIN STATES FOUNDATION,TN,E,2335 KNOB CREEK RD STE 101,JOHNSON CITY,,3,HE,HE,HE,E,2441391.0
410881,232859148,232859148201806.0,2018,MAIN LINE DIVERSIFIED SERVICES INC,PA,E,240 RADNOR CHESTER RD STE 260,RADNOR,19087-5176,3,HE,HE,EH,EH,0.0
410973,272656910,272656910201712.0,2017,ADVENTIST MEDICAL EVANGELISM NETWORK MEDIA INC,CA,E,110 FLOCCHINI CIR STE 400,LINCOLN,95648-1777,3,HE,HE,HE,E,0.0
411006,460820295,460820295201812.0,2018,PERSONALIZED HOME CARE SERVICES INC,CA,E,4700 NORTHGATE BLVD ROOM 160-B,SACRAMENTO,95834-1128,3,HE,HE,HE,E,0.0
411041,391834961,391834961201812.0,2018,GRANT REGIONAL HEALTH CENTER FOUNDATION INC,WI,E,507 S MONROE ST,LANCASTER,,3,HE,HE,HE,E,200472.0
411046,455353570,455353570201812.0,2018,BC4C INC,GA,E,2530 NELMS DR,DECATUR,30033-2117,3,HE,HE,HE,E,0.0
411056,237310613,237310613201812.0,2018,WEST COUNTY HEALTH CENTERS INC,CA,E,14045 MILL ST,GUERNEVILLE,95446-8303,3,HE,HE,HE,E,10304877.0
411076,251700332,251700332201702.0,2017,ELIZABETH TOWNSHIP AREA EMERGENCY MEDICAL SERVICES CORPORATION,PA,E,911 SWISS WAY,ELIZABETH,,3,HE,HE,HE,E,34505.0
411084,660846442,660846442201812.0,2018,SALUD PARA CULEBRA,PR,E,PO BOX 938,CULEBRA,00775-0938,3,HE,HE,HE,E,1000.0
411099,208230296,208230296201712.0,2017,HEALTH MATTERS OF CENTRAL OREGON,OR,E,1201 NW WALL ST STE 100,BEND,97703-1954,3,HE,HE,EH,EH,20.0
411104,736108721,736108721201812.0,2018,DEACONESS HOSPITAL AUXILIARY,OK,E,5501 N PORTLAND AVE,OKLAHOMA CITY,73112-2074,3,HE,HE,HE,E,100000.0
411114,330895418,330895418201812.0,2018,TENDER LOVING CARE HOME FOR BOYS INC,CA,E,11519 CARLISLE PL,RCH CUCAMONGA,91730-7233,3,HE,HE,HE,E,0.0
411122,472544128,472544128201812.0,2018,MOMENT OF GRACE,VA,E,47800 SCOTSBOROUGH SQ,STERLING,20165-5164,3,HE,HE,HE,E,1678.0
411129,680400624,680400624201706.0,2017,SACRAMENTO COMMUNITY CLINIC CONSORTIUM INC SCCA,CA,E,555 UNIVERSITY AVE STE 114,SACRAMENTO,,3,HE,HE,HE,E,215000.0
411165,954671737,954671737201805.0,2018,HOME CARE SPECIAL NEEDS SOCIETY INC,CA,E,12720 LA REINA AVE,DOWNEY,90242-4243,3,HE,HE,HE,E,29033.0
411201,463130611,463130611201812.0,2018,OJAICARES INC,CA,E,3000 E OJAI AVE,OJAI,93023-9319,3,HE,HE,HE,E,88670.0
411212,462672230,462672230201812.0,2018,LETS SMILE,MN,E,1280 COTTAGE LN SE,OWATONNA,55060-3677,3,HE,HE,HE,E,47831.0
411221,470523133,470523133201806.0,2018,PARK VIEW HAVEN,NE,E,1203 FOURTH STREET,DESHLER,68340-0667,3,HE,HE,HE,E,5543.0
411227,900744630,900744630201801.0,2018,GET UP AND STAND UP,GA,E,648 RANGELEY MEADOWS CT,HAMPTON,30228-6178,3,HE,HE,HE,E,0.0
411243,274229511,274229511201812.0,2018,JUGGLING LIFE INC,NJ,E,723 APPLE CT,FLEMINGTON,08822-3139,3,HE,HE,HE,E,431.0
411261,470673168,470673168201806.0,2018,PAWNEE COUNTY MEDICAL FOUNDATION,NE,E,600 I ST,PAWNEE CITY,68420-3001,3,HE,HE,HE,E,201156.0
411326,980037433,980037433201712.0,2017,INTERNATIONAL COUNCIL ON MANAGEMENT OF POPULATION PROGRAMMES,,E,LOCAL,MALAYSIA,00000-0000,3,HE,HE,HE,E,257075.0
411354,731287030,731287030201803.0,2018,AIDS SUPPORT PROGRAM INC,OK,E,1707 NW 17TH ST,OKLAHOMA CITY,73106-4211,3,HE,HE,HE,E,0.0
411389,465731199,465731199201812.0,2018,THE LAVENDER CLINIC,HI,E,1345 S BERETANIA ST STE 101,HONOLULU,96814-1802,3,HE,HE,HE,E,36.0
411408,264786668,264786668201812.0,2018,VIRGINIA NETWORK FOR GEOSPATIAL HEALTH RESEARCH INC,VA,E,1217 LORRAINE AVE,RICHMOND,23227-3732,3,HE,HE,HE,E,0.0
411437,381359180,381359180201812.0,2018,ALLEGAN GENERAL HOSPITAL,MI,E,555 LINN ST,ALLEGAN,49010-1524,3,HE,HE,EH,EH,26250.0
411457,223746758,223746758201812.0,2018,INSPIRA HEALTH NETWORK FOUNDATION CUMBERLAND-SALEM INC,NJ,E,333 IRVING AVE,BRIDGETON,,3,HE,HE,HE,E,1180482.0
411503,300586101,300586101201812.0,2018,PEDIATRIC FOUNDATION OF MASSACHUSETTS INC,MA,E,860 WINTER ST,WALTHAM,,3,HE,HE,HE,E,10575.0
411506,10357357,10357357201806.0,2018,TRI-COUNTY EMERGENCY MEDICAL SERVICES INC,ME,E,300 MAIN ST,LEWISTON,04240-7027,3,HE,HE,HE,E,0.0
411543,741297210,741297210201812.0,2018,RIVERSIDE GENERAL HOSPITAL,TX,E,1201 LOUISIANA 28TH FLOOR,HOUSTON,,3,HE,HE,EH,EH,0.0
411549,581416266,581416266201806.0,2018,BUNCOMBE COUNTY RESCUE SQUAD INC,NC,E,PO BOX 6311,ASHEVILLE,28816-6311,3,HE,HE,HE,E,50744.0
411632,161200165,161200165201904.0,2019,THE JOLLY BOYS OF WILLIAMSVILLE NEW YORK INC,NY,E,PO BOX 531,WILLIAMSVILLE,14231-0531,3,HE,HE,HE,E,0.0
411638,384042740,384042740201812.0,2018,S T O R M INC,OK,E,6508 GOLD CYPRESS DR,EDMOND,73025-2788,3,HE,HE,HE,E,296413.0
411644,462533553,462533553201712.0,2017,GR SERVICES LTD,MN,E,6384 SHADYVIEW LN N,MAPLE GROVE,55311-4502,3,HE,HE,HE,E,0.0
411652,263142572,263142572201812.0,2018,ROCKLAND ALLIANCE FOR HEALTH LTD,NY,E,339 N MAIN ST STE 3 # A,NEW CITY,,3,HE,HE,HE,E,0.0
411655,463396618,463396618201906.0,2019,US-CHINA HOSPITAL AND PHYSICIAN BEST PRACTICES CONSORTIUM INC,TX,E,3925 SWARTHMORE ST,HOUSTON,,3,HE,HE,EH,EH,0.0
411721,262813468,262813468201812.0,2018,HEALTHLINKNY INC,NY,E,49 COURT ST STE 300,BINGHAMTON,,3,HE,HE,HE,E,8247222.0
411810,237312911,237312911201712.0,2017,SURPRISE VALLEY MEDICAL BUILDING ASSOCIATION,CA,E,43029 COUNTY ROAD 1,LAKE CITY,96115-9615,3,HE,HE,HE,E,0.0
411821,364507264,364507264201712.0,2017,PRESBYTERIAN HEALTH CLINIC OF BRANCH COUNTY,MI,E,52 MARSHALL ST,COLDWATER,49036-1628,3,HE,HE,HE,E,33315.0
411997,660430826,660430826201903.0,2019,CENTRO DE SERVICIOS PRIMARIOS DE,PR,E,PO BOX 697,PATILLAS,00723-0697,3,HE,HE,HE,E,5685494.0
412016,911790172,911790172201809.0,2018,WINGS WORLD WIDE THE AIR MEDICAL FOUNDATION,WA,E,11411 160TH CT NE,REDMOND,,3,HE,HE,HE,E,8950.0
412029,351143571,351143571201709.0,2017,PRIME MINISTRIES INC,IN,E,8103 E US HIGHWWAY 36 230,AVON,,3,HE,HE,HE,E,58110.0
412031,205252658,205252658201812.0,2018,OHIO ASIAN AMERICAN HEALTH COALITION,OH,E,PO BOX 183108,COLUMBUS,43202-4500,3,HE,HE,HE,E,63087.0
412033,411976848,411976848201812.0,2018,PARTNERS FOR A HEALTHY WADENA REGION,MN,E,PO BOX 335,WADENA,56482-0335,3,HE,HE,HE,E,16.0
412046,746194017,746194017201812.0,2018,HOWARD C MCKENNA CHARITABLE TRUST,TX,E,PO BOX 2950,SAN ANTONIO,78299-2950,3,HE,HE,HE,E,0.0
412049,311019098,311019098201806.0,2018,KENTUCKY HEALTH INFORMATION MANAGEMENT ASSOCIATION,KY,E,309 MANNINGTON CT,RICHMOND,40475-8198,3,HE,HE,HE,E,35287.0
412068,580683826,580683826201708.0,2017,GEORGIA OSTEOPATHIC INSTITUTE INC,GA,E,2037 GRAYSON HWY,GRAYSON,,3,HE,HE,HE,E,0.0
412168,470846723,470846723201806.0,2018,SAN DIEGANS FOR HEALTH CARE COVERAGE,CA,E,814 MORENA BLVD STE 309,SAN DIEGO,92110-2626,3,HE,HE,HE,E,110672.0
412177,382768090,382768090201806.0,2018,SCHEURER HEALTHCARE NETWORK,MI,E,170 N CASEVILLE RD,PIGEON,48755-9704,3,HE,HE,HE,E,0.0
412204,582212203,582212203201812.0,2018,THE CENTER FOR BLACK WOMENS WELLNESS CBWW INC,GA,E,477 WINDSOR ST SW RM 309,ATLANTA,30312-2530,3,HE,HE,HE,E,1404104.0
412241,810468021,810468021201812.0,2018,PLAINS COMMUNITY AMBULANCE INC,MT,E,PO BOX 268,PLAINS,59859-0268,3,HE,HE,HE,E,59653.0
412256,550886279,550886279201710.0,2017,STRENGTHLINE FOUNDATION,OH,E,PO BOX 143,NEWPORT,45768-0143,3,HE,HE,HE,E,68929.0
412303,311492955,311492955201806.0,2018,SPALDING HOSPITAL VOLUNTEER ASSOCIATION,CO,E,988 ELK VALLEY DR,EVERGREEN,80439-0000,3,HE,HE,EH,EH,5000.0
412320,50317817,50317817201803.0,2018,RHODE ISLAND BLOOD CENTER,RI,E,405 PROMENADE STREET,PROVIDENCE,,3,HE,HE,HE,E,191800.0
412346,208776908,208776908201712.0,2017,TANZANIA HEALTH AND EDUCATIONMISSION,CA,E,180 HARDWICK RD,WOODSIDE,94062-2323,3,HE,HE,HE,E,25856.0
412359,800378500,800378500201712.0,2017,INTERNATIONAL INSTITUTE FOR ABUSE COUNSELING,OH,E,PO BOX 273,PICKERINGTON,,3,HE,HE,EH,EH,54162.0
412364,311126469,311126000000000.0,2018,8MHA HEALTHCARE CENTER INC,GA,E,4700 WATERS AVE,SAVANNAH,31404-6220,3,HE,HE,EH,EH,115043.0
412366,510174098,510174098201810.0,2018,LA VERNIA VOLUNTEER AMBULANCE SERVICE,TX,E,PO BOX 308,LA VERNIA,78121-0308,3,HE,HE,HE,E,0.0
