,EIN,NCCSKEY,FISYR,NAME,STATE,NTEE1,ADDRESS,CITY,ZIP,SUBSECCD,NTMAJ5,NTMAJ10,NTMAJ12,MAJGRPB,CONT
419096,330346319,330346319201712.0,2017,BINATIONAL EMERGENCY MEDICAL CARE COMMITTEE,CA,E,642 THIRD AVE STE I,CHULA VISTA,91910-5733,3,HE,HE,HE,E,9500.0
419111,20460399,20460399201712.0,2017,MCGREGOR MEMORIAL AMBULANCE INC,NH,E,47 COLLEGE RD,DURHAM,03824-2620,3,HE,HE,HE,E,24366.0
419187,814818874,814818874201712.0,2017,ENDO OPTION AFRICA INC,CA,E,16031 MATILIJA DR,LOS GATOS,95030-3030,3,HE,HE,HE,E,56588.0
419223,237160360,237160360201709.0,2017,LEE MEMORIAL HOSPITAL INC,FL,E,9800 S HEALTHPARK DR STE 310,FORT MYERS,33908-3630,3,HE,HE,EH,EH,0.0
419254,204570113,204570113201612.0,2016,FOUNDATION FOR DIAGNOSIS ANDTREATMENT OF BLASTOCYSTIS HOMINIS,OR,E,1763 NW 127TH PL,PORTLAND,97229-4678,3,HE,HE,HE,E,644.0
419256,251590442,251590442201712.0,2017,HOLLIDAYSBURG AMERICAN LEGION,PA,E,PO BOX 461,HOLLIDAYSBURG,16648-0461,3,HE,HE,HE,E,242370.0
419266,560591294,560591294201609.0,2016,MOREHEAD MEMORIAL HOSPITAL,NC,E,117 E KINGS HWY,EDEN,27288-5201,3,HE,HE,EH,EH,724670.0
419313,815006067,815006067201712.0,2017,REFLECTIONS MEDISPA,IN,E,4755 HIGHWAY 31SUITE B,CLARKSVILLE,47129-0000,3,HE,HE,HE,E,0.0
419319,650084898,650084898201712.0,2017,HANDICAPPED ARTIST PAINTING PRODUCTIONS AND YOU INC,FL,E,6520 SW 7TH ST,MARGATE,33068-1516,3,HE,HE,HE,E,0.0
419325,850135073,850135073201806.0,2018,LIFEROOTS INC,NM,E,1111 MENAUL BLVD NE,ALBUQUERQUE,87107-1614,3,HE,HE,HE,E,230288.0
419388,350900741,350900741201709.0,2017,FAYETTE MEMORIAL HOSPITAL ASSOC INC,IN,E,1941 VIRGINIA AVE,CONNERSVILLE,,3,HE,HE,EH,EH,608339.0
419426,471943292,471943292201612.0,2016,BRIGHT LIFE COMMUNITY WELLNESS,PA,E,112 LONGFELLOW CT,PITTSBURGH,,3,HE,HE,HE,E,2410.0
419440,753190069,753190069201612.0,2016,SERVICE WITH A SMILE,WA,E,2625 WHEATON WAY STE D,BREMERTON,,3,HE,HE,HE,E,0.0
419458,916053685,916053685201806.0,2018,DELTA FOUNDATION FOR REHABILITATION & RESEARCH,WA,E,5901 107TH AVE SE,SNOHOMISH,98290-1215,3,HE,HE,HE,E,18290.0
419461,203327980,203327980201612.0,2016,HOPE CLINIC INC,AL,E,1600 5TH AVENUE,JASPER,,3,HE,HE,HE,E,63292.0
419470,860187194,860187194201712.0,2017,PBHMC INC,AZ,E,360 E CORONADO RD STE 100,PHOENIX,85004-1577,3,HE,HE,HE,E,243200.0
419529,660428652,660428652201701.0,2017,CAMUY HEALTH SERVICES INC,PR,E,PO BOX 660,CAMUY,00627-0660,3,HE,HE,HE,E,2431018.0
419580,813717680,813717680201712.0,2017,BEK CHARITABLE FOUNDATION,FL,E,5341 SALCANO ST,SARASOTA,34238-2161,3,HE,HE,HE,E,1476.0
419588,146020715,146020715201712.0,2017,VOORHEESVILLE AREA AMBULANCE SERVICE INC,NY,E,21 VOORHEESVILLE AVE,VOORHEESVILLE,,3,HE,HE,HE,E,50.0
419648,431273310,431273310201712.0,2017,SSM ST CLARE HEALTH CENTER FOUNDATION,MO,E,10101 WOODFIELD LN,ST LOUIS,,3,HE,HE,HE,E,81537.0
419688,812128797,812128797201612.0,2016,THE FAIRY WISH FOUNDATION,TX,E,12366 RIVERHILL RD,FRISCO,75033-2885,3,HE,HE,HE,E,4893.0
419702,262702592,262702592201712.0,2017,DISTRICT 1 HOSPITAL EMERGENCY PLANNING COMMITTEE INC,IN,E,PO BOX 188,SCHERERVILLE,46375-0188,3,HE,HE,EH,EH,439854.0
419746,262876263,262876263201612.0,2016,BREAST HEALTH AND HEALING FOUNDATION INC,NJ,E,95 MADISON AVE STE 409,MORRISTOWN,07960-7336,3,HE,HE,HE,E,5092.0
419751,886005065,886005065201612.0,2016,RENOWN HEALTH AUXILIARY,NV,E,1300 MILL ST,RENO,,3,HE,HE,HE,E,0.0
419783,141880824,141880824201712.0,2017,PROMISE HEALTHCARE NFP,IL,E,819 BLOOMINGTON RD,CHAMPAIGN,61820-2101,3,HE,HE,HE,E,1837703.0
419810,271546428,271546428201606.0,2016,DENTAL OUTREACH OF COLLIER INC,FL,E,2375 TAMIAMI TRAIL NORTH,NAPLES,34103-0000,3,HE,HE,HE,E,2273.0
419813,320443663,320443663201709.0,2017,SEACOAST REGIONAL MRI INC,MA,E,25 HIGHLAND AVE,NEWBURYPORT,,3,HE,HE,HE,E,0.0
419828,751771421,751771421201612.0,2016,D M COGDELL MEMORIAL HOSPITAL FOUNDATION,TX,E,1700 COGDELL BLVD,SNYDER,79549-6162,3,HE,HE,HE,E,50779.0
419920,813020679,813020679201612.0,2016,WIL-POWER FOUNDATION INC,FL,E,10575 N SKYLARK TER,CITRUS SPGS,34434-2962,3,HE,HE,HE,E,4550.0
419932,251490791,251490791201706.0,2017,COMMUNITY HEALTH NET,PA,E,1202 STATE ST,ERIE,16501-1914,3,HE,HE,HE,E,2499434.0
420062,751041154,751041154201709.0,2017,GOOD SHEPHERD HOSPITAL INC,TX,E,700 E MARSHALL AVE,LONGVIEW,75601-5580,3,HE,HE,EH,EH,755348.0
420093,541367319,541367319201712.0,2017,GLADE SPRING VOLUNTEER LIFE SAVING CREW,VA,E,PO BOX 59,GLADE SPRING,24340-0059,3,HE,HE,HE,E,112257.0
420106,680192805,680192805201712.0,2017,LUKE MEDICAL FOUNDATION,CA,E,PO BOX 1258,CEDAR RIDGE,95924-1258,3,HE,HE,HE,E,66646.0
420121,452592845,452592845201712.0,2017,WITHOUT REGRETS FOUNDATION,TX,E,PO BOX 622,CEDAR PARK,78630-0622,3,HE,HE,HE,E,7487.0
420122,521301091,521301091201708.0,2017,BON SECOURS INC,MD,E,1505 MARRIOTTSVILLE RD,MARRIOTTSVL,,3,HE,HE,EH,EH,57431.0
420135,237449666,237449666201612.0,2016,WEIRTON AREA AMBULANCE AND RESCUE SQUAD INC,WV,E,1305 PENNSYLVANIA AVE,WEIRTON,,3,HE,HE,HE,E,78321.0
420145,331204592,331204592201706.0,2017,HEALTH QUALITY FORUM OHIO,OH,E,6133 ROCKSIDE ROAD,INDEPENDENCE,44131-2223,3,HE,HE,HE,E,0.0
420148,474313060,474313060201612.0,2016,ATEASENINC,WI,E,601 WEALD BRIDGE RD,COTTAGE GROVE,53527-9697,3,HE,HE,HE,E,1350.0
420150,382754875,382754875201606.0,2016,MIDMICHIGAN GLADWIN PINES,MI,E,449 QUARTER ST,GLADWIN,,3,HE,HE,HE,E,275.0
420164,650458135,650458135201612.0,2016,INTER-CULTURAL FAMILY HEALTH EDUCATION CENTER INC,FL,E,2300 PALM BEACH LAKES BLVD,WEST PALM BEACH,,3,HE,HE,EH,EH,13878.0
420169,820729978,820729978201712.0,2017,ROBERT DAVIES SR MEMORIAL GOLF TOURNAMENT CORP,CA,E,9085 KENAMAR DR,SAN DIEGO,92121-2421,3,HE,HE,HE,E,0.0
420200,270470346,270470346201612.0,2016,ST LUKES MEDICAL FOUNDATION,CO,E,1011 OAKRIDGE DR STE B,FORT COLLINS,80525-0000,3,HE,HE,HE,E,20610.0
420243,821801987,821801987201603.0,2016,TOPS CLUB INC,CA,E,1412 255TH ST,HARBOR CITY,90710-2719,3,HE,HE,HE,E,0.0
420253,310915644,310915644201806.0,2018,KENTUCKY NURSES FOUNDATION INC,KY,E,305 TOWNEPARK CIRCLE,LOUISVILLE,40243-2329,3,HE,HE,HE,E,6898.0
420256,561262478,561262478201803.0,2018,THE C W WILLIAMS COMMUNITY HEALTH CENTER INC,NC,E,PO BOX 668093,CHARLOTTE,28266-8093,3,HE,HE,HE,E,2194577.0
420324,911935372,911935372201709.0,2017,SEATTLE CHILDRENS HOSPITAL,WA,E,PO BOX 5371 MSC RC-507,SEATTLE,98145-5005,3,HE,HE,EH,EH,0.0
420328,201681131,201681131201703.0,2017,CARING PARTNERS HOME HEALTH INC,MI,E,3909 RESEARCH PARK DR,ANN ARBOR,,3,HE,HE,HE,E,0.0
420413,813263578,813263578201612.0,2016,IMAGINE IF RANCH INC,WV,E,PO BOX 348,PURGITSVILLE,26852-0348,3,HE,HE,HE,E,1210.0
420450,251700332,251700332201702.0,2017,ELIZABETH TOWNSHIP AREA EMERGENCY MEDICAL SERVICES CORPORATION,PA,E,911 SWISS WAY,ELIZABETH,,3,HE,HE,HE,E,34505.0
420556,50273042,50273042201609.0,2016,MEMORIAL HOSPITAL CLUB,RI,E,111 BREWSTER ST,PAWTUCKET,,3,HE,HE,HE,E,0.0
420571,942719214,942719214201806.0,2018,DOS PALOS MEMORIAL HOSPITAL INC,CA,E,PO BOX 25970,FRESNO,93729-5970,3,HE,HE,EH,EH,0.0
420604,742617989,742617989201709.0,2017,TEXAS ASSOCIATION OF CENTERS FOR INDEPENDENT LIVING,TX,E,PO BOX 636,BELTON,,3,HE,HE,HE,E,0.0
420606,202371086,202371086201606.0,2016,MOUNTAIN-PACIFIC QUALITY HEALTH FOUNDATION-HAWAII,MT,E,C/O MPQHF 3404 COONEY DR,HELENA,59602-0000,3,HE,HE,HE,E,0.0
420624,455447335,455447335201606.0,2016,WOMENS COMMUNITY CLINIC,CA,E,1833 FILLMORE ST 3RD FLOOR,SAN FRANCISCO,,3,HE,HE,HE,E,2115148.0
420628,412008277,412008277201706.0,2017,WINGSPAN LIFE RESOURCES 2,MN,E,30 PLATO BLVD E,SAINT PAUL,,3,HE,HE,HE,E,19239.0
420640,741850482,741850482201712.0,2017,ARANSAS COUNTY MEDICAL SERVICES INC,TX,E,PO BOX 82I,ROCKPORT,78381-0821,3,HE,HE,HE,E,12000.0
420642,205498117,205498117201609.0,2016,SEATTLE CHILDRENS HOSPITAL STAR GUILD,WA,E,PO BOX 5371 MSC RC-507,SEATTLE,,3,HE,HE,EH,EH,71869.0
420656,116111194,116111194201612.0,2016,QUEENS HOSPITAL CENTER AUXILIARY INC,NY,E,8268 164TH ST,JAMAICA,,3,HE,HE,HE,E,245439.0
420687,386088836,386088836201804.0,2018,NORTH OTTAWA HOSPITAL AUXILIARY INC,MI,E,1309 SHELDON RD,GRAND HAVEN,49417-2404,3,HE,HE,HE,E,46728.0
420689,954239507,954239507201712.0,2017,GOOD SHEPHERD REHABILITATION CENTER INC,CA,E,1301 E AVENUE I SPC 336,LANCASTER,93535-2154,3,HE,HE,HE,E,70084.0
420767,271917502,271917502201612.0,2016,MEDICALMISSIONSORG INC,GA,E,2655 NORTHWINDS PKWY,ALPHARETTA,30009-2280,3,HE,HE,HE,E,0.0
420847,431682002,431682002201706.0,2017,ACADEMY OF POST GRADUATE HEALTH CARE EDUCATION,MO,E,MA212 HEALTH SCIENCES CENTER,COLUMBIA,,3,HE,HE,HE,E,66090.0
420874,461303361,461303361201712.0,2017,SMILERESTORE,NV,E,5365 MAE ANNE AVE STE B1,RENO,89523-1897,3,HE,HE,HE,E,38743.0
420913,341856531,341856531201612.0,2016,UNIVERSITY HOSPITALS HEALTH SYSTEM INC,OH,E,3605 WARRENSVILLE CTNR RD MSC 9155,SHAKER HTS,44122-0000,3,HE,HE,EH,EH,0.0
420941,620701119,620701119201706.0,2017,LAUGHLIN MEMORIAL HOSPITAL INC,TN,E,1021 W OAKLAND AVE STE 103,JOHNSON CITY,37604-2192,3,HE,HE,EH,EH,206759.0
420970,371200263,371200263201712.0,2017,PROGRESSIVE HEALTH SYSTEM,IL,E,600 S 13TH ST,PEKIN,61554-4936,3,HE,HE,HE,E,5680591.0
421008,204249778,204249778201604.0,2016,FAYES LIGHT,IL,E,796 WOODSTOCK RD,OLYMPIA FLDS,,3,HE,HE,HE,E,111791.0
421042,581861601,581861601201806.0,2018,THE FLANNERY O CONNOR HOME FOUNDATION INC,GA,E,207 E CHARLTON ST,SAVANNAH,31401-4605,3,HE,HE,HE,E,19997.0
421114,610904751,610904751201706.0,2017,NORTHERN KENTUCKY EMERGENCY MEDICAL SERVICES INC,KY,E,1403 ALEXANDRIA PIKE,FT THOMAS,41075-2527,3,HE,HE,HE,E,0.0
421124,930901824,930901824201612.0,2016,CHILOQUIN VOLUNTEER AMBULANCE SERVICE INC,OR,E,PO BOX 342,CHILOQUIN,,3,HE,HE,HE,E,34388.0
421160,200179564,200179564201609.0,2016,VAUGHAN COMMUNITY HEALTH SERVICES INC,AL,E,200 VAUGHN WAY STE B,SELMA,,3,HE,HE,HE,E,827103.0
421166,251841564,251841564201706.0,2017,FRIENDS OF HOPITAL ALBERT SCHWEITZER HAITI INC,PA,E,PO BOX 81026,PITTSBURGH,15217-0526,3,HE,HE,HE,E,320272.0
421187,452861868,452861868201612.0,2016,HOME BASED HEALTH CHARITY INC NFP,IL,E,1615 VOLLMER RD,FLOSSMOOR,60422-1992,3,HE,HE,HE,E,2876.0
421193,473418347,473418347201612.0,2016,TALKABOUTHEALTH,MA,E,17 SHELLY LN,WESTFORD,01886-4525,3,HE,HE,HE,E,0.0
421251,274915230,274915230201612.0,2016,CHICAGO CHILDRENS WELLNESS FOUNDATION NFP,IL,E,3259 N ASHLAND AVE,CHICAGO,60657-2129,3,HE,HE,HE,E,3683.0
421296,800446054,800446054201712.0,2017,COTEAU DES PRAIRIES HOSPITAL & CLINIC FOUNDATION,SD,E,205 ORCHARD DR,SISSETON,57262-2312,3,HE,HE,HE,E,5560.0
421331,541549707,541549707201805.0,2018,STRASBURG RESCUE SQUAD INC C/O STRASBURG VOL RESCUE SQUAD INC,VA,E,PO BOX 620,STRASBURG,22657-0620,3,HE,HE,HE,E,314470.0
421339,43409072,43409072201712.0,2017,OMNI MED INC,MA,E,81 WYMAN ST STE 1,WABAN,02468-1519,3,HE,HE,HE,E,100510.0
421347,363994636,363994636201612.0,2016,FREEPORT REGIONAL MANAGEMENT SERVICES INC FAMILY MEDICAL ASSOCIATES,IL,E,1045 W STEPHENSON ST,FREEPORT,,3,HE,HE,HE,E,0.0
421365,133237994,133237994201712.0,2017,CORTLANDT COMMUNITY VOLUNTEER AMBULANCE CORPS INC,NY,E,6 KINGS FERRY RD,MONTROSE,10548-1406,3,HE,HE,HE,E,0.0
421390,721315330,721315330201712.0,2017,DREAM DAY FOUNDATION,LA,E,11919 BRICKSOME AVE STE E6,BATON ROUGE,70816-2992,3,HE,HE,HE,E,129180.0
421392,752561745,752561745201709.0,2017,ROBERTS REHABILATION CENTER ACTIVITIES CORPORATION,TX,E,306 W 3RD ST,BIG SPRING,79720-2429,3,HE,HE,HE,E,0.0
421503,810992982,810992982201609.0,2016,LAMAR AMBULANCE SERVICE INC,AL,E,PO BOX 327,VERNON,35592-0327,3,HE,HE,HE,E,22500.0
421521,560992353,560992353201806.0,2018,GREENE COUNTY HEALTH CARE INCORPORATED,NC,E,7 PROFESSIONAL DR,SNOW HILL,28580-1332,3,HE,HE,HE,E,9204711.0
421523,273529154,273529154201712.0,2017,DMC FOUNDATION,MI,E,333 W FORT ST STE 2010,DETROIT,48226-3134,3,HE,HE,HE,E,113010.0
421549,621613447,621613447201706.0,2017,BIRTH CHOICE INCORPORATED,TN,E,391 WALLACE RD,JACKSON,38305-2863,3,HE,HE,HE,E,427884.0
421608,571012488,571012488201609.0,2016,TUOMEY MEDICAL PROFESSIONALS INC,SC,E,129 N WASHINGTON ST,SUMTER,29150-4949,3,HE,HE,EH,EH,0.0
421610,431253101,431253101201803.0,2018,SOUTHEAST MISSOURI HEALTH NETWORK,MO,E,PO BOX 400,NEW MADRID,63869-0400,3,HE,HE,HE,E,4030367.0
421664,813625798,813625798201612.0,2016,ANAHITA CHILDRENS HEALTH INITIATIVE,SC,E,1705 MILL ST,CAMDEN,29020-2730,3,HE,HE,HE,E,1545.0
421671,232465982,232465982201703.0,2017,WYSOX VOLUNTEER EMERGENCY MEDICAL SERVICE AMBULANCE INC,PA,E,PO BOX 13,TROY,16947-0013,3,HE,HE,HE,E,54473.0
421680,134100455,134100455201612.0,2016,FRIENDS OF PANAFRICARE INC,DC,E,1101 CONNECTICUT AVE NW STE 450,WASHINGTON,20036-4359,3,HE,HE,HE,E,0.0
421694,251604818,251604818201606.0,2016,ALLE-KISKI PAREMEDIC UNIT FOR LIFE SUPPORT EMERGENCY RESPONSE,PA,E,1301 CARLISLE ST,NATRONA HTS,15065-1152,3,HE,HE,HE,E,30000.0
421780,273349411,273349411201806.0,2018,IHE USA,IL,E,33 W MONROE ST STE 1700,CHICAGO,60603-5616,3,HE,HE,HE,E,0.0
421810,480788830,480788830201606.0,2016,KANSAS FAMILY MEDICINE FOUNDATION,KS,E,3901 RAINBOW BLVD,KANSAS CITY,,3,HE,HE,HE,E,0.0
421856,943050032,943050032201712.0,2017,SAN JOAQUIN GENERAL HOSPITAL PATIENT HELPING FUND,CA,E,PO BOX 1020,STOCKTON,95201-3120,3,HE,HE,HE,E,6278.0
421886,251562714,251562714201606.0,2016,INSTITUTE FOR TRANSFUSION MEDICINE,PA,E,875 GREENTREE RD PC5,PITTSBURGH,15220-3508,3,HE,HE,HE,E,912554.0
421889,811705811,811705811201609.0,2016,STRATEGIC COORDINATING ORGANIZATION,SC,E,300 E MCBEE AVE SUITE 500,GREENVILLE,,3,HE,HE,HE,E,0.0
421891,223566504,223566504201603.0,2016,CADBURY CONTINUING CARE AT HOME INC,NJ,E,2150 ROUTE 38,CHERRY HILL,08002-4801,3,HE,HE,HE,E,0.0
421894,941384665,941384665201606.0,2016,REDWOOD MEMORIAL HOSPITAL,CA,E,3300 RENNER DR,FORTUNA,,3,HE,HE,EH,EH,1774548.0
421911,941231005,941231005201606.0,2016,SANTA ROSA MEMORIAL HOSPITAL,CA,E,1165 MONTGOMERY DR,SANTA ROSA,,3,HE,HE,EH,EH,5460159.0
421954,10377300,10377300201806.0,2018,MASSABESIC LIONS CLUB REGIONAL MEDICAL CENTER,ME,E,813D MAIN ST,WATERBORO,04087-3006,3,HE,HE,HE,E,25072.0
421958,10411788,10411788201809.0,2018,WESTERN MAINE HEALTH CARE CORP,ME,E,181 MAIN STREET,NORWAY,04268-5664,3,HE,HE,HE,E,563491.0
421961,10445163,10445163201906.0,2019,ANSON MADISON AMBULANCE SERVICE INC MAIN ST ANSON ME,ME,E,PO BOX 277,MADISON,04950-0277,3,HE,HE,HE,E,235129.0
422114,20451691,20451691201806.0,2018,EASTERN NURSING RESEARCH SOCIETY,VA,E,673 POTOMAC STATION DRIVE NO 801,LEESBURG,20176-1819,3,HE,HE,HE,E,122536.0
422130,20490481,20490481201810.0,2018,COMMUNITY ALLIANCE FOR TEEN SAFETY,NH,E,PO BOX 1225,DERRY,03038-6225,3,HE,HE,EH,EH,94608.0
422164,20641248,20641248201805.0,2018,MEMORY CARE HOME SOLUTIONS,MO,E,4389 W PINE BLVD,SAINT LOUIS,63108-2205,3,HE,HE,HE,E,1063143.0
422199,26061001,26061001201808.0,2018,LEON M & HAZEL E FITCH TRUST FBO ELLIOT HOSPITAL 3035010323,RI,E,ONE CITIZENS BANK WAY JCB115,JOHNSTON,02919-1922,3,HE,HE,HE,E,0.0
422215,30274130,30274130201812.0,2018,LONDONDERRY VOLUNTEER RESCUE SQUAD,VT,E,PO BOX 911,LONDONDERRY,05148-0911,3,HE,HE,HE,E,73945.0
422242,30356729,30356729201812.0,2018,GLOVER AMBULANCE SQUAD INC,VT,E,48 COUNTY RD UNIT 64,WEST GLOVER,05875-9701,3,HE,HE,HE,E,34438.0
422255,30387484,30387484201812.0,2018,CAROLINAS HOME CARE SERVICES INC,NC,E,PO BOX 1743,WHITEVILLE,28472-1743,3,HE,HE,HE,E,225000.0
422260,30415483,30415483201807.0,2018,VICTORY THERAPEUTIC CENTER INC,TX,E,10600 DUNHAM ROAD,ROANOKE,76262-6534,3,HE,HE,HE,E,255438.0
422270,30474134,30474134201812.0,2018,ANTICOAGULATION FORUM INC,MA,E,17 LINCOLN STREET,NEWTON HIGHLANDS,02461-1552,3,HE,HE,HE,E,335425.0
422322,42134813,42134813201904.0,2019,HEALTH ALLIANCE GUILD,MA,E,68 MAIN ST UNIT 1039,LEOMINSTER,01453-7856,3,HE,HE,HE,E,0.0
422337,42326503,42326503201903.0,2019,MASSACHUSETTS PUBLIC HEALTH ASSOCIATION,MA,E,50 FEDERAL ST FL 8,BOSTON,02110-2509,3,HE,HE,HE,E,787728.0
422363,42545221,42545221201806.0,2018,ELDER SERVICES OF WORCESTER AREA INC,MA,E,67 MILLBROOK ST STE 100,WORCESTER,01606-2842,3,HE,HE,HE,E,17368603.0
422365,42560713,42560713201806.0,2018,VISITING NURSE & COMMUNITY HEALTH INC,MA,E,37 BROADWAY,ARLINGTON,02474-5552,3,HE,HE,HE,E,379.0
422371,42600042,42600042201806.0,2018,HARVARD STREET NEIGHBORHOOD HEALTH CENTER INC,MA,E,632 BLUE HILL AVE,DORCHESTER,02121-3213,3,HE,HE,HE,E,2627098.0
422404,42681453,42681453201806.0,2018,BERKSHIRE AREA HEALTH EDUCATION CENTER INC,MA,E,UNION BLOCK 395 MAIN STREET,DALTON,01226-0000,3,HE,HE,HE,E,39.0
422445,42763724,42763724201805.0,2018,LOCAL ENTERPRISE ASSISTANCE FUND INC,MA,E,386 WESTERN AVE,BOSTON,02135-1011,3,HE,HE,HE,E,522824.0
422507,43109579,43109579201809.0,2018,CHARLTON LONG TERM CARE SERVICES INC,MA,E,363 HIGHLAND AVE,FALL RIVER,02720-3703,3,HE,HE,HE,E,0.0
422553,43256412,43256412201903.0,2019,FRIENDS FOR TOMORROW INC,MA,E,131 WESTON RD,LINCOLN,01773-4506,3,HE,HE,HE,E,112439.0
422558,43282191,43282191201806.0,2018,COLRAIN VOL AMB ASSOC INC,MA,E,PO BOX 37,COLRAIN,01340-0037,3,HE,HE,HE,E,2385.0
422725,46511889,46511889201809.0,2018,LEON M FITCH SHRINE HOSPITAL TRUST STATE STREET BANK & TRUST CO,MA,E,1 IRON ST,BOSTON,02210-1641,3,HE,HE,HE,E,25.0
422727,50269232,50269232201808.0,2018,MEETING STREET,RI,E,1000 EDDY ST,PROVIDENCE,02905-4739,3,HE,HE,HE,E,5840286.0
422730,50317817,50317817201803.0,2018,RHODE ISLAND BLOOD CENTER,RI,E,405 PROMENADE STREET,PROVIDENCE,,3,HE,HE,HE,E,191800.0
422740,50374216,50374216201809.0,2018,RHODE ISLAND COMMITTEE ON OCCUPATIONAL SAFETY & HEALTH INC,RI,E,741 WESTMINSTER ST,PROVIDENCE,02903-4062,3,HE,HE,HE,E,130020.0
422744,50398269,50398269201906.0,2019,FUND FOR MENTAL HEALTH,RI,E,2756 POST RD STE 104,WARWICK,02886-3077,3,HE,HE,HE,E,0.0
422774,50544881,50544881201806.0,2018,DIGITAL LEARNING GROUP INC,MD,E,6074 STONE HILL DR,ELLICOTT CITY,21043-0000,3,HE,HE,HE,E,0.0
422798,60646595,60646595201906.0,2019,VNA NORTHWEST INC,CT,E,607 BANTAM RD STE F,BANTAM,06750-1635,3,HE,HE,HE,E,58447.0
422803,60646899,60646899201906.0,2019,VNA VALLEY CARE INC,CT,E,8 OLD MILL LN,SIMSBURY,06070-1932,3,HE,HE,HE,E,407760.0
422805,60646941,60646941201806.0,2018,VNA OF SOUTH CENTRAL CT,CT,E,ONE LONG WHARF DRIVE,NEW HAVEN,06511-5991,3,HE,HE,HE,E,155437.0
422812,60665195,60665195201806.0,2018,BETHEL VISITING NURSE ASSOCIATION INC,CT,E,70 STONY HILL RD,BETHEL,06801-3036,3,HE,HE,HE,E,73816.0
422836,60916114,60916114201806.0,2018,QUINEBAUG VALLEY EMERGENCY COMM INC,CT,E,1249 HARTFORD PIKE,E KILLINGLY,06243-1810,3,HE,HE,HE,E,1631220.0
422855,60998831,60998831201906.0,2019,CT COMMUNITY NONPROFIT ALLIANCE INC,CT,E,35 COLD SPRING RD STE 522,ROCKY HILL,06067-3165,3,HE,HE,HE,E,29975.0
422901,61351666,61351666201806.0,2018,REVISIONS CONSULTING GROUP INC,MI,E,20100 OUTER DR,DEARBORN,48124-2647,3,HE,HE,HE,E,0.0
422919,61473233,61473233201806.0,2018,CONNECTICUT ASSOCIATION OF DIRECTORS OF HEALTH CADH INC,CT,E,1315 MAIN ST,WILLIMANTIC,06226-1931,3,HE,HE,EH,EH,38719.0
422933,61518753,61518753201805.0,2018,RAYNBOW FOUNDATION INC,CT,E,1813 SILAS DEANE HWY,ROCKY HILL,06067-1305,3,HE,HE,HE,E,950.0
422938,61528785,61528785201812.0,2018,ST JOHNS FAMILY CENTER INC,CT,E,768 FAIRFIELD AVE,BRIDGEPORT,06604-3701,3,HE,HE,HE,E,25846.0
422966,61684709,61684709201809.0,2018,ST PETERS FREE CLINIC OF HILLSDALE COUNTY INC,MI,E,3 N BROAD ST,HILLSDALE,49242-1601,3,HE,HE,HE,E,16385.0
423003,66040426,66040426201804.0,2018,ECHO HOSE HOOK AND LADDER AMBULANCE CORPS INC,CT,E,PO BOX 213,SHELTON,06484-0213,3,HE,HE,HE,E,37250.0
423007,66048640,66048640201806.0,2018,LITCHFIELD AMBULANCE ASSOCIATION INC,CT,E,PO BOX 651,LITCHFIELD,06759-0651,3,HE,HE,HE,E,52898.0
423105,113090609,113090609201812.0,2018,PARK SLOPE VOLUNTEER AMBULANCE CORPS INC,NY,E,PO BOX 150210,BROOKLYN,11215-0210,3,HE,HE,HE,E,53358.0
423151,113442863,113442863201812.0,2018,J F K HEALTH AND WELFARE FUND INC,NY,E,PO BOX 300063,JAMAICA,11430-0063,3,HE,HE,HE,E,57062.0
423202,113770527,113770527201812.0,2018,CENTRAL CALIFORNIA GUILD OF THE CATHOLIC MEDICAL ASSOCIATION,CA,E,1700 MCHENRY VILLAGE WAY,MODESTO,95350-4308,3,HE,HE,HE,E,0.0
423212,116035637,116035637201805.0,2018,FLUSHING COMMUNITY VOLUNTEER AMBULANCE CORPS INC,NY,E,PO BOX 580339,FLUSHING,11358-0339,3,HE,HE,HE,E,17383.0
423232,131872717,131872717201806.0,2018,ALPHA OMEGA INTERNATIONAL DENTAL FRATERNITY INC,MD,E,50 W EDMONSTON DRIVE,ROCKVILLE,20852-1228,3,HE,HE,HE,E,634760.0
423234,131924236,131924236201812.0,2018,MEMORIAL SLOAN-KETTERING CANCER CENTER,NY,E,633 THIRD AVE FINANCE 4TH FLR,NEW YORK,10017-0000,3,HE,HE,EH,EH,169497434.0
423281,133143851,133143851201812.0,2018,MEDCOFUND INC,NY,E,C/O NYCMS 261 WEST 35 STREET,NEW YORK,10001-0000,3,HE,HE,HE,E,600.0
423282,133174577,133174577201812.0,2018,INTERNATIONAL CESAREAN AWARENESS NETWORK INC,NC,E,PO BOX 573,GLEN ALPINE,28628-0573,3,HE,HE,HE,E,9032.0
423288,133228750,133228750201806.0,2018,AMERICAN MEDICAL FOUNDATION FOR PEER REVIEW AND EDUCATION INC,PA,E,237 S 18TH ST APT 11D,PHILADELPHIA,19103-6152,3,HE,HE,HE,E,30000.0
423356,133794986,133794986201806.0,2018,TRADITIONAL CHINESE MEDICINE WORLD FOUNDATION INC,NY,E,34 W 27TH ST RM 1212,NEW YORK,10001-6948,3,HE,HE,HE,E,49257.0
423385,134009634,134009634201812.0,2018,COMMUNITY MEDICAL AND DENTAL CARE,NY,E,40 ROBERT PITT DR,MONSEY,10952-3333,3,HE,HE,EH,EH,221891.0
