"2010 SOC Code","O*NET-SOC 2010 Code","O*NET-SOC 2010 Title","2010 SOC Title","education_STW","knowledge_STW","rothwell_STW","Occupation 2010 Description","2010 Census Code"
"43-5053","43-5053.00","Postal Service Mail Sorters, Processors, and Processing Machine Operators","Postal Service Mail Sorters, Processors, and Processing Machine Operators",1,0,0,"Postal service mail sorters, processors, and processing machine operators","5560"
"43-5061","43-5061.00","Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks",1,0,0,"Production, planning, and expediting clerks","5600"
"43-5071","43-5071.00","Shipping, Receiving, and Traffic Clerks","Shipping, Receiving, and Traffic Clerks",1,0,0,"Shipping, receiving, and traffic clerks","5610"
"43-5081","43-5081.04","Order Fillers, Wholesale and Retail Sales","Stock Clerks and Order Fillers",1,0,0,"Stock clerks and order fillers","5620"
"43-5081","43-5081.00","Stock Clerks and Order Fillers","Stock Clerks and Order Fillers",1,0,0,"Stock clerks and order fillers","5620"
"43-5081","43-5081.02","Marking Clerks","Stock Clerks and Order Fillers",1,0,0,"Stock clerks and order fillers","5620"
"43-5081","43-5081.01","Stock Clerks, Sales Floor","Stock Clerks and Order Fillers",1,0,0,"Stock clerks and order fillers","5620"
"43-5081","43-5081.03","Stock Clerks- Stockroom, Warehouse, or Storage Yard","Stock Clerks and Order Fillers",1,0,0,"Stock clerks and order fillers","5620"
"43-5111","43-5111.00","Weighers, Measurers, Checkers, and Samplers, Recordkeeping","Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1,0,0,"Weighers, measurers, checkers, and samplers, recordkeeping","5630"
"43-6011","43-6011.00","Executive Secretaries and Executive Administrative Assistants","Executive Secretaries and Executive Administrative Assistants",1,0,0,NA,NA
"43-6012","43-6012.00","Legal Secretaries","Legal Secretaries",1,0,0,NA,NA
"43-6013","43-6013.00","Medical Secretaries","Medical Secretaries",1,0,0,NA,NA
"43-6014","43-6014.00","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1,0,0,NA,NA
"43-9011","43-9011.00","Computer Operators","Computer Operators",1,1,1,"Computer operators","5800"
"43-9021","43-9021.00","Data Entry Keyers","Data Entry Keyers",1,0,0,"Data entry keyers","5810"
"43-9022","43-9022.00","Word Processors and Typists","Word Processors and Typists",1,0,0,"Word processors and typists","5820"
"43-9031","43-9031.00","Desktop Publishers","Desktop Publishers",1,1,1,"Desktop publishers","5830"
"43-9041","43-9041.02","Insurance Policy Processing Clerks","Insurance Claims and Policy Processing Clerks",1,0,0,"Insurance claims and policy processing clerks","5840"
"43-9041","43-9041.01","Insurance Claims Clerks","Insurance Claims and Policy Processing Clerks",1,0,0,"Insurance claims and policy processing clerks","5840"
"43-9041","43-9041.00","Insurance Claims and Policy Processing Clerks","Insurance Claims and Policy Processing Clerks",1,0,0,"Insurance claims and policy processing clerks","5840"
"43-9051","43-9051.00","Mail Clerks and Mail Machine Operators, Except Postal Service","Mail Clerks and Mail Machine Operators, Except Postal Service",1,0,0,"Mail clerks and mail machine operators, except postal service","5850"
"43-9061","43-9061.00","Office Clerks, General","Office Clerks, General",1,0,0,"Office clerks, general","5860"
"43-9071","43-9071.00","Office Machine Operators, Except Computer","Office Machine Operators, Except Computer",1,1,1,"Office machine operators, except computer","5900"
"43-9081","43-9081.00","Proofreaders and Copy Markers","Proofreaders and Copy Markers",0,0,0,"Proofreaders and copy markers","5910"
"43-9111","43-9111.00","Statistical Assistants","Statistical Assistants",0,1,0,"Statistical assistants","5920"
"43-9111","43-9111.01","Bioinformatics Technicians","Statistical Assistants",0,1,0,"Statistical assistants","5920"
"43-9199","43-9199.00","Office and Administrative Support Workers, All Other","Office and Administrative Support Workers, All Other",NA,NA,NA,"Office and administrative support workers, all other","5940"
"45-1011","45-1011.06","First-Line Supervisors of Aquacultural Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",1,0,0,"First-line supervisors of farming, fishing, and forestry workers","6005"
"45-1011","45-1011.00","First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",1,0,0,"First-line supervisors of farming, fishing, and forestry workers","6005"
"45-1011","45-1011.05","First-Line Supervisors of Logging Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",1,0,0,"First-line supervisors of farming, fishing, and forestry workers","6005"
"45-1011","45-1011.07","First-Line Supervisors of Agricultural Crop and Horticultural Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",1,0,0,"First-line supervisors of farming, fishing, and forestry workers","6005"
"45-1011","45-1011.08","First-Line Supervisors of Animal Husbandry and Animal Care Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",1,0,0,"First-line supervisors of farming, fishing, and forestry workers","6005"
"45-2011","45-2011.00","Agricultural Inspectors","Agricultural Inspectors",1,0,0,"Agricultural inspectors","6010"
"45-2021","45-2021.00","Animal Breeders","Animal Breeders",1,0,0,"Animal breeders","6020"
"45-2041","45-2041.00","Graders and Sorters, Agricultural Products","Graders and Sorters, Agricultural Products",1,0,0,"Graders and sorters, agricultural products","6040"
"45-2091","45-2091.00","Agricultural Equipment Operators","Agricultural Equipment Operators",1,1,1,NA,NA
"45-2092","45-2092.00","Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1,0,0,NA,NA
"45-2092","45-2092.01","Nursery Workers","Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1,0,0,NA,NA
"45-2092","45-2092.02","Farmworkers and Laborers, Crop","Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1,0,0,NA,NA
"45-2093","45-2093.00","Farmworkers, Farm, Ranch, and Aquacultural Animals","Farmworkers, Farm, Ranch, and Aquacultural Animals",1,0,0,NA,NA
"45-2099","45-2099.00","Agricultural Workers, All Other","Agricultural Workers, All Other",NA,NA,NA,NA,NA
"45-3011","45-3011.00","Fishers and Related Fishing Workers","Fishers and Related Fishing Workers",1,0,0,"Fishers and related fishing workers","6100"
"45-3021","45-3021.00","Hunters and Trappers","Hunters and Trappers",1,0,0,"Hunters and trappers","6110"
"45-4011","45-4011.00","Forest and Conservation Workers","Forest and Conservation Workers",1,0,0,"Forest and conservation workers","6120"
"45-4021","45-4021.00","Fallers","Fallers",1,0,0,NA,NA
"45-4022","45-4022.00","Logging Equipment Operators","Logging Equipment Operators",1,0,0,NA,NA
"45-4023","45-4023.00","Log Graders and Scalers","Log Graders and Scalers",1,0,0,NA,NA
"45-4029","45-4029.00","Logging Workers, All Other","Logging Workers, All Other",NA,NA,NA,NA,NA
"47-1011","47-1011.03","Solar Energy Installation Managers","First-Line Supervisors of Construction Trades and Extraction Workers",1,1,1,"First-line supervisors of construction trades and extraction workers","6200"
"47-1011","47-1011.00","First-Line Supervisors of Construction Trades and Extraction Workers","First-Line Supervisors of Construction Trades and Extraction Workers",1,1,1,"First-line supervisors of construction trades and extraction workers","6200"
"47-2011","47-2011.00","Boilermakers","Boilermakers",1,1,1,"Boilermakers","6210"
"47-2021","47-2021.00","Brickmasons and Blockmasons","Brickmasons and Blockmasons",1,1,1,NA,NA
"47-2022","47-2022.00","Stonemasons","Stonemasons",1,1,1,NA,NA
"47-2031","47-2031.00","Carpenters","Carpenters",1,1,1,"Carpenters","6230"
"47-2031","47-2031.02","Rough Carpenters","Carpenters",1,1,1,"Carpenters","6230"
"47-2031","47-2031.01","Construction Carpenters","Carpenters",1,1,1,"Carpenters","6230"
"47-2041","47-2041.00","Carpet Installers","Carpet Installers",1,0,0,NA,NA
"47-2042","47-2042.00","Floor Layers, Except Carpet, Wood, and Hard Tiles","Floor Layers, Except Carpet, Wood, and Hard Tiles",1,0,0,NA,NA
"47-2043","47-2043.00","Floor Sanders and Finishers","Floor Sanders and Finishers",1,0,0,NA,NA
"47-2044","47-2044.00","Tile and Marble Setters","Tile and Marble Setters",1,0,0,NA,NA
"47-2051","47-2051.00","Cement Masons and Concrete Finishers","Cement Masons and Concrete Finishers",1,0,0,NA,NA
"47-2053","47-2053.00","Terrazzo Workers and Finishers","Terrazzo Workers and Finishers",1,0,0,NA,NA
"47-2061","47-2061.00","Construction Laborers","Construction Laborers",1,1,1,"Construction laborers","6260"
"47-2071","47-2071.00","Paving, Surfacing, and Tamping Equipment Operators","Paving, Surfacing, and Tamping Equipment Operators",1,0,0,"Paving, surfacing, and tamping equipment operators","6300"
"47-2072","47-2072.00","Pile-Driver Operators","Pile-Driver Operators",1,1,1,"Pile-driver operators","6310"
"47-2073","47-2073.00","Operating Engineers and Other Construction Equipment Operators","Operating Engineers and Other Construction Equipment Operators",1,0,0,"Operating engineers and other construction equipment operators","6320"
"47-2081","47-2081.00","Drywall and Ceiling Tile Installers","Drywall and Ceiling Tile Installers",1,1,1,NA,NA
"47-2082","47-2082.00","Tapers","Tapers",1,1,1,NA,NA
"47-2111","47-2111.00","Electricians","Electricians",1,1,1,"Electricians","6355"
"47-2121","47-2121.00","Glaziers","Glaziers",1,0,0,"Glaziers","6360"
"47-2131","47-2131.00","Insulation Workers, Floor, Ceiling, and Wall","Insulation Workers, Floor, Ceiling, and Wall",1,0,0,NA,NA
"47-2132","47-2132.00","Insulation Workers, Mechanical","Insulation Workers, Mechanical",1,0,0,NA,NA
"47-2141","47-2141.00","Painters, Construction and Maintenance","Painters, Construction and Maintenance",1,0,0,"Painters, construction and maintenance","6420"
"47-2142","47-2142.00","Paperhangers","Paperhangers",1,0,0,"Paperhangers","6430"
"47-2151","47-2151.00","Pipelayers","Pipelayers",1,0,0,NA,NA
"47-2152","47-2152.02","Plumbers","Plumbers, Pipefitters, and Steamfitters",1,1,1,NA,NA
"47-2152","47-2152.01","Pipe Fitters and Steamfitters","Plumbers, Pipefitters, and Steamfitters",1,1,1,NA,NA
"47-2152","47-2152.00","Plumbers, Pipefitters, and Steamfitters","Plumbers, Pipefitters, and Steamfitters",1,1,1,NA,NA
"47-2161","47-2161.00","Plasterers and Stucco Masons","Plasterers and Stucco Masons",1,0,0,"Plasterers and stucco masons","6460"
"47-2171","47-2171.00","Reinforcing Iron and Rebar Workers","Reinforcing Iron and Rebar Workers",1,1,1,"Reinforcing iron and rebar workers","6500"
"47-2181","47-2181.00","Roofers","Roofers",1,0,0,"Roofers","6515"
"47-2211","47-2211.00","Sheet Metal Workers","Sheet Metal Workers",1,1,1,"Sheet metal workers","6520"
"47-2221","47-2221.00","Structural Iron and Steel Workers","Structural Iron and Steel Workers",1,1,1,"Structural iron and steel workers","6530"
"47-2231","47-2231.00","Solar Photovoltaic Installers","Solar Photovoltaic Installers",NA,NA,NA,"Solar photovoltaic installers","6540"
"47-3011","47-3011.00","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",1,0,0,NA,NA
"47-3012","47-3012.00","Helpers--Carpenters","Helpers--Carpenters",1,0,0,NA,NA
"47-3013","47-3013.00","Helpers--Electricians","Helpers--Electricians",1,1,1,NA,NA
"47-3014","47-3014.00","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",1,0,0,NA,NA
"47-3015","47-3015.00","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1,1,1,NA,NA
"47-3016","47-3016.00","Helpers--Roofers","Helpers--Roofers",1,0,0,NA,NA
"47-3019","47-3019.00","Helpers, Construction Trades, All Other","Helpers, Construction Trades, All Other",NA,NA,NA,NA,NA
"47-4011","47-4011.00","Construction and Building Inspectors","Construction and Building Inspectors",0,1,0,"Construction and building inspectors","6660"
"47-4021","47-4021.00","Elevator Installers and Repairers","Elevator Installers and Repairers",1,1,1,"Elevator installers and repairers","6700"
"47-4031","47-4031.00","Fence Erectors","Fence Erectors",1,0,0,"Fence erectors","6710"
"47-4041","47-4041.00","Hazardous Materials Removal Workers","Hazardous Materials Removal Workers",1,0,0,"Hazardous materials removal workers","6720"
"47-4051","47-4051.00","Highway Maintenance Workers","Highway Maintenance Workers",1,0,0,"Highway maintenance workers","6730"
"47-4061","47-4061.00","Rail-Track Laying and Maintenance Equipment Operators","Rail-Track Laying and Maintenance Equipment Operators",1,0,0,"Rail-track laying and maintenance equipment operators","6740"
"47-4071","47-4071.00","Septic Tank Servicers and Sewer Pipe Cleaners","Septic Tank Servicers and Sewer Pipe Cleaners",1,0,0,"Septic tank servicers and sewer pipe cleaners","6750"
"47-4091","47-4091.00","Segmental Pavers","Segmental Pavers",1,0,0,NA,NA
"47-4099","47-4099.02","Solar Thermal Installers and Technicians","Construction and Related Workers, All Other",NA,NA,NA,NA,NA
"47-4099","47-4099.03","Weatherization Installers and Technicians","Construction and Related Workers, All Other",NA,NA,NA,NA,NA
"47-4099","47-4099.00","Construction and Related Workers, All Other","Construction and Related Workers, All Other",NA,NA,NA,NA,NA
"47-5011","47-5011.00","Derrick Operators, Oil and Gas","Derrick Operators, Oil and Gas",1,1,1,"Other extraction workers","6940"
"47-5012","47-5012.00","Rotary Drill Operators, Oil and Gas","Rotary Drill Operators, Oil and Gas",1,1,1,"Other extraction workers","6940"
"47-5013","47-5013.00","Service Unit Operators, Oil, Gas, and Mining","Service Unit Operators, Oil, Gas, and Mining",1,1,1,"Other extraction workers","6940"
"47-5021","47-5021.00","Earth Drillers, Except Oil and Gas","Earth Drillers, Except Oil and Gas",1,1,1,"Earth drillers, except oil and gas","6820"
"47-5031","47-5031.00","Explosives Workers, Ordnance Handling Experts, and Blasters","Explosives Workers, Ordnance Handling Experts, and Blasters",1,0,0,"Explosives workers, ordnance handling experts, and blasters","6830"
"47-5041","47-5041.00","Continuous Mining Machine Operators","Continuous Mining Machine Operators",1,1,1,"Other extraction workers","6940"
"47-5042","47-5042.00","Mine Cutting and Channeling Machine Operators","Mine Cutting and Channeling Machine Operators",1,0,0,"Other extraction workers","6940"
"47-5049","47-5049.00","Mining Machine Operators, All Other","Mining Machine Operators, All Other",NA,NA,NA,"Other extraction workers","6940"
"47-5051","47-5051.00","Rock Splitters, Quarry","Rock Splitters, Quarry",1,0,0,"Other extraction workers","6940"
"47-5061","47-5061.00","Roof Bolters, Mining","Roof Bolters, Mining",1,0,0,"Roof bolters, mining","6910"
"47-5071","47-5071.00","Roustabouts, Oil and Gas","Roustabouts, Oil and Gas",1,1,1,"Roustabouts, oil and gas","6920"
"47-5081","47-5081.00","Helpers--Extraction Workers","Helpers--Extraction Workers",1,0,0,"Helpers--extraction workers","6930"
"47-5099","47-5099.00","Extraction Workers, All Other","Extraction Workers, All Other",NA,NA,NA,"Other extraction workers","6940"
"49-1011","49-1011.00","First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",1,1,1,"First-line supervisors of mechanics, installers, and repairers","7000"
"49-2011","49-2011.00","Computer, Automated Teller, and Office Machine Repairers","Computer, Automated Teller, and Office Machine Repairers",1,1,1,"Computer, automated teller, and office machine repairers","7010"
"49-2021","49-2021.00","Radio, Cellular, and Tower Equipment Installers and Repairers","Radio, Cellular, and Tower Equipment Installers and Repairers",1,1,1,NA,NA
"49-2021","49-2021.01","Radio Mechanics","Radio, Cellular, and Tower Equipment Installers and Repairers",1,1,1,NA,NA
"49-2022","49-2022.00","Telecommunications Equipment Installers and Repairers, Except Line Installers","Telecommunications Equipment Installers and Repairers, Except Line Installers",1,1,1,NA,NA
"49-2091","49-2091.00","Avionics Technicians","Avionics Technicians",1,0,0,"Avionics technicians","7030"
"49-2092","49-2092.00","Electric Motor, Power Tool, and Related Repairers","Electric Motor, Power Tool, and Related Repairers",1,1,1,"Electric motor, power tool, and related repairers","7040"
"49-2093","49-2093.00","Electrical and Electronics Installers and Repairers, Transportation Equipment","Electrical and Electronics Installers and Repairers, Transportation Equipment",1,0,0,"Electrical and electronics installers and repairers, transportation equipment","7050"
"49-2094","49-2094.00","Electrical and Electronics Repairers, Commercial and Industrial Equipment","Electrical and Electronics Repairers, Commercial and Industrial Equipment",1,1,1,"Electrical and electronics repairers, industrial and utility","7100"
"49-2095","49-2095.00","Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1,1,1,"Electrical and electronics repairers, industrial and utility","7100"
"49-2096","49-2096.00","Electronic Equipment Installers and Repairers, Motor Vehicles","Electronic Equipment Installers and Repairers, Motor Vehicles",1,1,1,"Electronic equipment installers and repairers, motor vehicles","7110"
"49-2097","49-2097.00","Electronic Home Entertainment Equipment Installers and Repairers","Electronic Home Entertainment Equipment Installers and Repairers",1,1,1,"Electronic home entertainment equipment installers and repairers","7120"
"49-2098","49-2098.00","Security and Fire Alarm Systems Installers","Security and Fire Alarm Systems Installers",1,0,0,"Security and fire alarm systems installers","7130"
"49-3011","49-3011.00","Aircraft Mechanics and Service Technicians","Aircraft Mechanics and Service Technicians",1,1,1,"Aircraft mechanics and service technicians","7140"
"49-3021","49-3021.00","Automotive Body and Related Repairers","Automotive Body and Related Repairers",1,0,0,"Automotive body and related repairers","7150"
"49-3022","49-3022.00","Automotive Glass Installers and Repairers","Automotive Glass Installers and Repairers",1,1,1,"Automotive glass installers and repairers","7160"
"49-3023","49-3023.01","Automotive Master Mechanics","Automotive Service Technicians and Mechanics",1,1,1,"Automotive service technicians and mechanics","7200"
"49-3023","49-3023.02","Automotive Specialty Technicians","Automotive Service Technicians and Mechanics",1,1,1,"Automotive service technicians and mechanics","7200"
"49-3023","49-3023.00","Automotive Service Technicians and Mechanics","Automotive Service Technicians and Mechanics",1,1,1,"Automotive service technicians and mechanics","7200"
"49-3031","49-3031.00","Bus and Truck Mechanics and Diesel Engine Specialists","Bus and Truck Mechanics and Diesel Engine Specialists",1,1,1,"Bus and truck mechanics and diesel engine specialists","7210"
"49-3041","49-3041.00","Farm Equipment Mechanics and Service Technicians","Farm Equipment Mechanics and Service Technicians",1,1,1,NA,NA
"49-3042","49-3042.00","Mobile Heavy Equipment Mechanics, Except Engines","Mobile Heavy Equipment Mechanics, Except Engines",1,1,1,NA,NA
"49-3043","49-3043.00","Rail Car Repairers","Rail Car Repairers",1,1,1,NA,NA
"49-3051","49-3051.00","Motorboat Mechanics and Service Technicians","Motorboat Mechanics and Service Technicians",1,1,1,NA,NA
"49-3052","49-3052.00","Motorcycle Mechanics","Motorcycle Mechanics",1,1,1,NA,NA
"49-3053","49-3053.00","Outdoor Power Equipment and Other Small Engine Mechanics","Outdoor Power Equipment and Other Small Engine Mechanics",1,1,1,NA,NA
"49-3091","49-3091.00","Bicycle Repairers","Bicycle Repairers",1,1,1,NA,NA
"49-3092","49-3092.00","Recreational Vehicle Service Technicians","Recreational Vehicle Service Technicians",1,1,1,NA,NA
"49-3093","49-3093.00","Tire Repairers and Changers","Tire Repairers and Changers",1,1,1,NA,NA
"49-9011","49-9011.00","Mechanical Door Repairers","Mechanical Door Repairers",1,0,0,NA,NA
"49-9012","49-9012.00","Control and Valve Installers and Repairers, Except Mechanical Door","Control and Valve Installers and Repairers, Except Mechanical Door",1,0,0,NA,NA
"49-9021","49-9021.01","Heating and Air Conditioning Mechanics and Installers","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1,1,1,"Heating, air conditioning, and refrigeration mechanics and installers","7315"
"49-9021","49-9021.02","Refrigeration Mechanics and Installers","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1,1,1,"Heating, air conditioning, and refrigeration mechanics and installers","7315"
"49-9021","49-9021.00","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1,1,1,"Heating, air conditioning, and refrigeration mechanics and installers","7315"
"49-9031","49-9031.00","Home Appliance Repairers","Home Appliance Repairers",1,0,0,"Home appliance repairers","7320"
"49-9041","49-9041.00","Industrial Machinery Mechanics","Industrial Machinery Mechanics",1,1,1,"Industrial and refractory machinery mechanics","7330"
"49-9043","49-9043.00","Maintenance Workers, Machinery","Maintenance Workers, Machinery",1,1,1,"Maintenance workers, machinery","7350"
"49-9044","49-9044.00","Millwrights","Millwrights",1,1,1,"Millwrights","7360"
"49-9045","49-9045.00","Refractory Materials Repairers, Except Brickmasons","Refractory Materials Repairers, Except Brickmasons",1,0,0,"Industrial and refractory machinery mechanics","7330"
"49-9051","49-9051.00","Electrical Power-Line Installers and Repairers","Electrical Power-Line Installers and Repairers",1,1,1,"Electrical power-line installers and repairers","7410"
"49-9052","49-9052.00","Telecommunications Line Installers and Repairers","Telecommunications Line Installers and Repairers",1,0,0,"Telecommunications line installers and repairers","7420"
"49-9061","49-9061.00","Camera and Photographic Equipment Repairers","Camera and Photographic Equipment Repairers",1,1,1,NA,NA
"49-9062","49-9062.00","Medical Equipment Repairers","Medical Equipment Repairers",1,1,1,NA,NA
"49-9063","49-9063.00","Musical Instrument Repairers and Tuners","Musical Instrument Repairers and Tuners",1,1,1,NA,NA
"49-9064","49-9064.00","Watch Repairers","Watch Repairers",1,1,1,NA,NA
"49-9069","49-9069.00","Precision Instrument and Equipment Repairers, All Other","Precision Instrument and Equipment Repairers, All Other",NA,NA,NA,NA,NA
"49-9071","49-9071.00","Maintenance and Repair Workers, General","Maintenance and Repair Workers, General",1,1,1,"Maintenance and repair workers, general","7340"
"49-9081","49-9081.00","Wind Turbine Service Technicians","Wind Turbine Service Technicians",NA,NA,NA,"Wind turbine service technicians","7440"
"49-9091","49-9091.00","Coin, Vending, and Amusement Machine Servicers and Repairers","Coin, Vending, and Amusement Machine Servicers and Repairers",1,0,0,"Coin, vending, and amusement machine servicers and repairers","7510"
"49-9092","49-9092.00","Commercial Divers","Commercial Divers",1,1,1,"Commercial divers","7520"
"49-9093","49-9093.00","Fabric Menders, Except Garment","Fabric Menders, Except Garment",1,0,0,"Other installation, maintenance, and repair workers","7630"
"49-9094","49-9094.00","Locksmiths and Safe Repairers","Locksmiths and Safe Repairers",1,1,1,"Locksmiths and safe repairers","7540"
"49-9095","49-9095.00","Manufactured Building and Mobile Home Installers","Manufactured Building and Mobile Home Installers",1,1,1,"Manufactured building and mobile home installers","7550"
"49-9096","49-9096.00","Riggers","Riggers",1,1,1,"Riggers","7560"
"49-9097","49-9097.00","Signal and Track Switch Repairers","Signal and Track Switch Repairers",1,1,1,"Signal and track switch repairers","7600"
"49-9098","49-9098.00","Helpers--Installation, Maintenance, and Repair Workers","Helpers--Installation, Maintenance, and Repair Workers",1,1,1,"Helpers--installation, maintenance, and repair workers","7610"
"49-9099","49-9099.00","Installation, Maintenance, and Repair Workers, All Other","Installation, Maintenance, and Repair Workers, All Other",NA,NA,NA,"Other installation, maintenance, and repair workers","7630"
"49-9099","49-9099.01","Geothermal Technicians","Installation, Maintenance, and Repair Workers, All Other",NA,NA,NA,"Other installation, maintenance, and repair workers","7630"
"51-1011","51-1011.00","First-Line Supervisors of Production and Operating Workers","First-Line Supervisors of Production and Operating Workers",1,1,1,"First-line supervisors of production and operating workers","7700"
"51-2011","51-2011.00","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",1,1,1,"Aircraft structure, surfaces, rigging, and systems assemblers","7710"
"51-2021","51-2021.00","Coil Winders, Tapers, and Finishers","Coil Winders, Tapers, and Finishers",1,0,0,NA,NA
"51-2022","51-2022.00","Electrical and Electronic Equipment Assemblers","Electrical and Electronic Equipment Assemblers",1,0,0,NA,NA
"51-2023","51-2023.00","Electromechanical Equipment Assemblers","Electromechanical Equipment Assemblers",1,0,0,NA,NA
"51-2031","51-2031.00","Engine and Other Machine Assemblers","Engine and Other Machine Assemblers",1,1,1,"Engine and other machine assemblers","7730"
"51-2041","51-2041.00","Structural Metal Fabricators and Fitters","Structural Metal Fabricators and Fitters",1,0,0,"Structural metal fabricators and fitters","7740"
"51-2091","51-2091.00","Fiberglass Laminators and Fabricators","Fiberglass Laminators and Fabricators",1,0,0,NA,NA
"51-2092","51-2092.00","Team Assemblers","Team Assemblers",1,0,0,NA,NA
"51-2093","51-2093.00","Timing Device Assemblers and Adjusters","Timing Device Assemblers and Adjusters",1,1,1,NA,NA
"51-2099","51-2099.00","Assemblers and Fabricators, All Other","Assemblers and Fabricators, All Other",NA,NA,NA,NA,NA
"51-3011","51-3011.00","Bakers","Bakers",1,1,1,"Bakers","7800"
"51-3021","51-3021.00","Butchers and Meat Cutters","Butchers and Meat Cutters",1,0,0,NA,NA
"51-3022","51-3022.00","Meat, Poultry, and Fish Cutters and Trimmers","Meat, Poultry, and Fish Cutters and Trimmers",1,0,0,NA,NA
"51-3023","51-3023.00","Slaughterers and Meat Packers","Slaughterers and Meat Packers",1,0,0,NA,NA
"51-3091","51-3091.00","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",1,0,0,"Food and tobacco roasting, baking, and drying machine operators and tenders","7830"
"51-3092","51-3092.00","Food Batchmakers","Food Batchmakers",1,0,0,"Food batchmakers","7840"
"51-3093","51-3093.00","Food Cooking Machine Operators and Tenders","Food Cooking Machine Operators and Tenders",1,0,0,"Food cooking machine operators and tenders","7850"
"51-3099","51-3099.00","Food Processing Workers, All Other","Food Processing Workers, All Other",NA,NA,NA,"Food processing workers, all other","7855"
"51-4011","51-4011.00","Computer-Controlled Machine Tool Operators, Metal and Plastic","Computer-Controlled Machine Tool Operators, Metal and Plastic",1,1,1,NA,NA
"51-4012","51-4012.00","Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic","Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",1,1,1,NA,NA
"51-4021","51-4021.00","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1,0,0,"Extruding and drawing machine setters, operators, and tenders, metal and plastic","7920"
"51-4022","51-4022.00","Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Forging Machine Setters, Operators, and Tenders, Metal and Plastic",1,0,0,"Forging machine setters, operators, and tenders, metal and plastic","7930"
"51-4023","51-4023.00","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",1,0,0,"Rolling machine setters, operators, and tenders, metal and plastic","7940"
"51-4031","51-4031.00","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",1,0,0,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic","7950"
"51-4032","51-4032.00","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1,1,1,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic","7960"
"51-4033","51-4033.00","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1,0,0,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic","8000"
"51-4034","51-4034.00","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1,1,1,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic","8010"
"51-4035","51-4035.00","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",1,1,1,"Milling and planing machine setters, operators, and tenders, metal and plastic","8020"
"51-4041","51-4041.00","Machinists","Machinists",1,1,1,"Machinists","8030"
